"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CHUCUITO (000)",111348,25336,35563,22798,18119,9532
"Hombres (001)",56850,13059,18142,11626,9245,4778
"Mujeres (002)",54498,12277,17421,11172,8874,4754
"PEA (003)",48074,624,16216,15557,11667,4010
"Hombres (004)",30248,352,9633,10033,7569,2661
"Mujeres (005)",17826,272,6583,5524,4098,1349
"Ocupada (006)",43840,541,13938,14356,11132,3873
"Hombres (007)",27164,307,8098,9093,7127,2539
"Mujeres (008)",16676,234,5840,5263,4005,1334
"Desocupada (009)",4234,83,2278,1201,535,137
"Hombres (010)",3084,45,1535,940,442,122
"Mujeres (011)",1150,38,743,261,93,15
"No PEA (012)",63274,24712,19347,7241,6452,5522
"Hombres (013)",26602,12707,8509,1593,1676,2117
"Mujeres (014)",36672,12005,10838,5648,4776,3405
,,,,,,
"URBANA (018)",31631,6870,11522,7202,4473,1564
"Hombres (019)",16526,3552,5949,3817,2395,813
"Mujeres (020)",15105,3318,5573,3385,2078,751
"PEA (021)",14202,193,5428,5143,2879,559
"Hombres (022)",8812,117,3207,3262,1870,356
"Mujeres (023)",5390,76,2221,1881,1009,203
"Ocupada (024)",12309,154,4461,4559,2632,503
"Hombres (025)",7519,95,2603,2840,1675,306
"Mujeres (026)",4790,59,1858,1719,957,197
"Desocupada (027)",1893,39,967,584,247,56
"Hombres (028)",1293,22,604,422,195,50
"Mujeres (029)",600,17,363,162,52,6
"No PEA (030)",17429,6677,6094,2059,1594,1005
"Hombres (031)",7714,3435,2742,555,525,457
"Mujeres (032)",9715,3242,3352,1504,1069,548
,,,,,,
"RURAL (036)",79717,18466,24041,15596,13646,7968
"Hombres (037)",40324,9507,12193,7809,6850,3965
"Mujeres (038)",39393,8959,11848,7787,6796,4003
"PEA (039)",33872,431,10788,10414,8788,3451
"Hombres (040)",21436,235,6426,6771,5699,2305
"Mujeres (041)",12436,196,4362,3643,3089,1146
"Ocupada (042)",31531,387,9477,9797,8500,3370
"Hombres (043)",19645,212,5495,6253,5452,2233
"Mujeres (044)",11886,175,3982,3544,3048,1137
"Desocupada (045)",2341,44,1311,617,288,81
"Hombres (046)",1791,23,931,518,247,72
"Mujeres (047)",550,21,380,99,41,9
"No PEA (048)",45845,18035,13253,5182,4858,4517
"Hombres (049)",18888,9272,5767,1038,1151,1660
"Mujeres (050)",26957,8763,7486,4144,3707,2857
