"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia YAROWILCA",,,,,,,
"Viviendas particulares (001)",8160,380,186,437,4618,64,2475
"Ocupantes presentes (002)",32339,1467,772,1780,20173,258,7889
"Casa independiente",,,,,,,
"Viviendas particulares (004)",8045,376,186,434,4597,64,2388
"Ocupantes presentes (005)",32023,1453,772,1772,20095,258,7673
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",3,1,,,,,2
"Ocupantes presentes (014)",11,7,,,,,4
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",110,2,,3,21,,84
"Ocupantes presentes (017)",301,6,,8,78,,209
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",2,1,,,,,1
"Ocupantes presentes (023)",4,1,,,,,3
"Otro tipo",,,,,,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",1995,221,177,226,839,20,512
"Ocupantes presentes (029)",7883,835,730,978,3435,87,1818
"Casa independiente",,,,,,,
"Viviendas particulares (031)",1990,219,177,226,839,20,509
"Ocupantes presentes (032)",7868,827,730,978,3435,87,1811
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",3,1,,,,,2
"Ocupantes presentes (041)",11,7,,,,,4
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",2,1,,,,,1
"Ocupantes presentes (050)",4,1,,,,,3
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",6165,159,9,211,3779,44,1963
"Ocupantes presentes (056)",24456,632,42,802,16738,171,6071
"Casa independiente",,,,,,,
"Viviendas particulares (058)",6055,157,9,208,3758,44,1879
"Ocupantes presentes (059)",24155,626,42,794,16660,171,5862
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",110,2,,3,21,,84
"Ocupantes presentes (071)",301,6,,8,78,,209
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Otro tipo",,,,,,,
