"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia AMBO (000)",55483,28256,2978,612,23670
"Menos de 1 año (001)",960,726,36,11,188
"De 1 a 14 años (002)",19817,15389,738,227,3475
"De 15 a 29 años (003)",13363,5298,424,103,7542
"De 30 a 44 años (004)",9605,3437,553,104,5520
"De 45 a 64 años (005)",7825,2443,735,108,4546
"De 65 y mas años (006)",3913,963,492,59,2399
"Hombres (008)",27878,13699,1482,306,12414
"Menos de 1 año (009)",515,396,18,5,97
"De 1 a 14 años (010)",10127,7853,383,102,1793
"De 15 a 29 años (011)",6670,2353,191,57,4072
"De 30 a 44 años (012)",4725,1495,247,45,2946
"De 45 a 64 años (013)",3892,1126,359,65,2349
"De 65 y mas años (014)",1949,476,284,32,1157
"Mujeres (016)",27605,14557,1496,306,11256
"Menos de 1 año (017)",445,330,18,6,91
"De 1 a 14 años (018)",9690,7536,355,125,1682
"De 15 a 29 años (019)",6693,2945,233,46,3470
"De 30 a 44 años (020)",4880,1942,306,59,2574
"De 45 a 64 años (021)",3933,1317,376,43,2197
"De 65 y mas años (022)",1964,487,208,27,1242
,,,,,
"URBANA (024)",18453,6750,2157,329,9229
"Menos de 1 año (025)",324,202,24,4,94
"De 1 a 14 años (026)",5846,3626,545,91,1587
"De 15 a 29 años (027)",4673,1271,309,63,3030
"De 30 a 44 años (028)",3394,739,426,55,2179
"De 45 a 64 años (029)",2831,639,518,75,1603
"De 65 y mas años (030)",1385,273,335,41,736
"Hombres (032)",9111,3200,1059,173,4689
"Menos de 1 año (033)",153,98,9,2,44
"De 1 a 14 años (034)",3008,1853,287,44,825
"De 15 a 29 años (035)",2265,540,140,33,1552
"De 30 a 44 años (036)",1623,298,186,29,1115
"De 45 a 64 años (037)",1398,288,245,46,823
"De 65 y mas años (038)",664,123,192,19,330
"Mujeres (040)",9342,3550,1098,156,4540
"Menos de 1 año (041)",171,104,15,2,50
"De 1 a 14 años (042)",2838,1773,258,47,762
"De 15 a 29 años (043)",2408,731,169,30,1478
"De 30 a 44 años (044)",1771,441,240,26,1064
"De 45 a 64 años (045)",1433,351,273,29,780
"De 65 y mas años (046)",721,150,143,22,406
,,,,,
"RURAL (048)",37030,21506,821,283,14441
"Menos de 1 año (049)",636,524,12,7,94
"De 1 a 14 años (050)",13971,11763,193,136,1888
"De 15 a 29 años (051)",8690,4027,115,40,4512
"De 30 a 44 años (052)",6211,2698,127,49,3341
"De 45 a 64 años (053)",4994,1804,217,33,2943
"De 65 y mas años (054)",2528,690,157,18,1663
"Hombres (056)",18767,10499,423,133,7725
"Menos de 1 año (057)",362,298,9,3,53
"De 1 a 14 años (058)",7119,6000,96,58,968
"De 15 a 29 años (059)",4405,1813,51,24,2520
"De 30 a 44 años (060)",3102,1197,61,16,1831
"De 45 a 64 años (061)",2494,838,114,19,1526
"De 65 y mas años (062)",1285,353,92,13,827
"Mujeres (064)",18263,11007,398,150,6716
"Menos de 1 año (065)",274,226,3,4,41
"De 1 a 14 años (066)",6852,5763,97,78,920
"De 15 a 29 años (067)",4285,2214,64,16,1992
"De 30 a 44 años (068)",3109,1501,66,33,1510
"De 45 a 64 años (069)",2500,966,103,14,1417
"De 65 y mas años (070)",1243,337,65,5,836
