"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia YUNGAY (000)",17280,49,1032,276,234,1130,7320,592,694,4858,39,206,850
"Agric., ganadería, caza y silvicultura (001)",10745,,4,7,2,,7318,1,3,3410,,,
"Pesca (002)",2,,,,,,2,,,,,,
"Explotación de minas y canteras (003)",266,1,7,5,5,1,,124,1,122,,,
"Industrias manufactureras (004)",377,1,4,8,2,2,,339,16,5,,,
"Suministro de electricidad, gas y agua (005)",9,,,2,,,,1,3,3,,,
"Construcción (006)",609,,14,12,6,,,25,258,294,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",1309,,4,28,2,877,,94,4,300,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",109,,,2,1,19,,74,4,9,,,
"Comercio al por mayor (009)",38,,,3,,35,,,,,,,
"Comercio al por menor (010)",1162,,4,23,1,823,,20,,291,,,
"Hoteles y restaurantes (011)",349,,1,24,2,169,,2,,151,,,
"Trans., almac. y comunicaciones (012)",520,,1,12,13,8,,1,384,101,,,
"Intermediación financiera (013)",6,,,2,4,,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",152,2,40,29,27,22,,2,5,25,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",336,30,23,20,114,9,,1,18,82,39,,
"Enseñanza (016)",940,15,873,7,28,,,,1,16,,,
"Servicios sociales y de salud (017)",170,,49,74,7,23,,,1,16,,,
"Otras activ. serv.comun.soc y personales (018)",182,,12,45,22,19,,2,,82,,,
"Hogares privados con servicio doméstico (019)",250,,,,,,,,,250,,,
"Actividad economica no especificada (021)",208,,,1,,,,,,1,,206,
"Desocupado (022)",850,,,,,,,,,,,,850
"Hombres (023)",13331,36,554,156,105,400,6734,507,677,3430,38,48,646
"Agric., ganadería, caza y silvicultura (024)",9391,,4,4,2,,6732,1,3,2645,,,
"Pesca (025)",2,,,,,,2,,,,,,
"Explotación de minas y canteras (026)",262,1,7,5,3,,,123,1,122,,,
"Industrias manufactureras (027)",285,1,2,5,1,,,257,14,5,,,
"Suministro de electricidad, gas y agua (028)",9,,,2,,,,1,3,3,,,
"Construcción (029)",578,,9,11,5,,,25,250,278,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",531,,1,15,,312,,93,4,106,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",92,,,2,,6,,73,4,7,,,
"Comercio al por mayor (032)",23,,,1,,22,,,,,,,
"Comercio al por menor (033)",416,,1,12,,284,,20,,99,,,
"Hoteles y restaurantes (034)",77,,,9,1,36,,2,,29,,,
"Trans., almac. y comunicaciones (035)",491,,1,10,6,6,,1,380,87,,,
"Intermediación financiera (036)",4,,,1,3,,,,,,,,
"Activid.inmobil., empres. y alquileres (037)",113,2,31,19,8,22,,2,5,24,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",217,22,11,12,55,9,,,15,55,38,,
"Enseñanza (039)",491,10,455,3,10,,,,1,12,,,
"Servicios sociales y de salud (040)",64,,22,24,3,6,,,1,8,,,
"Otras activ. serv.comun.soc y personales (041)",114,,11,36,8,9,,2,,48,,,
"Hogares privados con servicio doméstico (042)",8,,,,,,,,,8,,,
"Actividad economica no especificada (044)",48,,,,,,,,,,,48,
"Desocupado (045)",646,,,,,,,,,,,,646
"Mujeres (046)",3949,13,478,120,129,730,586,85,17,1428,1,158,204
"Agric., ganadería, caza y silvicultura (047)",1354,,,3,,,586,,,765,,,
"Explotación de minas y canteras (049)",4,,,,2,1,,1,,,,,
"Industrias manufactureras (050)",92,,2,3,1,2,,82,2,,,,
"Construcción (052)",31,,5,1,1,,,,8,16,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",778,,3,13,2,565,,1,,194,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",17,,,,1,13,,1,,2,,,
"Comercio al por mayor (055)",15,,,2,,13,,,,,,,
"Comercio al por menor (056)",746,,3,11,1,539,,,,192,,,
"Hoteles y restaurantes (057)",272,,1,15,1,133,,,,122,,,
"Trans., almac. y comunicaciones (058)",29,,,2,7,2,,,4,14,,,
"Intermediación financiera (059)",2,,,1,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (060)",39,,9,10,19,,,,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",119,8,12,8,59,,,1,3,27,1,,
"Enseñanza (062)",449,5,418,4,18,,,,,4,,,
"Servicios sociales y de salud (063)",106,,27,50,4,17,,,,8,,,
"Otras activ. serv.comun.soc y personales (064)",68,,1,9,14,10,,,,34,,,
"Hogares privados con servicio doméstico (065)",242,,,,,,,,,242,,,
"Actividad economica no especificada (067)",160,,,1,,,,,,1,,158,
"Desocupado (068)",204,,,,,,,,,,,,204
,,,,,,,,,,,,,
"URBANA (069)",5277,29,773,206,178,734,960,341,388,1280,34,92,262
"Agric., ganadería, caza y silvicultura (070)",1448,,4,6,2,,960,1,2,473,,,
"Explotación de minas y canteras (072)",103,1,5,4,4,1,,55,,33,,,
"Industrias manufactureras (073)",226,1,3,8,2,2,,204,5,1,,,
"Suministro de electricidad, gas y agua (074)",3,,,2,,,,,1,,,,
"Construcción (075)",274,,14,8,2,,,13,121,116,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",802,,4,23,1,546,,63,3,162,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",77,,,1,1,16,,51,3,5,,,
"Comercio al por mayor (078)",15,,,2,,13,,,,,,,
"Comercio al por menor (079)",710,,4,20,,517,,12,,157,,,
"Hoteles y restaurantes (080)",266,,1,23,1,126,,,,115,,,
"Trans., almac. y comunicaciones (081)",332,,1,11,9,3,,1,239,68,,,
"Intermediación financiera (082)",5,,,2,3,,,,,,,,
"Activid.inmobil., empres. y alquileres (083)",107,2,32,23,20,10,,2,2,16,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",236,14,16,15,88,7,,1,14,47,34,,
"Enseñanza (085)",691,11,641,5,23,,,,1,10,,,
"Servicios sociales y de salud (086)",134,,42,48,7,22,,,,15,,,
"Otras activ. serv.comun.soc y personales (087)",137,,10,27,16,17,,1,,66,,,
"Hogares privados con servicio doméstico (088)",157,,,,,,,,,157,,,
"Actividad economica no especificada (090)",94,,,1,,,,,,1,,92,
"Desocupado (091)",262,,,,,,,,,,,,262
"Hombres (092)",3281,21,389,112,77,248,811,296,375,714,33,23,182
"Agric., ganadería, caza y silvicultura (093)",1149,,4,3,2,,811,1,2,326,,,
"Explotación de minas y canteras (095)",99,1,5,4,2,,,54,,33,,,
"Industrias manufactureras (096)",176,1,2,5,1,,,162,4,1,,,
"Suministro de electricidad, gas y agua (097)",3,,,2,,,,,1,,,,
"Construcción (098)",254,,9,7,1,,,13,114,110,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",334,,1,11,,193,,62,3,64,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",63,,,1,,5,,50,3,4,,,
"Comercio al por mayor (101)",7,,,,,7,,,,,,,
"Comercio al por menor (102)",264,,1,10,,181,,12,,60,,,
"Hoteles y restaurantes (103)",54,,,9,1,21,,,,23,,,
"Trans., almac. y comunicaciones (104)",312,,1,10,4,3,,1,237,56,,,
"Intermediación financiera (105)",3,,,1,2,,,,,,,,
"Activid.inmobil., empres. y alquileres (106)",76,2,24,16,5,10,,2,2,15,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",150,10,7,9,46,7,,,11,27,33,,
"Enseñanza (108)",332,7,309,2,6,,,,1,7,,,
"Servicios sociales y de salud (109)",47,,18,13,3,6,,,,7,,,
"Otras activ. serv.comun.soc y personales (110)",82,,9,20,4,8,,1,,40,,,
"Hogares privados con servicio doméstico (111)",5,,,,,,,,,5,,,
"Actividad economica no especificada (113)",23,,,,,,,,,,,23,
"Desocupado (114)",182,,,,,,,,,,,,182
"Mujeres (115)",1996,8,384,94,101,486,149,45,13,566,1,69,80
"Agric., ganadería, caza y silvicultura (116)",299,,,3,,,149,,,147,,,
"Explotación de minas y canteras (118)",4,,,,2,1,,1,,,,,
"Industrias manufactureras (119)",50,,1,3,1,2,,42,1,,,,
"Construcción (121)",20,,5,1,1,,,,7,6,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",468,,3,12,1,353,,1,,98,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",14,,,,1,11,,1,,1,,,
"Comercio al por mayor (124)",8,,,2,,6,,,,,,,
"Comercio al por menor (125)",446,,3,10,,336,,,,97,,,
"Hoteles y restaurantes (126)",212,,1,14,,105,,,,92,,,
"Trans., almac. y comunicaciones (127)",20,,,1,5,,,,2,12,,,
"Intermediación financiera (128)",2,,,1,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (129)",31,,8,7,15,,,,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",86,4,9,6,42,,,1,3,20,1,,
"Enseñanza (131)",359,4,332,3,17,,,,,3,,,
"Servicios sociales y de salud (132)",87,,24,35,4,16,,,,8,,,
"Otras activ. serv.comun.soc y personales (133)",55,,1,7,12,9,,,,26,,,
"Hogares privados con servicio doméstico (134)",152,,,,,,,,,152,,,
"Actividad economica no especificada (136)",71,,,1,,,,,,1,,69,
"Desocupado (137)",80,,,,,,,,,,,,80
,,,,,,,,,,,,,
"RURAL (138)",12003,20,259,70,56,396,6360,251,306,3578,5,114,588
"Agric., ganadería, caza y silvicultura (139)",9297,,,1,,,6358,,1,2937,,,
"Pesca (140)",2,,,,,,2,,,,,,
"Explotación de minas y canteras (141)",163,,2,1,1,,,69,1,89,,,
"Industrias manufactureras (142)",151,,1,,,,,135,11,4,,,
"Suministro de electricidad, gas y agua (143)",6,,,,,,,1,2,3,,,
"Construcción (144)",335,,,4,4,,,12,137,178,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (145)",507,,,5,1,331,,31,1,138,,,
"Venta, mant.y rep. veh.autom.y motoc. (146)",32,,,1,,3,,23,1,4,,,
"Comercio al por mayor (147)",23,,,1,,22,,,,,,,
"Comercio al por menor (148)",452,,,3,1,306,,8,,134,,,
"Hoteles y restaurantes (149)",83,,,1,1,43,,2,,36,,,
"Trans., almac. y comunicaciones (150)",188,,,1,4,5,,,145,33,,,
"Intermediación financiera (151)",1,,,,1,,,,,,,,
