"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUANCAYO (000)",356409,14111,68534,16121,258894
"Conviviente (001)",66072,2349,8330,2218,53322
"Separado(a) (002)",11432,289,1601,363,9203
"Casado(a) (003)",112639,2652,34464,6304,69897
"Viudo(a) (004)",15978,286,3790,614,11307
"Divorciado(a) (005)",2053,36,602,120,1311
"Soltero(a) (006)",148235,8499,19747,6502,113854
"Hombres (008)",166836,6028,31439,9347,120793
"Conviviente (009)",30992,627,4077,1438,24947
"Separado(a) (010)",2594,45,436,139,1981
"Casado(a) (011)",53390,1071,16528,3719,32521
"Viudo(a) (012)",3725,65,993,162,2512
"Divorciado(a) (013)",779,13,223,64,486
"Soltero(a) (014)",75356,4207,9182,3825,58346
"Mujeres (016)",189573,8083,37095,6774,138101
"Conviviente (017)",35080,1722,4253,780,28375
"Separado(a) (018)",8838,244,1165,224,7222
"Casado(a) (019)",59249,1581,17936,2585,37376
"Viudo(a) (020)",12253,221,2797,452,8795
"Divorciado(a) (021)",1274,23,379,56,825
"Soltero(a) (022)",72879,4292,10565,2677,55508
,,,,,
"URBANA (024)",317562,10328,66334,15505,226621
"Conviviente (025)",59427,1816,8064,2138,47550
"Separado(a) (026)",10333,231,1559,354,8213
"Casado(a) (027)",98238,1942,33303,6072,57586
"Viudo(a) (028)",13623,228,3641,577,9196
"Divorciado(a) (029)",1910,31,592,119,1184
"Soltero(a) (030)",134031,6080,19175,6245,102892
"Hombres (032)",148181,4378,30295,8994,105266
"Conviviente (033)",27808,468,3935,1385,22113
"Separado(a) (034)",2387,37,424,137,1796
"Casado(a) (035)",46390,815,15874,3577,26562
"Viudo(a) (036)",3070,47,940,152,1938
"Divorciado(a) (037)",727,11,218,64,441
"Soltero(a) (038)",67799,3000,8904,3679,52416
"Mujeres (040)",169381,5950,36039,6511,121355
"Conviviente (041)",31619,1348,4129,753,25437
"Separado(a) (042)",7946,194,1135,217,6417
"Casado(a) (043)",51848,1127,17429,2495,31024
"Viudo(a) (044)",10553,181,2701,425,7258
"Divorciado(a) (045)",1183,20,374,55,743
"Soltero(a) (046)",66232,3080,10271,2566,50476
,,,,,
"RURAL (048)",38847,3783,2200,616,32273
"Conviviente (049)",6645,533,266,80,5772
"Separado(a) (050)",1099,58,42,9,990
"Casado(a) (051)",14401,710,1161,232,12311
"Viudo(a) (052)",2355,58,149,37,2111
"Divorciado(a) (053)",143,5,10,1,127
"Soltero(a) (054)",14204,2419,572,257,10962
"Hombres (056)",18655,1650,1144,353,15527
"Conviviente (057)",3184,159,142,53,2834
"Separado(a) (058)",207,8,12,2,185
"Casado(a) (059)",7000,256,654,142,5959
"Viudo(a) (060)",655,18,53,10,574
"Divorciado(a) (061)",52,2,5,,45
"Soltero(a) (062)",7557,1207,278,146,5930
"Mujeres (064)",20192,2133,1056,263,16746
"Conviviente (065)",3461,374,124,27,2938
"Separado(a) (066)",892,50,30,7,805
"Casado(a) (067)",7401,454,507,90,6352
"Viudo(a) (068)",1700,40,96,27,1537
"Divorciado(a) (069)",91,3,5,1,82
"Soltero(a) (070)",6647,1212,294,111,5032
