"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia BAGUA (000)",49448,9269,4593,841,34803
"Conviviente (001)",18658,1968,1258,197,15249
"Separado(a) (002)",1791,195,108,27,1461
"Casado(a) (003)",9733,659,1804,339,6958
"Viudo(a) (004)",1517,126,105,32,1255
"Divorciado(a) (005)",171,15,25,4,127
"Soltero(a) (006)",17578,6306,1293,242,9753
"Hombres (008)",25301,4036,2207,454,18639
"Conviviente (009)",9098,506,616,102,7882
"Separado(a) (010)",518,21,39,12,446
"Casado(a) (011)",4819,188,863,191,3597
"Viudo(a) (012)",429,28,30,12,359
"Divorciado(a) (013)",77,6,12,1,58
"Soltero(a) (014)",10360,3287,647,136,6297
"Mujeres (016)",24147,5233,2386,387,16164
"Conviviente (017)",9560,1462,642,95,7367
"Separado(a) (018)",1273,174,69,15,1015
"Casado(a) (019)",4914,471,941,148,3361
"Viudo(a) (020)",1088,98,75,20,896
"Divorciado(a) (021)",94,9,13,3,69
"Soltero(a) (022)",7218,3019,646,106,3456
,,,,,
"URBANA (024)",25070,4023,4022,701,16371
"Conviviente (025)",8006,898,1017,149,5951
"Separado(a) (026)",1055,129,95,20,811
"Casado(a) (027)",5764,415,1650,298,3427
"Viudo(a) (028)",775,77,93,27,579
"Divorciado(a) (029)",123,10,23,4,86
"Soltero(a) (030)",9347,2494,1144,203,5517
"Hombres (032)",12382,1619,1898,375,8518
"Conviviente (033)",3853,221,473,79,3085
"Separado(a) (034)",286,16,33,10,227
"Casado(a) (035)",2823,121,788,169,1764
"Viudo(a) (036)",205,14,24,10,157
"Divorciado(a) (037)",55,5,11,1,38
"Soltero(a) (038)",5160,1242,569,106,3247
"Mujeres (040)",12688,2404,2124,326,7853
"Conviviente (041)",4153,677,544,70,2866
"Separado(a) (042)",769,113,62,10,584
"Casado(a) (043)",2941,294,862,129,1663
"Viudo(a) (044)",570,63,69,17,422
"Divorciado(a) (045)",68,5,12,3,48
"Soltero(a) (046)",4187,1252,575,97,2270
,,,,,
"RURAL (048)",24378,5246,571,140,18432
"Conviviente (049)",10652,1070,241,48,9298
"Separado(a) (050)",736,66,13,7,650
"Casado(a) (051)",3969,244,154,41,3531
"Viudo(a) (052)",742,49,12,5,676
"Divorciado(a) (053)",48,5,2,,41
"Soltero(a) (054)",8231,3812,149,39,4236
"Hombres (056)",12919,2417,309,79,10121
"Conviviente (057)",5245,285,143,23,4797
"Separado(a) (058)",232,5,6,2,219
"Casado(a) (059)",1996,67,75,22,1833
"Viudo(a) (060)",224,14,6,2,202
"Divorciado(a) (061)",22,1,1,,20
"Soltero(a) (062)",5200,2045,78,30,3050
"Mujeres (064)",11459,2829,262,61,8311
"Conviviente (065)",5407,785,98,25,4501
"Separado(a) (066)",504,61,7,5,431
"Casado(a) (067)",1973,177,79,19,1698
"Viudo(a) (068)",518,35,6,3,474
"Divorciado(a) (069)",26,4,1,,21
"Soltero(a) (070)",3031,1767,71,9,1186
