"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia JULCAN (000)",32985,32138,635,212
"Hombres (001)",16509,16197,218,94
"Mujeres (002)",16476,15941,417,118
"Menores de 1 año (003)",735,580,99,56
"Hombres (004)",381,307,47,27
"Mujeres (005)",354,273,52,29
"De 1 a 5 años (006)",4379,4049,200,130
"Hombres (007)",2179,2031,92,56
"Mujeres (008)",2200,2018,108,74
"De 6 a 14 años (009)",8061,8023,31,7
"Hombres (010)",4104,4083,16,5
"Mujeres (011)",3957,3940,15,2
"De 15 a 29 años (012)",7595,7567,22,6
"Hombres (013)",3770,3758,10,2
"Mujeres (014)",3825,3809,12,4
"De 30 a 44 años (015)",5769,5752,16,1
"Hombres (016)",2866,2861,5,
"Mujeres (017)",2903,2891,11,1
"De 45 a 64 años (018)",4221,4150,68,3
"Hombres (019)",2097,2092,5,
"Mujeres (020)",2124,2058,63,3
"De 65 a más años (021)",2225,2017,199,9
"Hombres (022)",1112,1065,43,4
"Mujeres (023)",1113,952,156,5
,,,,
"URBANA (024)",4886,4813,48,25
"Hombres (025)",2361,2333,18,10
"Mujeres (026)",2525,2480,30,15
"Menores de 1 año (027)",97,80,8,9
"Hombres (028)",48,42,3,3
"Mujeres (029)",49,38,5,6
"De 1 a 5 años (030)",533,506,14,13
"Hombres (031)",262,247,8,7
"Mujeres (032)",271,259,6,6
"De 6 a 14 años (033)",1104,1102,2,
"Hombres (034)",576,574,2,
"Mujeres (035)",528,528,,
"De 15 a 29 años (036)",1071,1066,5,
"Hombres (037)",487,484,3,
"Mujeres (038)",584,582,2,
"De 30 a 44 años (039)",1013,1013,,
"Hombres (040)",485,485,,
"Mujeres (041)",528,528,,
"De 45 a 64 años (042)",756,751,4,1
"Hombres (043)",356,356,,
"Mujeres (044)",400,395,4,1
"De 65 a más años (045)",312,295,15,2
"Hombres (046)",147,145,2,
"Mujeres (047)",165,150,13,2
,,,,
"RURAL (048)",28099,27325,587,187
"Hombres (049)",14148,13864,200,84
"Mujeres (050)",13951,13461,387,103
"Menores de 1 año (051)",638,500,91,47
"Hombres (052)",333,265,44,24
"Mujeres (053)",305,235,47,23
"De 1 a 5 años (054)",3846,3543,186,117
"Hombres (055)",1917,1784,84,49
"Mujeres (056)",1929,1759,102,68
"De 6 a 14 años (057)",6957,6921,29,7
"Hombres (058)",3528,3509,14,5
"Mujeres (059)",3429,3412,15,2
"De 15 a 29 años (060)",6524,6501,17,6
"Hombres (061)",3283,3274,7,2
"Mujeres (062)",3241,3227,10,4
"De 30 a 44 años (063)",4756,4739,16,1
"Hombres (064)",2381,2376,5,
"Mujeres (065)",2375,2363,11,1
"De 45 a 64 años (066)",3465,3399,64,2
"Hombres (067)",1741,1736,5,
"Mujeres (068)",1724,1663,59,2
"De 65 a más años (069)",1913,1722,184,7
"Hombres (070)",965,920,41,4
"Mujeres (071)",948,802,143,3
