"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia CASTROVIRREYNA",,,,,,
"Viviendas particulares (001)",5978,5915,57,4,2,
"Ocupantes presentes (002)",18472,17961,434,54,23,
"Casa independiente",,,,,,
"Viviendas particulares (004)",5163,5104,54,3,2,
"Ocupantes presentes (005)",16255,15777,410,45,23,
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",2,2,,,,
"Ocupantes presentes (008)",4,4,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",8,8,,,,
"Ocupantes presentes (011)",13,13,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",52,48,3,1,,
"Ocupantes presentes (014)",145,112,24,9,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",634,634,,,,
"Ocupantes presentes (017)",1794,1794,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",6,6,,,,
"Ocupantes presentes (020)",26,26,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",9,9,,,,
"Ocupantes presentes (023)",25,25,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",104,104,,,,
"Ocupantes presentes (026)",210,210,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",1888,1841,42,4,1,
"Ocupantes presentes (029)",5542,5159,316,54,13,
"Casa independiente",,,,,,
"Viviendas particulares (031)",1723,1680,39,3,1,
"Ocupantes presentes (032)",5161,4811,292,45,13,
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",2,2,,,,
"Ocupantes presentes (035)",4,4,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",8,8,,,,
"Ocupantes presentes (038)",13,13,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",52,48,3,1,,
"Ocupantes presentes (041)",145,112,24,9,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",6,6,,,,
"Ocupantes presentes (047)",26,26,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",6,6,,,,
"Ocupantes presentes (050)",17,17,,,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",91,91,,,,
"Ocupantes presentes (053)",176,176,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",4090,4074,15,,1,
"Ocupantes presentes (056)",12930,12802,118,,10,
"Casa independiente",,,,,,
"Viviendas particulares (058)",3440,3424,15,,1,
"Ocupantes presentes (059)",11094,10966,118,,10,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",634,634,,,,
"Ocupantes presentes (071)",1794,1794,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",3,3,,,,
"Ocupantes presentes (077)",8,8,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",13,13,,,,
"Ocupantes presentes (080)",34,34,,,,
