"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia LAURICOCHA (000)",32948,4557,691,14582,10236,792,883,428,779
"Quechua (001)",3415,979,45,1705,594,23,26,14,29
"Aymara (002)",17,5,,7,4,,,,1
"Ashaninca (003)",4,,,1,2,,,,1
"Otra lengua nativa (004)",8,,,6,2,,,,
"Castellano (005)",29481,3553,646,12861,9633,769,857,414,748
"Es sordomudo/a (007)",23,20,,2,1,,,,
"Hombres (009)",17103,1904,331,6875,6141,504,560,257,531
"Quechua (010)",1656,311,20,816,430,18,21,13,27
"Aymara (011)",6,1,,3,1,,,,1
"Ashaninca (012)",2,,,1,1,,,,
"Otra lengua nativa (013)",4,,,3,1,,,,
"Castellano (014)",15427,1584,311,6052,5708,486,539,244,503
"Es sordomudo/a (016)",8,8,,,,,,,
"Mujeres (018)",15845,2653,360,7707,4095,288,323,171,248
"Quechua (019)",1759,668,25,889,164,5,5,1,2
"Aymara (020)",11,4,,4,3,,,,
"Ashaninca (021)",2,,,,1,,,,1
"Otra lengua nativa (022)",4,,,3,1,,,,
"Castellano (023)",14054,1969,335,6809,3925,283,318,170,245
"Es sordomudo/a (025)",15,12,,2,1,,,,
,,,,,,,,,
"URBANA (027)",7452,687,208,2884,2481,254,349,186,403
"Quechua (028)",697,138,18,349,147,10,10,7,18
"Aymara (029)",4,1,,2,,,,,1
"Otra lengua nativa (031)",1,,,1,,,,,
"Castellano (032)",6747,547,190,2531,2333,244,339,179,384
"Es sordomudo/a (034)",3,1,,1,1,,,,
"Hombres (036)",3697,286,94,1260,1376,147,188,93,253
"Quechua (037)",316,27,10,147,93,8,8,7,16
"Aymara (038)",2,,,1,,,,,1
"Castellano (041)",3379,259,84,1112,1283,139,180,86,236
"Mujeres (045)",3755,401,114,1624,1105,107,161,93,150
"Quechua (046)",381,111,8,202,54,2,2,,2
"Aymara (047)",2,1,,1,,,,,
"Otra lengua nativa (049)",1,,,1,,,,,
"Castellano (050)",3368,288,106,1419,1050,105,159,93,148
"Es sordomudo/a (052)",3,1,,1,1,,,,
,,,,,,,,,
"RURAL (054)",25496,3870,483,11698,7755,538,534,242,376
"Quechua (055)",2718,841,27,1356,447,13,16,7,11
"Aymara (056)",13,4,,5,4,,,,
"Ashaninca (057)",4,,,1,2,,,,1
"Otra lengua nativa (058)",7,,,5,2,,,,
"Castellano (059)",22734,3006,456,10330,7300,525,518,235,364
"Es sordomudo/a (061)",20,19,,1,,,,,
"Hombres (063)",13406,1618,237,5615,4765,357,372,164,278
"Quechua (064)",1340,284,10,669,337,10,13,6,11
"Aymara (065)",4,1,,2,1,,,,
"Ashaninca (066)",2,,,1,1,,,,
"Otra lengua nativa (067)",4,,,3,1,,,,
"Castellano (068)",12048,1325,227,4940,4425,347,359,158,267
"Es sordomudo/a (070)",8,8,,,,,,,
"Mujeres (072)",12090,2252,246,6083,2990,181,162,78,98
"Quechua (073)",1378,557,17,687,110,3,3,1,
"Aymara (074)",9,3,,3,3,,,,
"Ashaninca (075)",2,,,,1,,,,1
"Otra lengua nativa (076)",3,,,2,1,,,,
"Castellano (077)",10686,1681,229,5390,2875,178,159,77,97
"Es sordomudo/a (079)",12,11,,1,,,,,
