"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia LORETO (000)",40581,8135,8688,8465,6522,4314,4457
"Católica (001)",27840,5494,5848,5895,4595,2967,3041
"Cristiana/Evangélica (002)",10060,2142,2141,1950,1550,1109,1168
"Otra (003)",1156,226,221,230,184,133,162
"Ninguna (004)",1525,273,478,390,193,105,86
"Hombres (006)",22169,4277,4348,4696,3667,2591,2590
"Católica (007)",15526,2907,2988,3327,2633,1849,1822
"Cristiana/Evangélica (008)",5170,1102,1035,1001,815,593,624
"Otra (009)",622,124,99,128,104,79,88
"Ninguna (010)",851,144,226,240,115,70,56
"Mujeres (012)",18412,3858,4340,3769,2855,1723,1867
"Católica (013)",12314,2587,2860,2568,1962,1118,1219
"Cristiana/Evangélica (014)",4890,1040,1106,949,735,516,544
"Otra (015)",534,102,122,102,80,54,74
"Ninguna (016)",674,129,252,150,78,35,30
,,,,,,,
"URBANA (018)",18513,3630,3741,3970,3069,2007,2096
"Católica (019)",12792,2434,2498,2804,2233,1387,1436
"Cristiana/Evangélica (020)",4736,1009,1011,938,699,528,551
"Otra (021)",551,92,104,120,85,63,87
"Ninguna (022)",434,95,128,108,52,29,22
"Hombres (024)",10228,1938,1854,2249,1761,1243,1183
"Católica (025)",7213,1305,1256,1613,1304,891,844
"Cristiana/Evangélica (026)",2421,524,480,478,371,289,279
"Otra (027)",314,52,54,73,50,39,46
"Ninguna (028)",280,57,64,85,36,24,14
"Mujeres (030)",8285,1692,1887,1721,1308,764,913
"Católica (031)",5579,1129,1242,1191,929,496,592
"Cristiana/Evangélica (032)",2315,485,531,460,328,239,272
"Otra (033)",237,40,50,47,35,24,41
"Ninguna (034)",154,38,64,23,16,5,8
,,,,,,,
"RURAL (036)",22068,4505,4947,4495,3453,2307,2361
"Católica (037)",15048,3060,3350,3091,2362,1580,1605
"Cristiana/Evangélica (038)",5324,1133,1130,1012,851,581,617
"Otra (039)",605,134,117,110,99,70,75
"Ninguna (040)",1091,178,350,282,141,76,64
"Hombres (042)",11941,2339,2494,2447,1906,1348,1407
"Católica (043)",8313,1602,1732,1714,1329,958,978
"Cristiana/Evangélica (044)",2749,578,555,523,444,304,345
"Otra (045)",308,72,45,55,54,40,42
"Ninguna (046)",571,87,162,155,79,46,42
"Mujeres (048)",10127,2166,2453,2048,1547,959,954
"Católica (049)",6735,1458,1618,1377,1033,622,627
"Cristiana/Evangélica (050)",2575,555,575,489,407,277,272
"Otra (051)",297,62,72,55,45,30,33
"Ninguna (052)",520,91,188,127,62,30,22
