"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia BOLIVAR (000)",15368,6951,1680,133,6611
"Sin Nivel (001)",3229,1543,247,17,1424
"Educación Inicial (002)",498,320,43,4,132
"Primaria (003)",7881,3827,697,38,3321
"Secundaria (004)",2644,1043,268,23,1311
"Sup. no Univ. Incompleta (005)",220,56,33,10,121
"Sup. no Univ. Completa (006)",485,97,217,23,148
"Sup. Univ. Incompleta (007)",92,20,30,3,39
"Sup. Univ. Completa (008)",319,45,145,15,115
"Hombres (010)",7959,3396,851,78,3638
"Sin Nivel (011)",1370,678,100,6,587
"Educación Inicial (012)",259,168,26,1,64
"Primaria (013)",4170,1895,355,23,1898
"Secundaria (014)",1537,548,148,16,826
"Sup. no Univ. Incompleta (015)",111,23,13,6,69
"Sup. no Univ. Completa (016)",261,48,105,16,92
"Sup. Univ. Incompleta (017)",43,11,11,,21
"Sup. Univ. Completa (018)",208,25,93,10,81
"Mujeres (020)",7409,3555,829,55,2973
"Sin Nivel (021)",1859,865,147,11,837
"Educación Inicial (022)",239,152,17,3,68
"Primaria (023)",3711,1932,342,15,1423
"Secundaria (024)",1107,495,120,7,485
"Sup. no Univ. Incompleta (025)",109,33,20,4,52
"Sup. no Univ. Completa (026)",224,49,112,7,56
"Sup. Univ. Incompleta (027)",49,9,19,3,18
"Sup. Univ. Completa (028)",111,20,52,5,34
,,,,,
"URBANA (030)",5411,2157,883,92,2285
"Sin Nivel (031)",689,312,75,9,295
"Educación Inicial (032)",212,125,32,4,51
"Primaria (033)",2346,1089,232,23,1004
"Secundaria (034)",1371,509,190,14,659
"Sup. no Univ. Incompleta (035)",150,29,28,9,84
"Sup. no Univ. Completa (036)",339,52,176,17,94
"Sup. Univ. Incompleta (037)",61,10,25,2,24
"Sup. Univ. Completa (038)",243,31,125,14,74
"Hombres (040)",2728,998,449,53,1232
"Sin Nivel (041)",260,132,25,3,101
"Educación Inicial (042)",105,59,20,1,25
"Primaria (043)",1164,507,118,13,527
"Secundaria (044)",773,246,105,10,413
"Sup. no Univ. Incompleta (045)",75,13,9,5,48
"Sup. no Univ. Completa (046)",178,22,85,12,59
"Sup. Univ. Incompleta (047)",26,6,8,,12
"Sup. Univ. Completa (048)",147,13,79,9,47
"Mujeres (050)",2683,1159,434,39,1053
"Sin Nivel (051)",429,180,50,6,194
"Educación Inicial (052)",107,66,12,3,26
"Primaria (053)",1182,582,114,10,477
"Secundaria (054)",598,263,85,4,246
"Sup. no Univ. Incompleta (055)",75,16,19,4,36
"Sup. no Univ. Completa (056)",161,30,91,5,35
"Sup. Univ. Incompleta (057)",35,4,17,2,12
"Sup. Univ. Completa (058)",96,18,46,5,27
,,,,,
"RURAL (060)",9957,4794,797,41,4326
"Sin Nivel (061)",2540,1231,172,8,1129
"Educación Inicial (062)",286,195,11,,81
"Primaria (063)",5535,2738,465,15,2317
"Secundaria (064)",1273,534,78,9,652
"Sup. no Univ. Incompleta (065)",70,27,5,1,37
"Sup. no Univ. Completa (066)",146,45,41,6,54
"Sup. Univ. Incompleta (067)",31,10,5,1,15
"Sup. Univ. Completa (068)",76,14,20,1,41
"Hombres (070)",5231,2398,402,25,2406
"Sin Nivel (071)",1110,546,75,3,486
"Educación Inicial (072)",154,109,6,,39
"Primaria (073)",3006,1388,237,10,1371
"Secundaria (074)",764,302,43,6,413
"Sup. no Univ. Incompleta (075)",36,10,4,1,21
"Sup. no Univ. Completa (076)",83,26,20,4,33
"Sup. Univ. Incompleta (077)",17,5,3,,9
"Sup. Univ. Completa (078)",61,12,14,1,34
"Mujeres (080)",4726,2396,395,16,1920
"Sin Nivel (081)",1430,685,97,5,643
"Educación Inicial (082)",132,86,5,,42
"Primaria (083)",2529,1350,228,5,946
"Secundaria (084)",509,232,35,3,239
"Sup. no Univ. Incompleta (085)",34,17,1,,16
"Sup. no Univ. Completa (086)",63,19,21,2,21
"Sup. Univ. Incompleta (087)",14,5,2,1,6
"Sup. Univ. Completa (088)",15,2,6,,7
