"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia ANTONIO RAYMONDI",,,,,,
"Viviendas particulares (001)",3951,3856,86,7,2,
"Ocupantes presentes (002)",16819,16070,646,72,31,
"Casa independiente",,,,,,
"Viviendas particulares (004)",3914,3819,86,7,2,
"Ocupantes presentes (005)",16664,15915,646,72,31,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",4,4,,,,
"Ocupantes presentes (014)",13,13,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",31,31,,,,
"Ocupantes presentes (017)",133,133,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",1,1,,,,
"Ocupantes presentes (020)",4,4,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",1,1,,,,
"Ocupantes presentes (023)",5,5,,,,
"Otro tipo",,,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",1068,1007,54,5,2,
"Ocupantes presentes (029)",4233,3760,392,50,31,
"Casa independiente",,,,,,
"Viviendas particulares (031)",1062,1001,54,5,2,
"Ocupantes presentes (032)",4211,3738,392,50,31,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",4,4,,,,
"Ocupantes presentes (041)",13,13,,,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",1,1,,,,
"Ocupantes presentes (047)",4,4,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",1,1,,,,
"Ocupantes presentes (050)",5,5,,,,
"Otro tipo",,,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",2883,2849,32,2,,
"Ocupantes presentes (056)",12586,12310,254,22,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",2852,2818,32,2,,
"Ocupantes presentes (059)",12453,12177,254,22,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",31,31,,,,
"Ocupantes presentes (071)",133,133,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Otro tipo",,,,,,
