"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia TALARA",,,,,,,,,
"Hogares (001)",30891,1116,430,251,235,148,87,135,28489
"Ocupantes presentes (002)",127209,4331,1568,842,911,618,410,706,117823
"Casa independiente",,,,,,,,,
"Hogares (004)",30228,1091,421,247,230,140,83,132,27884
"Ocupantes presentes (005)",124972,4239,1542,830,893,578,392,687,115811
"Departamento en edificio",,,,,,,,,
"Hogares (007)",173,15,3,1,1,,,,153
"Ocupantes presentes (008)",503,56,5,3,4,,,,435
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",35,,1,,,1,,,33
"Ocupantes presentes (011)",137,,8,,,5,,,124
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",85,3,1,3,1,2,2,3,70
"Ocupantes presentes (014)",343,16,2,9,1,10,10,19,276
"Choza o cabaña",,,,,,,,,
"Hogares (016)",92,3,,,,,2,,87
"Ocupantes presentes (017)",319,16,,,,,8,,295
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",215,3,1,,3,5,,,203
"Ocupantes presentes (020)",784,3,3,,13,25,,,740
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",53,1,3,,,,,,49
"Ocupantes presentes (023)",129,1,8,,,,,,120
"Otro tipo",,,,,,,,,
"Hogares (025)",10,,,,,,,,10
"Ocupantes presentes (026)",22,,,,,,,,22
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",30295,1107,428,251,234,148,85,135,27907
"Ocupantes presentes (029)",125021,4288,1565,842,907,618,402,706,115693
"Casa independiente",,,,,,,,,
"Hogares (031)",29725,1085,419,247,229,140,83,132,27390
"Ocupantes presentes (032)",123107,4212,1539,830,889,578,392,687,113980
"Departamento en edificio",,,,,,,,,
"Hogares (034)",173,15,3,1,1,,,,153
"Ocupantes presentes (035)",503,56,5,3,4,,,,435
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",35,,1,,,1,,,33
"Ocupantes presentes (038)",137,,8,,,5,,,124
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",85,3,1,3,1,2,2,3,70
"Ocupantes presentes (041)",343,16,2,9,1,10,10,19,276
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",215,3,1,,3,5,,,203
"Ocupantes presentes (047)",784,3,3,,13,25,,,740
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",53,1,3,,,,,,49
"Ocupantes presentes (050)",129,1,8,,,,,,120
"Otro tipo",,,,,,,,,
"Hogares (052)",9,,,,,,,,9
"Ocupantes presentes (053)",18,,,,,,,,18
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",596,9,2,,1,,2,,582
"Ocupantes presentes (056)",2188,43,3,,4,,8,,2130
"Casa independiente",,,,,,,,,
"Hogares (058)",503,6,2,,1,,,,494
"Ocupantes presentes (059)",1865,27,3,,4,,,,1831
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",92,3,,,,,2,,87
"Ocupantes presentes (071)",319,16,,,,,8,,295
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
"Hogares (079)",1,,,,,,,,1
"Ocupantes presentes (080)",4,,,,,,,,4
