"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia REQUENA (000)",21001,2652,2731,10837,396,3798,587
"Conviviente (001)",10425,1114,1336,6063,200,1492,220
"Separado(a) (002)",499,61,55,343,7,9,24
"Casado(a) (003)",4790,834,431,2604,117,703,101
"Viudo(a) (004)",481,22,51,366,12,16,14
"Divorciado(a) (005)",41,5,6,25,2,2,1
"Soltero(a) (006)",4765,616,852,1436,58,1576,227
"Hombres (008)",14728,1623,2265,8546,323,1909,62
"Conviviente (009)",7242,721,1066,4856,169,418,12
"Separado(a) (010)",267,20,44,191,5,6,1
"Casado(a) (011)",3174,530,327,2074,94,143,6
"Viudo(a) (012)",268,7,38,205,6,10,2
"Divorciado(a) (013)",27,4,5,15,2,1,
"Soltero(a) (014)",3750,341,785,1205,47,1331,41
"Mujeres (016)",6273,1029,466,2291,73,1889,525
"Conviviente (017)",3183,393,270,1207,31,1074,208
"Separado(a) (018)",232,41,11,152,2,3,23
"Casado(a) (019)",1616,304,104,530,23,560,95
"Viudo(a) (020)",213,15,13,161,6,6,12
"Divorciado(a) (021)",14,1,1,10,,1,1
"Soltero(a) (022)",1015,275,67,231,11,245,186
,,,,,,,
"URBANA (024)",11818,2266,1766,5635,233,1505,413
"Conviviente (025)",5511,885,862,2960,102,567,135
"Separado(a) (026)",289,54,36,167,6,4,22
"Casado(a) (027)",2940,745,295,1447,81,313,59
"Viudo(a) (028)",246,17,32,168,10,10,9
"Divorciado(a) (029)",21,5,4,9,1,1,1
"Soltero(a) (030)",2811,560,537,884,33,610,187
"Hombres (032)",7894,1364,1503,4055,175,758,39
"Conviviente (033)",3715,558,724,2177,81,168,7
"Separado(a) (034)",126,19,26,73,4,3,1
"Casado(a) (035)",1861,472,229,1035,59,61,5
"Viudo(a) (036)",121,4,24,79,6,7,1
"Divorciado(a) (037)",15,4,3,6,1,1,
"Soltero(a) (038)",2056,307,497,685,24,518,25
"Mujeres (040)",3924,902,263,1580,58,747,374
"Conviviente (041)",1796,327,138,783,21,399,128
"Separado(a) (042)",163,35,10,94,2,1,21
"Casado(a) (043)",1079,273,66,412,22,252,54
"Viudo(a) (044)",125,13,8,89,4,3,8
"Divorciado(a) (045)",6,1,1,3,,,1
"Soltero(a) (046)",755,253,40,199,9,92,162
,,,,,,,
"RURAL (048)",9183,386,965,5202,163,2293,174
"Conviviente (049)",4914,229,474,3103,98,925,85
"Separado(a) (050)",210,7,19,176,1,5,2
"Casado(a) (051)",1850,89,136,1157,36,390,42
"Viudo(a) (052)",235,5,19,198,2,6,5
"Divorciado(a) (053)",20,,2,16,1,1,
"Soltero(a) (054)",1954,56,315,552,25,966,40
"Hombres (056)",6834,259,762,4491,148,1151,23
"Conviviente (057)",3527,163,342,2679,88,250,5
"Separado(a) (058)",141,1,18,118,1,3,
"Casado(a) (059)",1313,58,98,1039,35,82,1
"Viudo(a) (060)",147,3,14,126,,3,1
"Divorciado(a) (061)",12,,2,9,1,,
"Soltero(a) (062)",1694,34,288,520,23,813,16
"Mujeres (064)",2349,127,203,711,15,1142,151
"Conviviente (065)",1387,66,132,424,10,675,80
"Separado(a) (066)",69,6,1,58,,2,2
"Casado(a) (067)",537,31,38,118,1,308,41
"Viudo(a) (068)",88,2,5,72,2,3,4
"Divorciado(a) (069)",8,,,7,,1,
"Soltero(a) (070)",260,22,27,32,2,153,24
