"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia OXAPAMPA (000)",57884,10152,11976,12226,9948,6453,7129
"Católica (001)",34418,5762,6795,7304,6161,3978,4418
"Cristiana/Evangélica (002)",13662,2482,2808,2760,2266,1609,1737
"Otra (003)",4708,887,983,947,774,485,632
"Ninguna (004)",5096,1021,1390,1215,747,381,342
"Hombres (006)",31011,5199,6411,6439,5284,3595,4083
"Católica (007)",18774,2972,3746,3888,3313,2266,2589
"Cristiana/Evangélica (008)",6816,1228,1382,1342,1111,841,912
"Otra (009)",2461,444,502,502,401,256,356
"Ninguna (010)",2960,555,781,707,459,232,226
"Mujeres (012)",26873,4953,5565,5787,4664,2858,3046
"Católica (013)",15644,2790,3049,3416,2848,1712,1829
"Cristiana/Evangélica (014)",6846,1254,1426,1418,1155,768,825
"Otra (015)",2247,443,481,445,373,229,276
"Ninguna (016)",2136,466,609,508,288,149,116
,,,,,,,
"URBANA (018)",23355,3893,4683,4823,4429,2797,2730
"Católica (019)",15925,2576,2980,3302,3154,1989,1924
"Cristiana/Evangélica (020)",4838,865,1030,973,836,577,557
"Otra (021)",1499,246,344,312,271,151,175
"Ninguna (022)",1093,206,329,236,168,80,74
"Hombres (024)",12204,1882,2513,2447,2282,1534,1546
"Católica (025)",8372,1244,1612,1674,1631,1108,1103
"Cristiana/Evangélica (026)",2337,402,509,451,403,291,281
"Otra (027)",796,119,188,167,139,78,105
"Ninguna (028)",699,117,204,155,109,57,57
"Mujeres (030)",11151,2011,2170,2376,2147,1263,1184
"Católica (031)",7553,1332,1368,1628,1523,881,821
"Cristiana/Evangélica (032)",2501,463,521,522,433,286,276
"Otra (033)",703,127,156,145,132,73,70
"Ninguna (034)",394,89,125,81,59,23,17
,,,,,,,
"RURAL (036)",34529,6259,7293,7403,5519,3656,4399
"Católica (037)",18493,3186,3815,4002,3007,1989,2494
"Cristiana/Evangélica (038)",8824,1617,1778,1787,1430,1032,1180
"Otra (039)",3209,641,639,635,503,334,457
"Ninguna (040)",4003,815,1061,979,579,301,268
"Hombres (042)",18807,3317,3898,3992,3002,2061,2537
"Católica (043)",10402,1728,2134,2214,1682,1158,1486
"Cristiana/Evangélica (044)",4479,826,873,891,708,550,631
"Otra (045)",1665,325,314,335,262,178,251
"Ninguna (046)",2261,438,577,552,350,175,169
"Mujeres (048)",15722,2942,3395,3411,2517,1595,1862
"Católica (049)",8091,1458,1681,1788,1325,831,1008
"Cristiana/Evangélica (050)",4345,791,905,896,722,482,549
"Otra (051)",1544,316,325,300,241,156,206
"Ninguna (052)",1742,377,484,427,229,126,99
