"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia ANTA",,,,,,,,,
"Viviendas particulares (001)",13659,4345,3407,608,15,416,4148,480,240
"Ocupantes presentes (002)",54165,17596,13852,2384,73,1575,16190,1626,869
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",13220,4336,3406,550,15,383,3828,463,239
"Ocupantes presentes (005)",52585,17559,13848,2122,73,1476,15075,1570,862
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",3,2,1,,,,,,
"Ocupantes presentes (011)",10,6,4,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",16,5,,,,1,10,,
"Ocupantes presentes (014)",78,29,,,,1,48,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",408,,,58,,32,304,13,1
"Ocupantes presentes (017)",1469,,,262,,98,1058,44,7
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",8,2,,,,,5,1,
"Ocupantes presentes (023)",11,2,,,,,7,2,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",4,,,,,,1,3,
"Ocupantes presentes (026)",12,,,,,,2,10,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",4777,2708,1260,95,3,55,444,164,48
"Ocupantes presentes (029)",18847,10766,4912,355,15,229,1832,593,145
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",4753,2700,1259,95,3,54,433,161,48
"Ocupantes presentes (032)",18747,10730,4908,355,15,228,1783,583,145
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",3,2,1,,,,,,
"Ocupantes presentes (038)",10,6,4,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",16,5,,,,1,10,,
"Ocupantes presentes (041)",78,29,,,,1,48,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",2,1,,,,,1,,
"Ocupantes presentes (050)",2,1,,,,,1,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",3,,,,,,,3,
"Ocupantes presentes (053)",10,,,,,,,10,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",8882,1637,2147,513,12,361,3704,316,192
"Ocupantes presentes (056)",35318,6830,8940,2029,58,1346,14358,1033,724
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",8467,1636,2147,455,12,329,3395,302,191
"Ocupantes presentes (059)",33838,6829,8940,1767,58,1248,13292,987,717
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",408,,,58,,32,304,13,1
"Ocupantes presentes (071)",1469,,,262,,98,1058,44,7
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",6,1,,,,,4,1,
"Ocupantes presentes (077)",9,1,,,,,6,2,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,,,,,,1,,
"Ocupantes presentes (080)",2,,,,,,2,,
