"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia VICTOR FAJARDO (000)",8327,6296,890,544,597
"Empleado (001)",1152,228,294,213,417
"Obrero (002)",1777,1006,314,279,178
"Trabajador independiente (003)",3979,3798,181,,
"Empleador o patrono (004)",82,66,13,3,
"Trabajador familiar no remunerado (005)",1280,1141,88,49,2
"Trabajador del hogar (006)",57,57,,,
"De 06 a 14 años (008)",249,215,20,13,1
"Empleado (009)",2,2,,,
"Obrero (010)",21,15,,5,1
"Trabajador independiente (011)",15,13,2,,
"Trabajador familiar no remunerado (013)",210,184,18,8,
"Trabajador del hogar (014)",1,1,,,
"De 15 a 29 años (016)",1989,1377,240,175,197
"Empleado (017)",325,70,58,50,147
"Obrero (018)",539,276,116,98,49
"Trabajador independiente (019)",708,670,38,,
"Empleador o patrono (020)",17,14,3,,
"Trabajador familiar no remunerado (021)",370,317,25,27,1
"Trabajador del hogar (022)",30,30,,,
"De 30 a 44 años (024)",2715,1858,355,233,269
"Empleado (025)",544,99,158,99,188
"Obrero (026)",662,340,115,126,81
"Trabajador independiente (027)",1198,1135,63,,
"Empleador o patrono (028)",26,22,3,1,
"Trabajador familiar no remunerado (029)",276,253,16,7,
"Trabajador del hogar (030)",9,9,,,
"De 45 a 64 años (032)",2241,1779,223,114,125
"Empleado (033)",270,53,75,63,79
"Obrero (034)",415,258,65,46,46
"Trabajador independiente (035)",1265,1203,62,,
"Empleador o patrono (036)",20,15,3,2,
"Trabajador familiar no remunerado (037)",259,238,18,3,
"Trabajador del hogar (038)",12,12,,,
"De 65 y más años (040)",1133,1067,52,9,5
"Empleado (041)",11,4,3,1,3
"Obrero (042)",140,117,18,4,1
"Trabajador independiente (043)",793,777,16,,
"Empleador o patrono (044)",19,15,4,,
"Trabajador familiar no remunerado (045)",165,149,11,4,1
"Trabajador del hogar (046)",5,5,,,
,,,,,
"URBANA (048)",6511,4738,792,462,519
"Empleado (049)",1037,190,275,206,366
"Obrero (050)",1499,856,257,233,153
"Trabajador independiente (051)",2862,2694,168,,
"Empleador o patrono (052)",72,60,10,2,
"Trabajador familiar no remunerado (053)",986,883,82,21,
"Trabajador del hogar (054)",55,55,,,
"De 06 a 14 años (056)",212,180,20,11,1
"Empleado (057)",2,2,,,
