"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia TOCACHE (000)",53806,8600,12043,11033,10185,6389,5556
"Católica (001)",31944,4839,7195,6660,6178,3885,3187
"Cristiana/Evangélica (002)",14533,2323,2930,2780,2820,1816,1864
"Otra (003)",2109,336,413,443,390,269,258
"Ninguna (004)",5220,1102,1505,1150,797,419,247
"Hombres (006)",30958,4527,7179,6400,5752,3857,3243
"Católica (007)",19082,2616,4414,4005,3610,2441,1996
"Cristiana/Evangélica (008)",7410,1110,1610,1396,1401,944,949
"Otra (009)",1112,160,221,230,211,151,139
"Ninguna (010)",3354,641,934,769,530,321,159
"Mujeres (012)",22848,4073,4864,4633,4433,2532,2313
"Católica (013)",12862,2223,2781,2655,2568,1444,1191
"Cristiana/Evangélica (014)",7123,1213,1320,1384,1419,872,915
"Otra (015)",997,176,192,213,179,118,119
"Ninguna (016)",1866,461,571,381,267,98,88
,,,,,,,
"URBANA (018)",27921,4501,6363,5548,5305,3398,2806
"Católica (019)",17615,2614,4065,3594,3406,2213,1723
"Cristiana/Evangélica (020)",6943,1202,1424,1249,1339,870,859
"Otra (021)",1253,226,235,241,238,165,148
"Ninguna (022)",2110,459,639,464,322,150,76
"Hombres (024)",15371,2288,3709,3077,2807,1945,1545
"Católica (025)",10000,1363,2428,2051,1852,1321,985
"Cristiana/Evangélica (026)",3430,570,771,617,631,412,429
"Otra (027)",634,99,127,109,126,91,82
"Ninguna (028)",1307,256,383,300,198,121,49
"Mujeres (030)",12550,2213,2654,2471,2498,1453,1261
"Católica (031)",7615,1251,1637,1543,1554,892,738
"Cristiana/Evangélica (032)",3513,632,653,632,708,458,430
"Otra (033)",619,127,108,132,112,74,66
"Ninguna (034)",803,203,256,164,124,29,27
,,,,,,,
"RURAL (036)",25885,4099,5680,5485,4880,2991,2750
"Católica (037)",14329,2225,3130,3066,2772,1672,1464
"Cristiana/Evangélica (038)",7590,1121,1506,1531,1481,946,1005
"Otra (039)",856,110,178,202,152,104,110
"Ninguna (040)",3110,643,866,686,475,269,171
"Hombres (042)",15587,2239,3470,3323,2945,1912,1698
"Católica (043)",9082,1253,1986,1954,1758,1120,1011
"Cristiana/Evangélica (044)",3980,540,839,779,770,532,520
"Otra (045)",478,61,94,121,85,60,57
"Ninguna (046)",2047,385,551,469,332,200,110
"Mujeres (048)",10298,1860,2210,2162,1935,1079,1052
"Católica (049)",5247,972,1144,1112,1014,552,453
"Cristiana/Evangélica (050)",3610,581,667,752,711,414,485
"Otra (051)",378,49,84,81,67,44,53
"Ninguna (052)",1063,258,315,217,143,69,61
