"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia COTABAMBAS (000)",986,334,652
"Sin nivel (001)",176,49,127
"Educación inicial (002)",2,,2
"Primaria (003)",484,161,323
"Secundaria (004)",280,110,170
"Superior no univ. incompleta (005)",13,5,8
"Superior no univ. completa (006)",20,6,14
"Superior univ. incompleta (007)",3,,3
"Superior univ. completa (008)",8,3,5
"De 14 a 29 años (010)",371,163,208
"Sin nivel (011)",16,5,11
"Educación inicial (012)",1,,1
"Primaria (013)",164,68,96
"Secundaria (014)",165,80,85
"Superior no univ. incompleta (015)",8,4,4
"Superior no univ. completa (016)",12,3,9
"Superior univ. completa (018)",5,3,2
"De 30 a 44 años (020)",377,133,244
"Sin nivel (021)",67,28,39
"Educación inicial (022)",1,,1
"Primaria (023)",206,77,129
"Secundaria (024)",86,24,62
"Superior no univ. incompleta (025)",5,1,4
"Superior no univ. completa (026)",6,3,3
"Superior univ. incompleta (027)",3,,3
"Superior univ. completa (028)",3,,3
"De 45 a 64 años (030)",197,38,159
"Sin nivel (031)",69,16,53
"Primaria (033)",97,16,81
"Secundaria (034)",29,6,23
"Superior no univ. completa (036)",2,,2
"De 65 y más años (040)",41,,41
"Sin nivel (041)",24,,24
"Primaria (043)",17,,17
,,,
"AREA URBANA (050)",215,65,150
"Sin nivel (051)",23,5,18
"Primaria (053)",71,19,52
"Secundaria (054)",89,30,59
"Superior no univ. incompleta (055)",7,3,4
"Superior no univ. completa (056)",15,5,10
"Superior univ. incompleta (057)",3,,3
"Superior univ. completa (058)",7,3,4
"De 14 a 29 años (060)",87,37,50
"Sin nivel (061)",1,1,
"Primaria (063)",15,6,9
"Secundaria (064)",51,22,29
"Superior no univ. incompleta (065)",6,3,3
"Superior no univ. completa (066)",10,2,8
"Superior univ. completa (068)",4,3,1
"De 30 a 44 años (070)",79,24,55
"Sin nivel (071)",5,2,3
"Primaria (073)",33,12,21
"Secundaria (074)",30,7,23
"Superior no univ. incompleta (075)",1,,1
"Superior no univ. completa (076)",4,3,1
"Superior univ. incompleta (077)",3,,3
"Superior univ. completa (078)",3,,3
"De 45 a 64 años (080)",41,4,37
"Sin nivel (081)",15,2,13
"Primaria (083)",17,1,16
"Secundaria (084)",8,1,7
"Superior no univ. completa (086)",1,,1
"De 65 y más años (090)",8,,8
"Sin nivel (091)",2,,2
"Primaria (093)",6,,6
,,,
"AREA RURAL (100)",771,269,502
"Sin nivel (101)",153,44,109
"Educación inicial (102)",2,,2
"Primaria (103)",413,142,271
"Secundaria (104)",191,80,111
"Superior no univ. incompleta (105)",6,2,4
"Superior no univ. completa (106)",5,1,4
"Superior univ. completa (108)",1,,1
"De 14 a 29 años (110)",284,126,158
"Sin nivel (111)",15,4,11
"Educación inicial (112)",1,,1
"Primaria (113)",149,62,87
"Secundaria (114)",114,58,56
"Superior no univ. incompleta (115)",2,1,1
"Superior no univ. completa (116)",2,1,1
"Superior univ. completa (118)",1,,1
"De 30 a 44 años (120)",298,109,189
"Sin nivel (121)",62,26,36
"Educación inicial (122)",1,,1
"Primaria (123)",173,65,108
"Secundaria (124)",56,17,39
"Superior no univ. incompleta (125)",4,1,3
"Superior no univ. completa (126)",2,,2
"De 45 a 64 años (130)",156,34,122
"Sin nivel (131)",54,14,40
"Primaria (133)",80,15,65
"Secundaria (134)",21,5,16
"Superior no univ. completa (136)",1,,1
"De 65 y más años (140)",33,,33
"Sin nivel (141)",22,,22
"Primaria (143)",11,,11
