"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia AZANGARO (000)",34863,185,800,2315,4202,6946,11884,8531
"De 12 a 14 años (001)",39,,,,,,2,37
"De 15 a 19 años (002)",697,,,,,,412,285
"De 20 a 24 años (003)",3217,,,,,2,1898,1317
"De 25 a 29 años (004)",4006,,,,,132,2620,1254
"De 30 a 34 años (005)",3849,,,,2,549,2432,866
"De 35 a 39 años (006)",3935,,,,21,1026,2202,686
"De 40 a 44 años (007)",3390,,,,150,1281,1431,528
"De 45 a 49 años (008)",3106,,,6,384,1513,742,461
"De 50 y más años (009)",12624,185,800,2309,3645,2443,145,3097
"PEA (010)",13403,25,179,663,1590,2996,4719,3231
"De 12 a 14 años (011)",7,,,,,,,7
"De 15 a 19 años (012)",200,,,,,,114,86
"De 20 a 24 años (013)",1173,,,,,1,663,509
"De 25 a 29 años (014)",1603,,,,,58,991,554
"De 30 a 34 años (015)",1623,,,,,226,1002,395
"De 35 a 39 años (016)",1728,,,,12,452,954,310
"De 40 a 44 años (017)",1539,,,,81,598,611,249
"De 45 a 49 años (018)",1338,,,3,158,660,321,196
"De 50 y más años (019)",4192,25,179,660,1339,1001,63,925
"Ocupada (020)",12887,25,174,653,1572,2927,4525,3011
"De 12 a 14 años (021)",7,,,,,,,7
"De 15 a 19 años (022)",185,,,,,,108,77
"De 20 a 24 años (023)",1054,,,,,1,612,441
"De 25 a 29 años (024)",1465,,,,,54,928,483
"De 30 a 34 años (025)",1551,,,,,216,972,363
"De 35 a 39 años (026)",1669,,,,12,434,928,295
"De 40 a 44 años (027)",1502,,,,77,583,599,243
"De 45 a 49 años (028)",1315,,,3,157,646,317,192
"De 50 y más años (029)",4139,25,174,650,1326,993,61,910
"Desocupada (030)",516,,5,10,18,69,194,220
"De 15 a 19 años (032)",15,,,,,,6,9
"De 20 a 24 años (033)",119,,,,,,51,68
"De 25 a 29 años (034)",138,,,,,4,63,71
"De 30 a 34 años (035)",72,,,,,10,30,32
"De 35 a 39 años (036)",59,,,,,18,26,15
"De 40 a 44 años (037)",37,,,,4,15,12,6
"De 45 a 49 años (038)",23,,,,1,14,4,4
"De 50 y más años (039)",53,,5,10,13,8,2,15
"No PEA (040)",21460,160,621,1652,2612,3950,7165,5300
"De 12 a 14 años (041)",32,,,,,,2,30
"De 15 a 19 años (042)",497,,,,,,298,199
"De 20 a 24 años (043)",2044,,,,,1,1235,808
"De 25 a 29 años (044)",2403,,,,,74,1629,700
"De 30 a 34 años (045)",2226,,,,2,323,1430,471
"De 35 a 39 años (046)",2207,,,,9,574,1248,376
