"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia PALPA (000)",12783,244,3327,3359,2529,2150,1174
"Jefe o Jefa (001)",3552,,3,391,1114,1272,772
"Esposa(o) / compañera(o) (002)",1994,,3,396,775,588,232
"Hijo(a) / hijastro(a) (003)",5110,152,2464,1946,418,125,5
"Yerno / nuera (004)",213,,,134,64,14,1
"Nieto(a) (005)",887,78,621,174,14,,
"Padres / suegros (006)",131,,,,4,29,98
"Otro(a) pariente (007)",725,12,218,255,89,97,54
"Trabajador(a) del hogar (008)",19,,1,8,5,3,2
"Pensionistas (009)",16,,1,4,7,2,2
"Otro(a) no pariente (010)",136,2,16,51,39,20,8
"Hombres (011)",6532,126,1721,1703,1243,1102,637
"Jefe o Jefa (012)",2542,,1,278,821,903,539
"Esposa(o) / compañera(o) (013)",143,,2,30,63,32,16
"Hijo(a) / hijastro(a) (014)",2723,79,1282,1066,224,70,2
"Yerno / nuera (015)",104,,,49,45,9,1
"Nieto(a) (016)",468,42,315,101,10,,
"Padres / suegros (017)",51,,,,2,10,39
"Otro(a) pariente (018)",400,3,109,144,51,62,31
"Trabajador(a) del hogar (019)",9,,,3,4,1,1
"Pensionistas (020)",13,,1,4,4,2,2
"Otro(a) no pariente (021)",79,2,11,28,19,13,6
"Mujeres (022)",6251,118,1606,1656,1286,1048,537
"Jefe o Jefa (023)",1010,,2,113,293,369,233
"Esposa(o) / compañera(o) (024)",1851,,1,366,712,556,216
"Hijo(a) / hijastro(a) (025)",2387,73,1182,880,194,55,3
"Yerno / nuera (026)",109,,,85,19,5,
"Nieto(a) (027)",419,36,306,73,4,,
"Padres / suegros (028)",80,,,,2,19,59
"Otro(a) pariente (029)",325,9,109,111,38,35,23
"Trabajador(a) del hogar (030)",10,,1,5,1,2,1
"Pensionistas (031)",3,,,,3,,
"Otro(a) no pariente (032)",57,,5,23,20,7,2
,,,,,,,
"URBANA (033)",8397,170,2263,2193,1666,1383,722
"Jefe o Jefa (034)",2270,,3,260,720,818,469
"Esposa(o) / compañera(o) (035)",1275,,3,250,503,384,135
"Hijo(a) / hijastro(a) (036)",3380,106,1663,1251,283,72,5
"Yerno / nuera (037)",155,,,91,54,9,1
"Nieto(a) (038)",597,52,425,108,12,,
"Padres / suegros (039)",94,,,,3,20,71
"Otro(a) pariente (040)",501,10,156,183,55,63,34
"Trabajador(a) del hogar (041)",9,,1,4,1,2,1
"Pensionistas (042)",11,,1,4,3,2,1
"Otro(a) no pariente (043)",105,2,11,42,32,13,5
"Hombres (044)",4176,83,1177,1065,792,672,387
"Jefe o Jefa (045)",1534,,1,171,489,550,323
"Esposa(o) / compañera(o) (046)",116,,2,23,54,26,11
"Hijo(a) / hijastro(a) (047)",1777,51,873,658,154,39,2
"Yerno / nuera (048)",80,,,32,40,7,1
"Nieto(a) (049)",309,28,215,57,9,,
"Padres / suegros (050)",34,,,,1,6,27
"Otro(a) pariente (051)",255,2,76,98,26,34,19
"Trabajador(a) del hogar (052)",1,,,,,1,
"Pensionistas (053)",10,,1,4,2,2,1
"Otro(a) no pariente (054)",60,2,9,22,17,7,3
"Mujeres (055)",4221,87,1086,1128,874,711,335
"Jefe o Jefa (056)",736,,2,89,231,268,146
"Esposa(o) / compañera(o) (057)",1159,,1,227,449,358,124
"Hijo(a) / hijastro(a) (058)",1603,55,790,593,129,33,3
"Yerno / nuera (059)",75,,,59,14,2,
"Nieto(a) (060)",288,24,210,51,3,,
"Padres / suegros (061)",60,,,,2,14,44
"Otro(a) pariente (062)",246,8,80,85,29,29,15
"Trabajador(a) del hogar (063)",8,,1,4,1,1,1
"Pensionistas (064)",1,,,,1,,
"Otro(a) no pariente (065)",45,,2,20,15,6,2
,,,,,,,
"RURAL (066)",4386,74,1064,1166,863,767,452
"Jefe o Jefa (067)",1282,,,131,394,454,303
"Esposa(o) / compañera(o) (068)",719,,,146,272,204,97
"Hijo(a) / hijastro(a) (069)",1730,46,801,695,135,53,
"Yerno / nuera (070)",58,,,43,10,5,
"Nieto(a) (071)",290,26,196,66,2,,
"Padres / suegros (072)",37,,,,1,9,27
"Otro(a) pariente (073)",224,2,62,72,34,34,20
"Trabajador(a) del hogar (074)",10,,,4,4,1,1
"Pensionistas (075)",5,,,,4,,1
"Otro(a) no pariente (076)",31,,5,9,7,7,3
"Hombres (077)",2356,43,544,638,451,430,250
"Jefe o Jefa (078)",1008,,,107,332,353,216
"Esposa(o) / compañera(o) (079)",27,,,7,9,6,5
"Hijo(a) / hijastro(a) (080)",946,28,409,408,70,31,
"Yerno / nuera (081)",24,,,17,5,2,
"Nieto(a) (082)",159,14,100,44,1,,
"Padres / suegros (083)",17,,,,1,4,12
"Otro(a) pariente (084)",145,1,33,46,25,28,12
"Trabajador(a) del hogar (085)",8,,,3,4,,1
"Pensionistas (086)",3,,,,2,,1
"Otro(a) no pariente (087)",19,,2,6,2,6,3
"Mujeres (088)",2030,31,520,528,412,337,202
"Jefe o Jefa (089)",274,,,24,62,101,87
"Esposa(o) / compañera(o) (090)",692,,,139,263,198,92
"Hijo(a) / hijastro(a) (091)",784,18,392,287,65,22,
"Yerno / nuera (092)",34,,,26,5,3,
"Nieto(a) (093)",131,12,96,22,1,,
"Padres / suegros (094)",20,,,,,5,15
"Otro(a) pariente (095)",79,1,29,26,9,6,8
"Trabajador(a) del hogar (096)",2,,,1,,1,
"Pensionistas (097)",2,,,,2,,
"Otro(a) no pariente (098)",12,,3,3,5,1,
