"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia SUCRE (000)",4666,4555,1152,457,451,411,731,545,397,411,111,17378
"De 12 a 14 años (001)",507,498,493,3,2,,,,,,9,7
"De 15 a 19 años (002)",499,489,395,73,13,4,4,,,,10,127
"De 20 a 24 años (003)",341,312,68,127,85,24,8,,,,29,404
"De 25 a 29 años (004)",373,354,31,88,123,66,40,6,,,19,735
"De 30 a 34 años (005)",365,354,17,43,79,70,117,23,5,,11,1101
"De 35 a 39 años (006)",356,343,14,26,41,54,133,48,21,6,13,1407
"De 40 a 44 años (007)",372,370,31,15,24,52,94,80,51,23,2,1859
"De 45 a 49 años (008)",280,277,14,22,14,35,66,64,40,22,3,1443
"De 50 y más años (009)",1573,1558,89,60,70,106,269,324,280,360,15,10295
"PEA (010)",1134,1095,165,155,144,128,205,134,87,77,39,4202
"De 12 a 14 años (011)",14,14,14,,,,,,,,,
"De 15 a 19 años (012)",54,51,36,11,3,1,,,,,3,20
"De 20 a 24 años (013)",96,85,33,30,18,3,1,,,,11,79
"De 25 a 29 años (014)",131,121,20,38,37,19,7,,,,10,197
"De 30 a 34 años (015)",144,137,11,24,36,23,37,4,2,,7,361
"De 35 a 39 años (016)",125,123,6,14,20,19,44,16,4,,2,440
"De 40 a 44 años (017)",131,130,10,8,13,24,32,26,12,5,1,579
"De 45 a 49 años (018)",101,100,2,14,4,15,22,26,13,4,1,490
"De 50 y más años (019)",338,334,33,16,13,24,62,62,56,68,4,2036
"Ocupada (020)",1120,1083,161,152,143,128,204,134,85,76,37,4166
"De 12 a 14 años (021)",14,14,14,,,,,,,,,
"De 15 a 19 años (022)",50,48,33,11,3,1,,,,,2,20
"De 20 a 24 años (023)",91,81,32,27,18,3,1,,,,10,76
