"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia SANTA CRUZ (000)",11122,121,3033,3863,2953,1152
"Empleado (001)",1646,4,264,909,449,20
"Obrero (002)",1387,13,490,422,337,125
"Trabajador independiente (003)",5415,26,1156,1856,1614,763
"Empleador o patrono (004)",233,1,48,79,70,35
"Trabajador familiar no remunerado (005)",2228,68,954,551,452,203
"Trabajador del hogar (006)",213,9,121,46,31,6
"Hombres (008)",8870,98,2451,2956,2380,985
"Empleado (009)",932,3,149,482,285,13
"Obrero (010)",1238,12,444,381,300,101
"Trabajador independiente (011)",4845,24,1031,1637,1443,710
"Empleador o patrono (012)",211,1,43,70,65,32
"Trabajador familiar no remunerado (013)",1635,58,777,385,286,129
"Trabajador del hogar (014)",9,,7,1,1,
"Mujeres (016)",2252,23,582,907,573,167
"Empleado (017)",714,1,115,427,164,7
"Obrero (018)",149,1,46,41,37,24
"Trabajador independiente (019)",570,2,125,219,171,53
"Empleador o patrono (020)",22,,5,9,5,3
"Trabajador familiar no remunerado (021)",593,10,177,166,166,74
"Trabajador del hogar (022)",204,9,114,45,30,6
,,,,,,
"URBANA (024)",3066,26,686,1341,811,202
"Empleado (025)",1178,4,180,665,318,11
"Obrero (026)",357,1,120,117,87,32
"Trabajador independiente (027)",1162,3,229,464,338,128
"Empleador o patrono (028)",42,,7,15,15,5
"Trabajador familiar no remunerado (029)",219,14,83,55,43,24
"Trabajador del hogar (030)",108,4,67,25,10,2
"Hombres (032)",2023,13,443,838,570,159
"Empleado (033)",677,3,103,358,207,6
"Obrero (034)",315,,103,107,78,27
"Trabajador independiente (035)",858,1,175,328,250,104
"Empleador o patrono (036)",34,,4,13,13,4
"Trabajador familiar no remunerado (037)",133,9,53,31,22,18
"Trabajador del hogar (038)",6,,5,1,,
"Mujeres (040)",1043,13,243,503,241,43
"Empleado (041)",501,1,77,307,111,5
"Obrero (042)",42,1,17,10,9,5
"Trabajador independiente (043)",304,2,54,136,88,24
"Empleador o patrono (044)",8,,3,2,2,1
"Trabajador familiar no remunerado (045)",86,5,30,24,21,6
"Trabajador del hogar (046)",102,4,62,24,10,2
,,,,,,
"RURAL (048)",8056,95,2347,2522,2142,950
"Empleado (049)",468,,84,244,131,9
"Obrero (050)",1030,12,370,305,250,93
"Trabajador independiente (051)",4253,23,927,1392,1276,635
"Empleador o patrono (052)",191,1,41,64,55,30
"Trabajador familiar no remunerado (053)",2009,54,871,496,409,179
"Trabajador del hogar (054)",105,5,54,21,21,4
"Hombres (056)",6847,85,2008,2118,1810,826
"Empleado (057)",255,,46,124,78,7
"Obrero (058)",923,12,341,274,222,74
"Trabajador independiente (059)",3987,23,856,1309,1193,606
"Empleador o patrono (060)",177,1,39,57,52,28
"Trabajador familiar no remunerado (061)",1502,49,724,354,264,111
"Trabajador del hogar (062)",3,,2,,1,
"Mujeres (064)",1209,10,339,404,332,124
"Empleado (065)",213,,38,120,53,2
"Obrero (066)",107,,29,31,28,19
"Trabajador independiente (067)",266,,71,83,83,29
"Empleador o patrono (068)",14,,2,7,3,2
"Trabajador familiar no remunerado (069)",507,5,147,142,145,68
"Trabajador del hogar (070)",102,5,52,21,20,4
