"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia SANTIAGO DE CHUCO (000)",1037,345,692
"Sin nivel (001)",68,19,49
"Primaria (003)",527,171,356
"Secundaria (004)",272,105,167
"Superior no univ. incompleta (005)",40,10,30
"Superior no univ. completa (006)",90,29,61
"Superior univ. incompleta (007)",16,5,11
"Superior univ. completa (008)",24,6,18
"De 14 a 29 años (010)",573,267,306
"Sin nivel (011)",22,11,11
"Primaria (013)",260,125,135
"Secundaria (014)",185,88,97
"Superior no univ. incompleta (015)",26,10,16
"Superior no univ. completa (016)",58,25,33
"Superior univ. incompleta (017)",10,4,6
"Superior univ. completa (018)",12,4,8
"De 30 a 44 años (020)",304,62,242
"Sin nivel (021)",16,4,12
"Primaria (023)",169,39,130
"Secundaria (024)",68,15,53
"Superior no univ. incompleta (025)",13,,13
"Superior no univ. completa (026)",26,3,23
"Superior univ. incompleta (027)",4,,4
"Superior univ. completa (028)",8,1,7
"De 45 a 64 años (030)",127,16,111
"Sin nivel (031)",17,4,13
"Primaria (033)",79,7,72
"Secundaria (034)",19,2,17
"Superior no univ. incompleta (035)",1,,1
"Superior no univ. completa (036)",5,1,4
"Superior univ. incompleta (037)",2,1,1
"Superior univ. completa (038)",4,1,3
"De 65 y más años (040)",33,,33
"Sin nivel (041)",13,,13
"Primaria (043)",19,,19
"Superior no univ. completa (046)",1,,1
,,,
"AREA URBANA (050)",538,159,379
"Sin nivel (051)",31,11,20
"Primaria (053)",166,42,124
"Secundaria (054)",186,63,123
"Superior no univ. incompleta (055)",36,8,28
"Superior no univ. completa (056)",82,24,58
"Superior univ. incompleta (057)",16,5,11
"Superior univ. completa (058)",21,6,15
"De 14 a 29 años (060)",283,120,163
"Sin nivel (061)",9,6,3
"Primaria (063)",52,24,28
"Secundaria (064)",124,53,71
"Superior no univ. incompleta (065)",24,8,16
"Superior no univ. completa (066)",52,21,31
"Superior univ. incompleta (067)",10,4,6
"Superior univ. completa (068)",12,4,8
"De 30 a 44 años (070)",168,27,141
"Sin nivel (071)",9,2,7
"Primaria (073)",69,14,55
"Secundaria (074)",45,8,37
"Superior no univ. incompleta (075)",11,,11
"Superior no univ. completa (076)",25,2,23
"Superior univ. incompleta (077)",4,,4
"Superior univ. completa (078)",5,1,4
"De 45 a 64 años (080)",69,12,57
"Sin nivel (081)",7,3,4
"Primaria (083)",33,4,29
"Secundaria (084)",17,2,15
"Superior no univ. incompleta (085)",1,,1
"Superior no univ. completa (086)",5,1,4
"Superior univ. incompleta (087)",2,1,1
"Superior univ. completa (088)",4,1,3
"De 65 y más años (090)",18,,18
"Sin nivel (091)",6,,6
"Primaria (093)",12,,12
,,,
"AREA RURAL (100)",499,186,313
"Sin nivel (101)",37,8,29
"Primaria (103)",361,129,232
"Secundaria (104)",86,42,44
"Superior no univ. incompleta (105)",4,2,2
"Superior no univ. completa (106)",8,5,3
"Superior univ. completa (108)",3,,3
"De 14 a 29 años (110)",290,147,143
"Sin nivel (111)",13,5,8
"Primaria (113)",208,101,107
"Secundaria (114)",61,35,26
"Superior no univ. incompleta (115)",2,2,
"Superior no univ. completa (116)",6,4,2
"De 30 a 44 años (120)",136,35,101
"Sin nivel (121)",7,2,5
"Primaria (123)",100,25,75
"Secundaria (124)",23,7,16
"Superior no univ. incompleta (125)",2,,2
"Superior no univ. completa (126)",1,1,
"Superior univ. completa (128)",3,,3
"De 45 a 64 años (130)",58,4,54
"Sin nivel (131)",10,1,9
"Primaria (133)",46,3,43
"Secundaria (134)",2,,2
"De 65 y más años (140)",15,,15
"Sin nivel (141)",7,,7
"Primaria (143)",7,,7
"Superior no univ. completa (146)",1,,1
