"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia PASCO (000)",37383,34195,149,7812,7464,5606,7165,3842,1671,486,3188,115030
"De 12 a 14 años (001)",56,29,1,21,7,,,,,,27,35
"De 15 a 19 años (002)",800,683,12,583,73,7,8,,,,117,782
"De 20 a 24 años (003)",4491,3281,25,2230,837,147,33,9,,,1210,4543
"De 25 a 29 años (004)",5609,4661,25,1954,1730,695,234,20,3,,948,8630
"De 30 a 34 años (005)",4991,4632,16,1144,1640,1051,700,67,9,5,359,11110
"De 35 a 39 años (006)",5015,4817,16,641,1281,1259,1282,283,47,8,198,14807
"De 40 a 44 años (007)",4135,4024,16,359,700,888,1390,511,139,21,111,15192
"De 45 a 49 años (008)",3281,3231,6,242,428,531,1102,642,227,53,50,14175
"De 50 y más años (009)",9005,8837,32,638,768,1028,2416,2310,1246,399,168,45756
"PEA (010)",10927,9564,47,2604,2312,1593,1848,783,291,86,1363,28459
"De 12 a 14 años (011)",3,,,,,,,,,,3,
"De 15 a 19 años (012)",112,94,2,75,15,1,1,,,,18,112
"De 20 a 24 años (013)",1093,670,5,485,146,26,5,3,,,423,898
"De 25 a 29 años (014)",1714,1210,8,637,389,123,44,7,2,,504,2031
"De 30 a 34 años (015)",1619,1423,9,531,483,227,157,11,3,2,196,2962
"De 35 a 39 años (016)",1712,1608,7,345,500,383,304,63,6,,104,4247
"De 40 a 44 años (017)",1540,1488,8,204,364,347,422,114,23,6,52,4782
"De 45 a 49 años (018)",1133,1110,3,135,206,205,342,156,52,11,23,4228
"De 50 y más años (019)",2001,1961,5,192,209,281,573,429,205,67,40,9199
"Ocupada (020)",10344,9174,43,2439,2213,1553,1796,763,284,83,1170,27534
