"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia HUARAL (000)",146630,28996,44645,35117,25930,11942
"Hombres (001)",74135,14794,22647,17435,13202,6057
"Mujeres (002)",72495,14202,21998,17682,12728,5885
"PEA (003)",68443,719,22960,24567,16623,3574
"Hombres (004)",45130,494,15130,15620,11199,2687
"Mujeres (005)",23313,225,7830,8947,5424,887
"Ocupada (006)",65858,679,21628,23860,16208,3483
"Hombres (007)",43411,465,14300,15154,10876,2616
"Mujeres (008)",22447,214,7328,8706,5332,867
"Desocupada (009)",2585,40,1332,707,415,91
"Hombres (010)",1719,29,830,466,323,71
"Mujeres (011)",866,11,502,241,92,20
"No PEA (012)",78187,28277,21685,10550,9307,8368
"Hombres (013)",29005,14300,7517,1815,2003,3370
"Mujeres (014)",49182,13977,14168,8735,7304,4998
,,,,,,
"URBANA (018)",121451,24461,36763,29182,21468,9577
"Hombres (019)",60208,12425,18235,14073,10674,4801
"Mujeres (020)",61243,12036,18528,15109,10794,4776
"PEA (021)",56584,592,18858,20616,13823,2695
"Hombres (022)",36501,401,12169,12858,9089,1984
"Mujeres (023)",20083,191,6689,7758,4734,711
"Ocupada (024)",54274,556,17678,19966,13456,2618
"Hombres (025)",34955,374,11425,12427,8806,1923
"Mujeres (026)",19319,182,6253,7539,4650,695
"Desocupada (027)",2310,36,1180,650,367,77
"Hombres (028)",1546,27,744,431,283,61
"Mujeres (029)",764,9,436,219,84,16
"No PEA (030)",64867,23869,17905,8566,7645,6882
"Hombres (031)",23707,12024,6066,1215,1585,2817
"Mujeres (032)",41160,11845,11839,7351,6060,4065
,,,,,,
"RURAL (036)",25179,4535,7882,5935,4462,2365
"Hombres (037)",13927,2369,4412,3362,2528,1256
"Mujeres (038)",11252,2166,3470,2573,1934,1109
"PEA (039)",11859,127,4102,3951,2800,879
"Hombres (040)",8629,93,2961,2762,2110,703
"Mujeres (041)",3230,34,1141,1189,690,176
"Ocupada (042)",11584,123,3950,3894,2752,865
"Hombres (043)",8456,91,2875,2727,2070,693
"Mujeres (044)",3128,32,1075,1167,682,172
"Desocupada (045)",275,4,152,57,48,14
"Hombres (046)",173,2,86,35,40,10
"Mujeres (047)",102,2,66,22,8,4
"No PEA (048)",13320,4408,3780,1984,1662,1486
"Hombres (049)",5298,2276,1451,600,418,553
"Mujeres (050)",8022,2132,2329,1384,1244,933
