"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia LUCANAS",,,,,,,
"Viviendas particulares (001)",18825,3449,267,262,2640,279,11928
"Ocupantes presentes (002)",64590,13816,1034,859,9420,860,38601
"Casa independiente",,,,,,,
"Viviendas particulares (004)",16662,3373,247,244,2363,200,10235
"Ocupantes presentes (005)",58552,13541,972,801,8449,673,34116
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",7,7,,,,,
"Ocupantes presentes (008)",34,34,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",58,32,10,,,,16
"Ocupantes presentes (011)",192,114,29,,,,49
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",65,30,10,,,,25
"Ocupantes presentes (014)",228,108,33,,,,87
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",1991,1,,14,269,79,1628
"Ocupantes presentes (017)",5469,1,,47,951,187,4283
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",2,1,,,1,,
"Ocupantes presentes (020)",12,3,,,9,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",31,5,,4,7,,15
"Ocupantes presentes (023)",77,15,,11,11,,40
"Otro tipo",,,,,,,
"Viviendas particulares (025)",9,,,,,,9
"Ocupantes presentes (026)",26,,,,,,26
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",10186,3403,253,125,993,124,5288
"Ocupantes presentes (029)",37913,13686,971,462,3594,457,18743
"Casa independiente",,,,,,,
"Viviendas particulares (031)",10036,3329,233,124,989,124,5237
"Ocupantes presentes (032)",37400,13418,909,457,3580,457,18579
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",7,7,,,,,
"Ocupantes presentes (035)",34,34,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",58,32,10,,,,16
"Ocupantes presentes (038)",192,114,29,,,,49
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",65,30,10,,,,25
"Ocupantes presentes (041)",228,108,33,,,,87
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",2,1,,,1,,
"Ocupantes presentes (047)",12,3,,,9,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",16,4,,1,3,,8
"Ocupantes presentes (050)",44,9,,5,5,,25
"Otro tipo",,,,,,,
"Viviendas particulares (052)",2,,,,,,2
"Ocupantes presentes (053)",3,,,,,,3
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",8639,46,14,137,1647,155,6640
"Ocupantes presentes (056)",26677,130,63,397,5826,403,19858
"Casa independiente",,,,,,,
"Viviendas particulares (058)",6626,44,14,120,1374,76,4998
"Ocupantes presentes (059)",21152,123,63,344,4869,216,15537
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",1991,1,,14,269,79,1628
"Ocupantes presentes (071)",5469,1,,47,951,187,4283
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",15,1,,3,4,,7
"Ocupantes presentes (077)",33,6,,6,6,,15
"Otro tipo",,,,,,,
"Viviendas particulares (079)",7,,,,,,7
"Ocupantes presentes (080)",23,,,,,,23
