"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia BOLOGNESI",,,,
"Viviendas particulares (001)",4113,3606,469,38
"Ocupantes presentes (002)",16821,14849,1799,173
"Casa independiente",,,,
"Viviendas particulares (004)",4048,3551,463,34
"Ocupantes presentes (005)",16533,14609,1774,150
"Departamento en edificio",,,,
"Viviendas particulares (007)",3,3,,
"Ocupantes presentes (008)",20,20,,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",23,20,3,
"Ocupantes presentes (011)",97,83,14,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",28,25,3,
"Ocupantes presentes (014)",125,114,11,
"Choza o cabaña",,,,
"Viviendas particulares (016)",2,,,2
"Ocupantes presentes (017)",14,,,14
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",9,7,,2
"Ocupantes presentes (023)",32,23,,9
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",3855,3422,396,37
"Ocupantes presentes (029)",15678,14035,1476,167
"Casa independiente",,,,
"Viviendas particulares (031)",3796,3372,391,33
"Ocupantes presentes (032)",15420,13822,1454,144
"Departamento en edificio",,,,
"Viviendas particulares (034)",2,2,,
"Ocupantes presentes (035)",9,9,,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",22,20,2,
"Ocupantes presentes (038)",94,83,11,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",25,22,3,
"Ocupantes presentes (041)",112,101,11,
"Choza o cabaña",,,,
"Viviendas particulares (043)",2,,,2
"Ocupantes presentes (044)",14,,,14
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",8,6,,2
"Ocupantes presentes (050)",29,20,,9
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",258,184,73,1
"Ocupantes presentes (056)",1143,814,323,6
"Casa independiente",,,,
"Viviendas particulares (058)",252,179,72,1
"Ocupantes presentes (059)",1113,787,320,6
"Departamento en edificio",,,,
"Viviendas particulares (061)",1,1,,
"Ocupantes presentes (062)",11,11,,
"Vivienda en quinta",,,,
"Viviendas particulares (064)",1,,1,
"Ocupantes presentes (065)",3,,3,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",3,3,,
"Ocupantes presentes (068)",13,13,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (076)",1,1,,
"Ocupantes presentes (077)",3,3,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",3456,3021,404,31
"Ocupantes presentes (110)",14358,12705,1510,143
"Casa independiente",,,,
"Viviendas particulares (112)",3393,2966,398,29
"Ocupantes presentes (113)",14084,12465,1485,134
"Departamento en edificio",,,,
"Viviendas particulares (115)",3,3,,
"Ocupantes presentes (116)",20,20,,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",23,20,3,
"Ocupantes presentes (119)",97,83,14,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",28,25,3,
"Ocupantes presentes (122)",125,114,11,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",9,7,,2
"Ocupantes presentes (131)",32,23,,9
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",3255,2873,352,30
"Ocupantes presentes (137)",13471,12046,1288,137
"Casa independiente",,,,
"Viviendas particulares (139)",3198,2823,347,28
"Ocupantes presentes (140)",13227,11833,1266,128
"Departamento en edificio",,,,
"Viviendas particulares (142)",2,2,,
"Ocupantes presentes (143)",9,9,,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",22,20,2,
"Ocupantes presentes (146)",94,83,11,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",25,22,3,
"Ocupantes presentes (149)",112,101,11,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",8,6,,2
"Ocupantes presentes (158)",29,20,,9
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",201,148,52,1
"Ocupantes presentes (164)",887,659,222,6
"Casa independiente",,,,
"Viviendas particulares (166)",195,143,51,1
"Ocupantes presentes (167)",857,632,219,6
"Departamento en edificio",,,,
"Viviendas particulares (169)",1,1,,
"Ocupantes presentes (170)",11,11,,
"Vivienda en quinta",,,,
"Viviendas particulares (172)",1,,1,
"Ocupantes presentes (173)",3,,3,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",3,3,,
"Ocupantes presentes (176)",13,13,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (184)",1,1,,
"Ocupantes presentes (185)",3,3,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",657,585,65,7
"Ocupantes presentes (218)",2463,2144,289,30
"Casa independiente",,,,
"Viviendas particulares (220)",655,585,65,5
"Ocupantes presentes (221)",2449,2144,289,16
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",2,,,2
"Ocupantes presentes (233)",14,,,14
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",600,549,44,7
"Ocupantes presentes (245)",2207,1989,188,30
"Casa independiente",,,,
"Viviendas particulares (247)",598,549,44,5
"Ocupantes presentes (248)",2193,1989,188,16
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",2,,,2
"Ocupantes presentes (260)",14,,,14
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",57,36,21,
"Ocupantes presentes (272)",256,155,101,
"Casa independiente",,,,
"Viviendas particulares (274)",57,36,21,
"Ocupantes presentes (275)",256,155,101,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
