"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia ILO (000)",29128,14518,1467,322,11424,326,17,39,257,758
"Hombres (001)",11185,7270,1045,167,1850,152,10,20,256,415
"Mujeres (002)",17943,7248,422,155,9574,174,7,19,1,343
"De 06 a 14 años (003)",10262,9842,,,246,79,,3,,92
"Hombres (004)",5180,4984,,,121,31,,2,,42
"Mujeres (005)",5082,4858,,,125,48,,1,,50
"De 15 a 29 años (006)",8393,4494,10,60,3303,,5,16,257,248
"Hombres (007)",3248,2218,4,34,603,,2,8,256,123
"Mujeres (008)",5145,2276,6,26,2700,,3,8,1,125
"De 30 a 44 años (009)",4040,144,23,85,3600,,5,7,,176
"Hombres (010)",629,59,12,41,403,,4,2,,108
"Mujeres (011)",3411,85,11,44,3197,,1,5,,68
"De 45 a 64 años (012)",3758,33,371,96,3099,5,6,9,,139
"Hombres (013)",769,6,207,46,412,5,3,6,,84
"Mujeres (014)",2989,27,164,50,2687,,3,3,,55
"De 65 y más años (015)",2675,5,1063,81,1176,242,1,4,,103
"Hombres (016)",1359,3,822,46,311,116,1,2,,58
"Mujeres (017)",1316,2,241,35,865,126,,2,,45
,,,,,,,,,,
"AREA URBANA (018)",28771,14478,1462,322,11385,324,17,39,28,716
"Hombres (019)",10890,7247,1044,167,1842,151,10,20,27,382
"Mujeres (020)",17881,7231,418,155,9543,173,7,19,1,334
"De 06 a 14 años (021)",10228,9814,,,246,78,,3,,87
"Hombres (022)",5160,4969,,,121,31,,2,,37
"Mujeres (023)",5068,4845,,,125,47,,1,,50
"De 15 a 29 años (024)",8099,4482,10,60,3280,,5,16,28,218
"Hombres (025)",2982,2210,4,34,596,,2,8,27,101
"Mujeres (026)",5117,2272,6,26,2684,,3,8,1,117
"De 30 a 44 años (027)",4026,144,23,85,3593,,5,7,,169
"Hombres (028)",623,59,12,41,403,,4,2,,102
"Mujeres (029)",3403,85,11,44,3190,,1,5,,67
"De 45 a 64 años (030)",3750,33,370,96,3092,5,6,9,,139
"Hombres (031)",769,6,207,46,412,5,3,6,,84
"Mujeres (032)",2981,27,163,50,2680,,3,3,,55
"De 65 y más años (033)",2668,5,1059,81,1174,241,1,4,,103
"Hombres (034)",1356,3,821,46,310,115,1,2,,58
"Mujeres (035)",1312,2,238,35,864,126,,2,,45
,,,,,,,,,,
"AREA RURAL (036)",357,40,5,,39,2,,,229,42
"Hombres (037)",295,23,1,,8,1,,,229,33
"Mujeres (038)",62,17,4,,31,1,,,,9
"De 06 a 14 años (039)",34,28,,,,1,,,,5
"Hombres (040)",20,15,,,,,,,,5
"Mujeres (041)",14,13,,,,1,,,,
"De 15 a 29 años (042)",294,12,,,23,,,,229,30
"Hombres (043)",266,8,,,7,,,,229,22
"Mujeres (044)",28,4,,,16,,,,,8
"De 30 a 44 años (045)",14,,,,7,,,,,7
"Hombres (046)",6,,,,,,,,,6
"Mujeres (047)",8,,,,7,,,,,1
"De 45 a 64 años (048)",8,,1,,7,,,,,
"Mujeres (050)",8,,1,,7,,,,,
"De 65 y más años (051)",7,,4,,2,1,,,,
"Hombres (052)",3,,1,,1,1,,,,
"Mujeres (053)",4,,3,,1,,,,,
