"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia CHURCAMPA (000)",23566,22920,646
"Hombres (001)",11409,11144,265
"Mujeres (002)",12157,11776,381
"De 18 a 29 años (003)",7241,6930,311
"Hombres (004)",3592,3424,168
"Mujeres (005)",3649,3506,143
"De 30 a 44 años (006)",7298,7229,69
"Hombres (007)",3582,3559,23
"Mujeres (008)",3716,3670,46
"De 45 a 64 años (009)",6104,6037,67
"Hombres (010)",2962,2935,27
"Mujeres (011)",3142,3102,40
"De 65 y más años (012)",2923,2724,199
"Hombres (013)",1273,1226,47
"Mujeres (014)",1650,1498,152
,,,
"URBANA (015)",6139,6029,110
"Hombres (016)",3218,3175,43
"Mujeres (017)",2921,2854,67
"De 18 a 29 años (018)",1810,1752,58
"Hombres (019)",961,930,31
"Mujeres (020)",849,822,27
"De 30 a 44 años (021)",2115,2098,17
"Hombres (022)",1130,1125,5
"Mujeres (023)",985,973,12
"De 45 a 64 años (024)",1584,1571,13
"Hombres (025)",853,847,6
"Mujeres (026)",731,724,7
"De 65 y más años (027)",630,608,22
"Hombres (028)",274,273,1
"Mujeres (029)",356,335,21
,,,
"RURAL (030)",17427,16891,536
"Hombres (031)",8191,7969,222
"Mujeres (032)",9236,8922,314
"De 18 a 29 años (033)",5431,5178,253
"Hombres (034)",2631,2494,137
"Mujeres (035)",2800,2684,116
"De 30 a 44 años (036)",5183,5131,52
"Hombres (037)",2452,2434,18
"Mujeres (038)",2731,2697,34
"De 45 a 64 años (039)",4520,4466,54
"Hombres (040)",2109,2088,21
"Mujeres (041)",2411,2378,33
"De 65 y más años (042)",2293,2116,177
"Hombres (043)",999,953,46
"Mujeres (044)",1294,1163,131
