"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia HUAURA",,,
"Viviendas particulares (001)",33767,31062,2705
"Ocupantes presentes (002)",145495,133871,11624
"Casa independiente",,,
"Viviendas particulares (004)",30721,28128,2593
"Ocupantes presentes (005)",134463,123262,11201
"Departamento en edificio",,,
"Viviendas particulares (007)",1102,1085,17
"Ocupantes presentes (008)",3742,3688,54
"Vivienda en quinta",,,
"Viviendas particulares (010)",1002,984,18
"Ocupantes presentes (011)",3749,3691,58
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",664,648,16
"Ocupantes presentes (014)",2486,2427,59
"Choza o cabaña",,,
"Viviendas particulares (016)",6,5,1
"Ocupantes presentes (017)",12,8,4
"Vivienda improvisada",,,
"Viviendas particulares (019)",202,145,57
"Ocupantes presentes (020)",837,603,234
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",70,67,3
"Ocupantes presentes (023)",206,192,14
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",32417,30007,2410
"Ocupantes presentes (029)",140413,129998,10415
"Casa independiente",,,
"Viviendas particulares (031)",29377,27078,2299
"Ocupantes presentes (032)",129393,119397,9996
"Departamento en edificio",,,
"Viviendas particulares (034)",1102,1085,17
"Ocupantes presentes (035)",3742,3688,54
"Vivienda en quinta",,,
"Viviendas particulares (037)",1002,984,18
"Ocupantes presentes (038)",3749,3691,58
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",664,648,16
"Ocupantes presentes (041)",2486,2427,59
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",202,145,57
"Ocupantes presentes (047)",837,603,234
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",70,67,3
"Ocupantes presentes (050)",206,192,14
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",1350,1055,295
"Ocupantes presentes (056)",5082,3873,1209
"Casa independiente",,,
"Viviendas particulares (058)",1344,1050,294
"Ocupantes presentes (059)",5070,3865,1205
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",6,5,1
"Ocupantes presentes (071)",12,8,4
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Otro tipo",,,
