"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CALCA (000)",21690,3049,50,8534,6971,688,1072,423,903
"Empleado (001)",2372,28,1,192,678,177,597,131,568
"Obrero (002)",2159,176,4,822,983,58,66,25,25
"Trabajador independiente (003)",12153,1894,21,5251,3791,371,348,223,254
"Empleador o patrono (004)",703,91,2,340,197,16,20,11,26
"Trabajador familiar no remunerado (005)",4011,824,19,1806,1206,59,39,31,27
"Trabajador del hogar (006)",292,36,3,123,116,7,2,2,3
"Hombres (008)",15041,1690,32,6300,5146,454,601,301,517
"Empleado (009)",1362,13,1,101,464,103,289,89,302
"Obrero (010)",1913,109,2,720,920,52,63,25,22
"Trabajador independiente (011)",9077,1294,19,4188,2781,254,218,162,161
"Empleador o patrono (012)",558,61,2,289,160,9,12,8,17
"Trabajador familiar no remunerado (013)",2072,208,7,975,798,34,19,17,14
"Trabajador del hogar (014)",59,5,1,27,23,2,,,1
"Mujeres (016)",6649,1359,18,2234,1825,234,471,122,386
"Empleado (017)",1010,15,,91,214,74,308,42,266
"Obrero (018)",246,67,2,102,63,6,3,,3
"Trabajador independiente (019)",3076,600,2,1063,1010,117,130,61,93
"Empleador o patrono (020)",145,30,,51,37,7,8,3,9
"Trabajador familiar no remunerado (021)",1939,616,12,831,408,25,20,14,13
"Trabajador del hogar (022)",233,31,2,96,93,5,2,2,2
,,,,,,,,,
"URBANA (024)",8795,394,10,2250,3624,526,861,356,774
"Empleado (025)",1918,18,,132,542,144,484,116,482
"Obrero (026)",1029,36,,311,552,40,50,19,21
"Trabajador independiente (027)",4707,267,4,1379,2067,295,283,189,223
"Empleador o patrono (028)",178,5,2,43,69,11,18,6,24
"Trabajador familiar no remunerado (029)",745,50,2,288,306,29,25,24,21
"Trabajador del hogar (030)",218,18,2,97,88,7,1,2,3
"Hombres (032)",5361,128,5,1311,2436,331,468,243,439
"Empleado (033)",1090,5,,67,369,83,231,79,256
"Obrero (034)",912,18,,265,508,34,48,19,20
"Trabajador independiente (035)",2856,91,3,801,1329,193,171,130,138
"Empleador o patrono (036)",110,1,2,26,47,5,11,3,15
"Trabajador familiar no remunerado (037)",353,12,,132,167,14,7,12,9
"Trabajador del hogar (038)",40,1,,20,16,2,,,1
"Mujeres (040)",3434,266,5,939,1188,195,393,113,335
"Empleado (041)",828,13,,65,173,61,253,37,226
"Obrero (042)",117,18,,46,44,6,2,,1
"Trabajador independiente (043)",1851,176,1,578,738,102,112,59,85
"Empleador o patrono (044)",68,4,,17,22,6,7,3,9
"Trabajador familiar no remunerado (045)",392,38,2,156,139,15,18,12,12
"Trabajador del hogar (046)",178,17,2,77,72,5,1,2,2
,,,,,,,,,
"RURAL (048)",12895,2655,40,6284,3347,162,211,67,129
"Empleado (049)",454,10,1,60,136,33,113,15,86
"Obrero (050)",1130,140,4,511,431,18,16,6,4
"Trabajador independiente (051)",7446,1627,17,3872,1724,76,65,34,31
"Empleador o patrono (052)",525,86,,297,128,5,2,5,2
"Trabajador familiar no remunerado (053)",3266,774,17,1518,900,30,14,7,6
"Trabajador del hogar (054)",74,18,1,26,28,,1,,
"Hombres (056)",9680,1562,27,4989,2710,123,133,58,78
"Empleado (057)",272,8,1,34,95,20,58,10,46
"Obrero (058)",1001,91,2,455,412,18,15,6,2
"Trabajador independiente (059)",6221,1203,16,3387,1452,61,47,32,23
"Empleador o patrono (060)",448,60,,263,113,4,1,5,2
"Trabajador familiar no remunerado (061)",1719,196,7,843,631,20,12,5,5
"Trabajador del hogar (062)",19,4,1,7,7,,,,
"Mujeres (064)",3215,1093,13,1295,637,39,78,9,51
"Empleado (065)",182,2,,26,41,13,55,5,40
"Obrero (066)",129,49,2,56,19,,1,,2
"Trabajador independiente (067)",1225,424,1,485,272,15,18,2,8
"Empleador o patrono (068)",77,26,,34,15,1,1,,
"Trabajador familiar no remunerado (069)",1547,578,10,675,269,10,2,2,1
"Trabajador del hogar (070)",55,14,,19,21,,1,,
