"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia OYON (000)",7525,1587,2826,2463,85,487,77
"Conviviente (001)",2384,419,902,899,22,125,17
"Separado(a) (002)",203,36,64,93,3,5,2
"Casado(a) (003)",2791,582,1156,868,38,139,8
"Viudo(a) (004)",257,22,36,178,3,15,3
"Divorciado(a) (005)",33,7,9,17,,,
"Soltero(a) (006)",1857,521,659,408,19,203,47
"Hombres (008)",5595,1062,2545,1694,66,221,7
"Conviviente (009)",1812,283,789,681,19,36,4
"Separado(a) (010)",91,15,42,32,1,1,
"Casado(a) (011)",2252,456,1089,629,27,51,
"Viudo(a) (012)",111,15,21,70,2,3,
"Divorciado(a) (013)",22,5,7,10,,,
"Soltero(a) (014)",1307,288,597,272,17,130,3
"Mujeres (016)",1930,525,281,769,19,266,70
"Conviviente (017)",572,136,113,218,3,89,13
"Separado(a) (018)",112,21,22,61,2,4,2
"Casado(a) (019)",539,126,67,239,11,88,8
"Viudo(a) (020)",146,7,15,108,1,12,3
"Divorciado(a) (021)",11,2,2,7,,,
"Soltero(a) (022)",550,233,62,136,2,73,44
,,,,,,,
"URBANA (024)",4159,954,1315,1585,45,203,57
"Conviviente (025)",1274,278,399,533,11,42,11
"Separado(a) (026)",123,24,29,65,2,1,2
"Casado(a) (027)",1602,327,588,600,18,63,6
"Viudo(a) (028)",153,15,19,108,3,6,2
"Divorciado(a) (029)",16,3,4,9,,,
"Soltero(a) (030)",991,307,276,270,11,91,36
"Hombres (032)",2878,547,1188,1022,31,86,4
"Conviviente (033)",925,164,358,381,9,11,2
"Separado(a) (034)",41,6,17,18,,,
"Casado(a) (035)",1206,222,547,410,11,16,
"Viudo(a) (036)",58,8,8,39,2,1,
"Divorciado(a) (037)",10,2,4,4,,,
"Soltero(a) (038)",638,145,254,170,9,58,2
"Mujeres (040)",1281,407,127,563,14,117,53
"Conviviente (041)",349,114,41,152,2,31,9
"Separado(a) (042)",82,18,12,47,2,1,2
"Casado(a) (043)",396,105,41,190,7,47,6
"Viudo(a) (044)",95,7,11,69,1,5,2
"Divorciado(a) (045)",6,1,,5,,,
"Soltero(a) (046)",353,162,22,100,2,33,34
,,,,,,,
"RURAL (048)",3366,633,1511,878,40,284,20
"Conviviente (049)",1110,141,503,366,11,83,6
"Separado(a) (050)",80,12,35,28,1,4,
"Casado(a) (051)",1189,255,568,268,20,76,2
"Viudo(a) (052)",104,7,17,70,,9,1
"Divorciado(a) (053)",17,4,5,8,,,
"Soltero(a) (054)",866,214,383,138,8,112,11
"Hombres (056)",2717,515,1357,672,35,135,3
"Conviviente (057)",887,119,431,300,10,25,2
"Separado(a) (058)",50,9,25,14,1,1,
"Casado(a) (059)",1046,234,542,219,16,35,
"Viudo(a) (060)",53,7,13,31,,2,
"Divorciado(a) (061)",12,3,3,6,,,
"Soltero(a) (062)",669,143,343,102,8,72,1
"Mujeres (064)",649,118,154,206,5,149,17
"Conviviente (065)",223,22,72,66,1,58,4
"Separado(a) (066)",30,3,10,14,,3,
"Casado(a) (067)",143,21,26,49,4,41,2
"Viudo(a) (068)",51,,4,39,,7,1
"Divorciado(a) (069)",5,1,2,2,,,
"Soltero(a) (070)",197,71,40,36,,40,10
