"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia LEONCIO PRADO (000)",2364,110,1175,654,337,88
"Sin nivel (001)",163,26,28,43,40,26
"Educación inicial (002)",7,2,4,1,,
"Primaria (003)",746,59,252,226,159,50
"Secundaria (004)",937,23,575,241,88,10
"Superior no univ. incompleta (005)",97,,62,27,8,
"Superior no univ. completa (006)",108,,74,27,6,1
"Superior univ. incompleta (007)",123,,86,31,5,1
"Superior univ. completa (008)",183,,94,58,31,
"Hombres (010)",1685,75,772,498,270,70
"Sin nivel (011)",106,17,22,25,26,16
"Educación inicial (012)",3,,3,,,
"Primaria (013)",593,43,185,195,126,44
"Secundaria (014)",699,15,408,194,74,8
"Superior no univ. incompleta (015)",59,,32,19,8,
"Superior no univ. completa (016)",54,,33,16,4,1
"Superior univ. incompleta (017)",76,,51,19,5,1
"Superior univ. completa (018)",95,,38,30,27,
"Mujeres (020)",679,35,403,156,67,18
"Sin nivel (021)",57,9,6,18,14,10
"Educación inicial (022)",4,2,1,1,,
"Primaria (023)",153,16,67,31,33,6
"Secundaria (024)",238,8,167,47,14,2
"Superior no univ. incompleta (025)",38,,30,8,,
"Superior no univ. completa (026)",54,,41,11,2,
"Superior univ. incompleta (027)",47,,35,12,,
"Superior univ. completa (028)",88,,56,28,4,
,,,,,,
"Area Urbana (030)",1500,31,781,424,217,47
"Sin nivel (031)",35,1,4,10,12,8
"Educación inicial (032)",3,1,1,1,,
"Primaria (033)",311,17,71,105,88,30
"Secundaria (034)",680,12,413,175,72,8
"Superior no univ. incompleta (035)",88,,58,25,5,
"Superior no univ. completa (036)",94,,63,25,6,
"Superior univ. incompleta (037)",114,,80,29,4,1
"Superior univ. completa (038)",175,,91,54,30,
"Hombres (040)",969,20,455,292,165,37
"Sin nivel (041)",20,1,2,4,7,6
"Primaria (043)",226,13,43,85,61,24
"Secundaria (044)",465,6,267,128,58,6
"Superior no univ. incompleta (045)",53,,31,17,5,
"Superior no univ. completa (046)",47,,29,14,4,
"Superior univ. incompleta (047)",68,,46,17,4,1
"Superior univ. completa (048)",90,,37,27,26,
"Mujeres (050)",531,11,326,132,52,10
"Sin nivel (051)",15,,2,6,5,2
"Educación inicial (052)",3,1,1,1,,
"Primaria (053)",85,4,28,20,27,6
"Secundaria (054)",215,6,146,47,14,2
"Superior no univ. incompleta (055)",35,,27,8,,
"Superior no univ. completa (056)",47,,34,11,2,
"Superior univ. incompleta (057)",46,,34,12,,
"Superior univ. completa (058)",85,,54,27,4,
,,,,,,
"Area Rural (060)",864,79,394,230,120,41
"Sin nivel (061)",128,25,24,33,28,18
"Educación inicial (062)",4,1,3,,,
"Primaria (063)",435,42,181,121,71,20
"Secundaria (064)",257,11,162,66,16,2
"Superior no univ. incompleta (065)",9,,4,2,3,
"Superior no univ. completa (066)",14,,11,2,,1
"Superior univ. incompleta (067)",9,,6,2,1,
"Superior univ. completa (068)",8,,3,4,1,
"Hombres (070)",716,55,317,206,105,33
"Sin nivel (071)",86,16,20,21,19,10
"Educación inicial (072)",3,,3,,,
"Primaria (073)",367,30,142,110,65,20
"Secundaria (074)",234,9,141,66,16,2
"Superior no univ. incompleta (075)",6,,1,2,3,
"Superior no univ. completa (076)",7,,4,2,,1
"Superior univ. incompleta (077)",8,,5,2,1,
"Superior univ. completa (078)",5,,1,3,1,
"Mujeres (080)",148,24,77,24,15,8
"Sin nivel (081)",42,9,4,12,9,8
"Educación inicial (082)",1,1,,,,
"Primaria (083)",68,12,39,11,6,
"Secundaria (084)",23,2,21,,,
"Superior no univ. incompleta (085)",3,,3,,,
"Superior no univ. completa (086)",7,,7,,,
"Superior univ. incompleta (087)",1,,1,,,
"Superior univ. completa (088)",3,,2,1,,
