"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia ESPINAR",,,,,,,,,
"Viviendas particulares (001)",16076,3083,4564,3501,2479,1080,623,267,479
"Ocupantes presentes (002)",60806,9533,16664,13858,10127,4458,2838,1157,2171
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",13662,2292,3817,3001,2198,988,622,266,478
"Ocupantes presentes (005)",52537,7278,14089,11948,9011,4067,2832,1147,2165
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",10,5,3,,,1,,,1
"Ocupantes presentes (008)",40,9,13,,,12,,,6
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",15,3,2,4,2,2,1,1,
"Ocupantes presentes (011)",105,15,9,36,13,16,6,10,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",33,3,8,6,10,6,,,
"Ocupantes presentes (014)",109,5,25,33,30,16,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",2323,764,725,487,264,83,,,
"Ocupantes presentes (017)",7920,2177,2503,1830,1063,347,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",3,2,,1,,,,,
"Ocupantes presentes (020)",4,2,,2,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",27,11,9,2,5,,,,
"Ocupantes presentes (023)",81,37,25,9,10,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",3,3,,,,,,,
"Ocupantes presentes (026)",10,10,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",6764,759,1534,1381,1313,655,491,211,420
"Ocupantes presentes (029)",26878,2432,5757,5397,5374,2742,2287,940,1949
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",6683,738,1514,1369,1297,646,490,210,419
"Ocupantes presentes (032)",26570,2377,5693,5323,5325,2698,2281,930,1943
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",10,5,3,,,1,,,1
"Ocupantes presentes (035)",40,9,13,,,12,,,6
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",15,3,2,4,2,2,1,1,
"Ocupantes presentes (038)",105,15,9,36,13,16,6,10,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",33,3,8,6,10,6,,,
"Ocupantes presentes (041)",109,5,25,33,30,16,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",3,2,,1,,,,,
"Ocupantes presentes (047)",4,2,,2,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",18,6,7,1,4,,,,
"Ocupantes presentes (050)",45,19,17,3,6,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",2,2,,,,,,,
"Ocupantes presentes (053)",5,5,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",9312,2324,3030,2120,1166,425,132,56,59
"Ocupantes presentes (056)",33928,7101,10907,8461,4753,1716,551,217,222
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",6979,1554,2303,1632,901,342,132,56,59
"Ocupantes presentes (059)",25967,4901,8396,6625,3686,1369,551,217,222
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",2323,764,725,487,264,83,,,
"Ocupantes presentes (071)",7920,2177,2503,1830,1063,347,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",9,5,2,1,1,,,,
"Ocupantes presentes (077)",36,18,8,6,4,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,1,,,,,,,
"Ocupantes presentes (080)",5,5,,,,,,,
