"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia PIURA",,,,,,
"Viviendas particulares (001)",144522,137841,5568,966,124,23
"Ocupantes presentes (002)",661787,602508,45720,11214,1926,419
"Casa independiente",,,,,,
"Viviendas particulares (004)",137562,131024,5464,939,114,21
"Ocupantes presentes (005)",636756,578789,44908,10894,1781,384
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",2445,2380,49,11,3,2
"Ocupantes presentes (008)",8660,8095,357,128,45,35
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",364,341,13,7,3,
"Ocupantes presentes (011)",1325,1095,106,85,39,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",259,246,9,2,2,
"Ocupantes presentes (014)",1064,927,77,26,34,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",931,911,15,4,1,
"Ocupantes presentes (017)",4128,3954,122,42,10,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",2824,2804,17,2,1,
"Ocupantes presentes (020)",9507,9320,143,27,17,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",112,110,1,1,,
"Ocupantes presentes (023)",274,255,7,12,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",25,25,,,,
"Ocupantes presentes (026)",73,73,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",124264,118030,5185,907,120,22
"Ocupantes presentes (029)",569042,513634,42595,10540,1875,398
"Casa independiente",,,,,,
"Viviendas particulares (031)",118242,112131,5096,884,111,20
"Ocupantes presentes (032)",548157,493887,41905,10262,1740,363
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",2445,2380,49,11,3,2
"Ocupantes presentes (035)",8660,8095,357,128,45,35
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",364,341,13,7,3,
"Ocupantes presentes (038)",1325,1095,106,85,39,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",259,246,9,2,2,
"Ocupantes presentes (041)",1064,927,77,26,34,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",2824,2804,17,2,1,
"Ocupantes presentes (047)",9507,9320,143,27,17,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",107,105,1,1,,
"Ocupantes presentes (050)",258,239,7,12,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",23,23,,,,
"Ocupantes presentes (053)",71,71,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",20258,19811,383,59,4,1
"Ocupantes presentes (056)",92745,88874,3125,674,51,21
"Casa independiente",,,,,,
"Viviendas particulares (058)",19320,18893,368,55,3,1
"Ocupantes presentes (059)",88599,84902,3003,632,41,21
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",931,911,15,4,1,
"Ocupantes presentes (071)",4128,3954,122,42,10,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",5,5,,,,
"Ocupantes presentes (077)",16,16,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",2,2,,,,
"Ocupantes presentes (080)",2,2,,,,
