"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia CARLOS FERMIN FITZCARRALD (000)",10457,8253,2204
"De 3 a 5 años (001)",1560,102,1458
"De 6 a 11 años (002)",3436,2831,605
"De 12 a 16 años (003)",2792,2758,34
"De 17 a 24 años (004)",2669,2562,107
"Hombres (005)",5181,4104,1077
"De 3 a 5 años (006)",759,55,704
"De 6 a 11 años (007)",1726,1397,329
"De 12 a 16 años (008)",1409,1392,17
"De 17 a 24 años (009)",1287,1260,27
"Mujeres (010)",5276,4149,1127
"De 3 a 5 años (011)",801,47,754
"De 6 a 11 años (012)",1710,1434,276
"De 12 a 16 años (013)",1383,1366,17
"De 17 a 24 años (014)",1382,1302,80
,,,
"URBANA (015)",1499,1264,235
"De 3 a 5 años (016)",219,26,193
"De 6 a 11 años (017)",463,427,36
"De 12 a 16 años (018)",379,378,1
"De 17 a 24 años (019)",438,433,5
"Hombres (020)",731,615,116
"De 3 a 5 años (021)",116,16,100
"De 6 a 11 años (022)",222,206,16
"De 12 a 16 años (023)",201,201,
"De 17 a 24 años (024)",192,192,
"Mujeres (025)",768,649,119
"De 3 a 5 años (026)",103,10,93
"De 6 a 11 años (027)",241,221,20
"De 12 a 16 años (028)",178,177,1
"De 17 a 24 años (029)",246,241,5
,,,
"RURAL (030)",8958,6989,1969
"De 3 a 5 años (031)",1341,76,1265
"De 6 a 11 años (032)",2973,2404,569
"De 12 a 16 años (033)",2413,2380,33
"De 17 a 24 años (034)",2231,2129,102
"Hombres (035)",4450,3489,961
"De 3 a 5 años (036)",643,39,604
"De 6 a 11 años (037)",1504,1191,313
"De 12 a 16 años (038)",1208,1191,17
"De 17 a 24 años (039)",1095,1068,27
"Mujeres (040)",4508,3500,1008
"De 3 a 5 años (041)",698,37,661
"De 6 a 11 años (042)",1469,1213,256
"De 12 a 16 años (043)",1205,1189,16
"De 17 a 24 años (044)",1136,1061,75
