"CUADRO Nº 5: POBLACIÓN EN VIVIENDAS COLECTIVAS Y OTRO TIPO, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia JAUJA (000)",545,498,47
"Vivienda colectiva",,,
"Hotel,hostal, hospedaje (002)",40,40,
"Casa pensión (003)",2,2,
"Hospital, clinica (004)",46,46,
"Aldea infantil, orfelinato, etc (007)",21,21,
"Otro (008)",277,232,45
"Otro tipo",,,
"En la calle, personas sin vivienda, garita, puerto (010)",159,157,2
