"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia LORETO (000)",1266,587,679
"De 14 a 29 años (001)",731,429,302
"De 30 a 44 años (002)",346,121,225
"De 45 a 64 años (003)",165,37,128
"De 65 y más años (004)",24,,24
"Hombres (005)",1028,468,560
"De 14 a 29 años (006)",561,330,231
"De 30 a 44 años (007)",311,109,202
"De 45 a 64 años (008)",136,29,107
"De 65 y más años (009)",20,,20
"Mujeres (010)",238,119,119
"De 14 a 29 años (011)",170,99,71
"De 30 a 44 años (012)",35,12,23
"De 45 a 64 años (013)",29,8,21
"De 65 y más años (014)",4,,4
,,,
"AREA URBANA (015)",516,160,356
"De 14 a 29 años (016)",292,125,167
"De 30 a 44 años (017)",142,27,115
"De 45 a 64 años (018)",69,8,61
"De 65 y más años (019)",13,,13
"Hombres (020)",398,109,289
"De 14 a 29 años (021)",210,87,123
"De 30 a 44 años (022)",118,19,99
"De 45 a 64 años (023)",59,3,56
"De 65 y más años (024)",11,,11
"Mujeres (025)",118,51,67
"De 14 a 29 años (026)",82,38,44
"De 30 a 44 años (027)",24,8,16
"De 45 a 64 años (028)",10,5,5
"De 65 y más años (029)",2,,2
,,,
"AREA RURAL (030)",750,427,323
"De 14 a 29 años (031)",439,304,135
"De 30 a 44 años (032)",204,94,110
"De 45 a 64 años (033)",96,29,67
"De 65 y más años (034)",11,,11
"Hombres (035)",630,359,271
"De 14 a 29 años (036)",351,243,108
"De 30 a 44 años (037)",193,90,103
"De 45 a 64 años (038)",77,26,51
"De 65 y más años (039)",9,,9
"Mujeres (040)",120,68,52
"De 14 a 29 años (041)",88,61,27
"De 30 a 44 años (042)",11,4,7
"De 45 a 64 años (043)",19,3,16
"De 65 y más años (044)",2,,2
