"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUANCAVELICA (000)",131541,24068,3832,52257,35011,2796,4680,3703,5194
"Jefe o Jefa (001)",34145,6579,21,12587,8857,841,2075,848,2337
"Esposa(o)/ compa¤era(o) (002)",20660,5937,27,8305,3749,303,1098,288,953
"Hijo(a)/ hijastro(a) (003)",63011,8731,3194,26556,18709,1284,1068,2060,1409
"Yerno/ nuera (004)",1389,31,2,366,622,63,113,60,132
"Nieto(a) (005)",4937,1188,443,2237,918,40,23,59,29
"Padres/ suegros (006)",1180,882,,237,45,2,4,1,9
"Otro(a) pariente (007)",5189,629,135,1770,1757,201,216,276,205
"Trabajador(a) del hogar (008)",69,9,,22,34,4,,,
"Pensionista (009)",20,1,,1,5,3,1,6,3
"Otro(a) no pariente (010)",941,81,10,176,315,55,82,105,117
"Hombres (012)",63638,8176,1893,25082,19849,1524,2279,2016,2819
"Jefe o Jefa (013)",23898,2654,12,9560,7211,620,1499,581,1761
"Esposa(o)/ compa¤era(o) (014)",1267,105,,421,450,44,75,52,120
"Hijo(a)/ hijastro(a) (015)",31960,4289,1598,12884,10261,662,485,1111,670
"Yerno/ nuera (016)",540,7,,103,230,37,61,35,67
"Nieto(a) (017)",2472,592,203,1091,505,20,13,30,18
"Padres/ suegros (018)",387,234,,123,23,2,2,1,2
"Otro(a) pariente (019)",2588,262,76,817,970,104,102,145,112
"Trabajador(a) del hogar (020)",11,2,,2,7,,,,
"Pensionista (021)",8,1,,,1,1,1,2,2
"Otro(a) no pariente (022)",507,30,4,81,191,34,41,59,67
"Mujeres (024)",67903,15892,1939,27175,15162,1272,2401,1687,2375
"Jefe o Jefa (025)",10247,3925,9,3027,1646,221,576,267,576
"Esposa(o)/ compa¤era(o) (026)",19393,5832,27,7884,3299,259,1023,236,833
"Hijo(a)/ hijastro(a) (027)",31051,4442,1596,13672,8448,622,583,949,739
"Yerno/ nuera (028)",849,24,2,263,392,26,52,25,65
"Nieto(a) (029)",2465,596,240,1146,413,20,10,29,11
"Padres/ suegros (030)",793,648,,114,22,,2,,7
"Otro(a) pariente (031)",2601,367,59,953,787,97,114,131,93
"Trabajador(a) del hogar (032)",58,7,,20,27,4,,,
"Pensionista (033)",12,,,1,4,2,,4,1
"Otro(a) no pariente (034)",434,51,6,95,124,21,41,46,50
,,,,,,,,,
"URBANA (036)",54936,6121,1421,16075,16894,2169,4180,3294,4782
"Jefe o Jefa (037)",14863,1547,12,3617,4282,670,1845,768,2122
"Esposa(o)/ compa¤era(o) (038)",7845,1028,5,2229,2074,269,1047,271,922
"Hijo(a)/ hijastro(a) (039)",24934,2442,1133,8211,8289,919,890,1773,1277
"Yerno/ nuera (040)",675,7,,51,284,53,98,55,127
"Nieto(a) (041)",2149,508,193,860,457,32,19,54,26
"Padres/ suegros (042)",512,313,,144,40,2,4,,9
"Otro(a) pariente (043)",3168,224,71,842,1196,171,203,265,196
"Trabajador(a) del hogar (044)",64,7,,21,32,4,,,
