"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia PATAZ (000)",22470,3374,6260,10310,247,1850,429
"Conviviente (001)",9025,981,2911,4593,128,308,104
"Separado(a) (002)",556,111,114,268,7,24,32
"Casado(a) (003)",6131,1119,1307,3377,63,227,38
"Viudo(a) (004)",583,31,58,428,6,45,15
"Divorciado(a) (005)",103,23,28,45,2,1,4
"Soltero(a) (006)",6072,1109,1842,1599,41,1245,236
"Hombres (008)",19095,2285,6045,9060,212,1454,39
"Conviviente (009)",8023,713,2839,4169,115,176,11
"Separado(a) (010)",289,49,101,126,4,7,2
"Casado(a) (011)",5311,781,1270,3070,55,135,
"Viudo(a) (012)",357,13,47,278,4,15,
"Divorciado(a) (013)",71,16,26,27,2,,
"Soltero(a) (014)",5044,713,1762,1390,32,1121,26
"Mujeres (016)",3375,1089,215,1250,35,396,390
"Conviviente (017)",1002,268,72,424,13,132,93
"Separado(a) (018)",267,62,13,142,3,17,30
"Casado(a) (019)",820,338,37,307,8,92,38
"Viudo(a) (020)",226,18,11,150,2,30,15
"Divorciado(a) (021)",32,7,2,18,,1,4
"Soltero(a) (022)",1028,396,80,209,9,124,210
,,,,,,,
"URBANA (024)",7036,1960,2348,2136,106,254,232
"Conviviente (025)",2735,557,1143,874,42,73,46
"Separado(a) (026)",212,57,42,89,5,2,17
"Casado(a) (027)",2002,716,451,710,30,81,14
"Viudo(a) (028)",122,22,15,67,2,7,9
"Divorciado(a) (029)",35,9,8,13,2,,3
"Soltero(a) (030)",1930,599,689,383,25,91,143
"Hombres (032)",5280,1219,2249,1560,82,145,25
"Conviviente (033)",2213,381,1111,651,35,28,7
"Separado(a) (034)",91,19,37,31,2,2,
"Casado(a) (035)",1481,451,430,537,24,39,
"Viudo(a) (036)",55,9,11,31,1,3,
"Divorciado(a) (037)",20,7,7,4,2,,
"Soltero(a) (038)",1420,352,653,306,18,73,18
"Mujeres (040)",1756,741,99,576,24,109,207
"Conviviente (041)",522,176,32,223,7,45,39
"Separado(a) (042)",121,38,5,58,3,,17
"Casado(a) (043)",521,265,21,173,6,42,14
"Viudo(a) (044)",67,13,4,36,1,4,9
"Divorciado(a) (045)",15,2,1,9,,,3
"Soltero(a) (046)",510,247,36,77,7,18,125
,,,,,,,
"RURAL (048)",15434,1414,3912,8174,141,1596,197
"Conviviente (049)",6290,424,1768,3719,86,235,58
"Separado(a) (050)",344,54,72,179,2,22,15
"Casado(a) (051)",4129,403,856,2667,33,146,24
"Viudo(a) (052)",461,9,43,361,4,38,6
"Divorciado(a) (053)",68,14,20,32,,1,1
"Soltero(a) (054)",4142,510,1153,1216,16,1154,93
"Hombres (056)",13815,1066,3796,7500,130,1309,14
"Conviviente (057)",5810,332,1728,3518,80,148,4
"Separado(a) (058)",198,30,64,95,2,5,2
"Casado(a) (059)",3830,330,840,2533,31,96,
"Viudo(a) (060)",302,4,36,247,3,12,
"Divorciado(a) (061)",51,9,19,23,,,
"Soltero(a) (062)",3624,361,1109,1084,14,1048,8
"Mujeres (064)",1619,348,116,674,11,287,183
"Conviviente (065)",480,92,40,201,6,87,54
"Separado(a) (066)",146,24,8,84,,17,13
"Casado(a) (067)",299,73,16,134,2,50,24
"Viudo(a) (068)",159,5,7,114,1,26,6
"Divorciado(a) (069)",17,5,1,9,,1,1
"Soltero(a) (070)",518,149,44,132,2,106,85
