"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia LA CONVENCION",,,,,,,,,
"Viviendas particulares (001)",484,225,53,29,87,11,3,8,68
"Ocupantes presentes (002)",1742,826,184,123,285,33,10,33,248
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",371,169,42,20,67,6,2,8,57
"Ocupantes presentes (005)",1349,619,145,89,225,21,5,33,212
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",1,1,,,,,,,
"Ocupantes presentes (008)",3,3,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",20,10,3,2,2,,,,3
"Ocupantes presentes (011)",59,28,7,11,8,,,,5
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",72,28,7,6,18,5,1,,7
"Ocupantes presentes (014)",227,86,24,20,52,12,5,,28
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",12,10,,1,,,,,1
"Ocupantes presentes (017)",57,51,,3,,,,,3
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",8,7,1,,,,,,
"Ocupantes presentes (020)",47,39,8,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",355,156,39,21,75,10,3,6,45
"Ocupantes presentes (029)",1274,566,137,94,252,30,10,28,157
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",254,110,28,13,55,5,2,6,35
"Ocupantes presentes (032)",938,410,98,63,192,18,5,28,124
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",1,1,,,,,,,
"Ocupantes presentes (035)",3,3,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",20,10,3,2,2,,,,3
"Ocupantes presentes (038)",59,28,7,11,8,,,,5
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",72,28,7,6,18,5,1,,7
"Ocupantes presentes (041)",227,86,24,20,52,12,5,,28
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",8,7,1,,,,,,
"Ocupantes presentes (047)",47,39,8,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",129,69,14,8,12,1,,2,23
"Ocupantes presentes (056)",468,260,47,29,33,3,,5,91
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",117,59,14,7,12,1,,2,22
"Ocupantes presentes (059)",411,209,47,26,33,3,,5,88
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",12,10,,1,,,,,1
"Ocupantes presentes (071)",57,51,,3,,,,,3
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
