"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia CANDARAVE (000)",2443,21,72,195,347,539,666,603
"De 12 a 14 años (001)",2,,,,,,,2
"De 15 a 19 años (002)",53,,,,,,37,16
"De 20 a 24 años (003)",205,,,,,3,115,87
"De 25 a 29 años (004)",263,,,,,18,161,84
"De 30 a 34 años (005)",308,,,,,72,156,80
"De 35 a 39 años (006)",275,,,,5,121,106,43
"De 40 a 44 años (007)",251,,,,30,125,60,36
"De 45 a 49 años (008)",219,,,1,69,95,25,29
"De 50 y más años (009)",867,21,72,194,243,105,6,226
"Conviviente (010)",867,1,4,19,51,194,402,196
"De 12 a 14 años (011)",2,,,,,,,2
"De 15 a 19 años (012)",33,,,,,,21,12
"De 20 a 24 años (013)",122,,,,,1,76,45
"De 25 a 29 años (014)",163,,,,,10,113,40
"De 30 a 34 años (015)",176,,,,,36,97,43
"De 35 a 39 años (016)",130,,,,1,58,56,15
"De 40 a 44 años (017)",88,,,,12,37,29,10
"De 45 a 49 años (018)",61,,,,17,28,9,7
"De 50 y más años (019)",92,1,4,19,21,24,1,22
"Separado(a) (020)",102,,1,5,9,31,27,29
"De 15 a 19 años (022)",1,,,,,,1,
"De 20 a 24 años (023)",10,,,,,,7,3
"De 25 a 29 años (024)",14,,,,,1,6,7
"De 30 a 34 años (025)",15,,,,,5,7,3
"De 35 a 39 años (026)",12,,,,1,7,3,1
"De 40 a 44 años (027)",13,,,,2,6,3,2
"De 45 a 49 años (028)",6,,,,1,3,,2
"De 50 y más años (029)",31,,1,5,5,9,,11
"Casado(a) (030)",1033,6,28,118,242,272,178,189
"De 15 a 19 años (032)",3,,,,,,2,1
"De 20 a 24 años (033)",25,,,,,1,15,9
"De 25 a 29 años (034)",47,,,,,3,34,10
"De 30 a 34 años (035)",91,,,,,25,44,22
"De 35 a 39 años (036)",104,,,,3,48,38,15
"De 40 a 44 años (037)",125,,,,12,72,24,17
"De 45 a 49 años (038)",135,,,1,46,57,16,15
"De 50 y más años (039)",503,6,28,117,181,66,5,100
"Viudo(a) (040)",227,14,34,45,28,18,5,83
"De 25 a 29 años (044)",1,,,,,1,,
"De 30 a 34 años (045)",3,,,,,,2,1
"De 35 a 39 años (046)",4,,,,,2,1,1
"De 40 a 44 años (047)",11,,,,2,5,2,2
"De 45 a 49 años (048)",7,,,,2,4,,1
"De 50 y más años (049)",201,14,34,45,24,6,,78
"Divorciado(a) (050)",11,,,2,4,2,,3
"De 35 a 39 años (056)",3,,,,,1,,2
"De 40 a 44 años (057)",1,,,,,1,,
"De 45 a 49 años (058)",1,,,,1,,,
"De 50 y más años (059)",6,,,2,3,,,1
