"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CANGALLO (000)",9509,8160,587,394,368
"Agric., ganadería, caza y silvicultura (001)",6622,6391,182,43,6
"Pesca (002)",3,2,1,,
"Explotación de minas y canteras (003)",160,56,41,42,21
"Industrias manufactureras (004)",162,123,23,16,
"Suministro de electricidad, gas y agua (005)",11,3,2,6,
"Construcción (006)",274,159,57,53,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",537,511,21,4,1
"Venta, mant.y rep. veh.autom y motoc. (008)",14,13,,,1
"Comercio al por mayor (009)",11,11,,,
"Comercio al por menor (010)",512,487,21,4,
"Hoteles y restaurantes (011)",141,128,9,3,1
"Trans., almac. y comunicaciones (012)",79,60,10,6,3
"Intermediación financiera (013)",6,1,,2,3
"Activid.inmobil., empres. y alquileres (014)",75,29,21,19,6
"Admin.pub. y defensa; p. segur soc.afil (015)",201,,,,201
"Enseñanza (016)",526,163,159,165,39
"Servicios sociales y de salud (017)",111,23,8,5,75
"Otras activ. serv.comun.soc y personales (018)",54,35,10,7,2
"Hogares privados con servicio doméstico (019)",48,48,,,
"Actividad economica no especificada (021)",499,428,43,23,5
"Hombres (022)",6127,5132,444,282,269
"Agric., ganadería, caza y silvicultura (023)",4410,4233,140,33,4
"Pesca (024)",3,2,1,,
"Explotación de minas y canteras (025)",155,53,41,42,19
"Industrias manufactureras (026)",136,100,21,15,
"Suministro de electricidad, gas y agua (027)",10,3,2,5,
"Construcción (028)",270,158,56,52,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",193,178,13,1,1
"Venta, mant.y rep. veh.autom y motoc. (030)",12,11,,,1
"Comercio al por mayor (031)",6,6,,,
"Comercio al por menor (032)",175,161,13,1,
"Hoteles y restaurantes (033)",33,32,,,1
"Trans., almac. y comunicaciones (034)",73,55,9,6,3
"Intermediación financiera (035)",4,,,1,3
"Activid.inmobil., empres. y alquileres (036)",55,22,18,11,4
"Admin.pub. y defensa; p. segur soc.afil (037)",166,,,,166
"Enseñanza (038)",326,91,111,95,29
"Servicios sociales y de salud (039)",41,8,1,3,29
"Otras activ. serv.comun.soc y personales (040)",24,16,4,3,1
"Hogares privados con servicio doméstico (041)",6,6,,,
"Actividad economica no especificada (043)",222,175,27,15,5
"Mujeres (044)",3382,3028,143,112,99
