"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CHACHAPOYAS (000)",19480,401,6108,7047,4670,1254
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",74,,10,31,30,3
"Profes., científicos e intelectuales (002)",2172,,399,1218,542,13
"Técnicos de nivel medio y trab.asimilados (003)",774,,237,359,164,14
"Jefes y empleados de oficina (004)",971,,353,402,210,6
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2089,51,606,758,528,146
"Agricult.trabaj. calif. agrop. y pesqueros (006)",5197,34,1187,1711,1573,692
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",953,9,344,312,214,74
"Obreros construc., conf., papel, fab., instr. (008)",1269,6,364,571,298,30
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",4853,287,2148,1306,899,213
"Otra (010)",178,,26,101,50,1
"Ocupación no especificada (011)",279,,81,95,68,35
"Desocupado (012)",671,14,353,183,94,27
"Hombres (013)",12635,280,3990,4418,3086,861
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",58,,8,25,22,3
"Profes., científicos e intelectuales (015)",1109,,188,593,318,10
"Técnicos de nivel medio y trab.asimilados (016)",419,,126,183,100,10
"Jefes y empleados de oficina (017)",409,,127,152,125,5
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",770,32,259,263,163,53
"Agricult.trabaj. calif. agrop. y pesqueros (019)",4541,30,1049,1530,1355,577
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",723,1,286,239,151,46
"Obreros construc., conf., papel, fab., instr. (021)",1246,6,357,564,292,27
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",2699,203,1355,624,415,102
"Otra (023)",170,,25,95,49,1
"Ocupación no especificada (024)",69,,19,26,18,6
"Desocupado (025)",422,8,191,124,78,21
"Mujeres (026)",6845,121,2118,2629,1584,393
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",16,,2,6,8,
"Profes., científicos e intelectuales (028)",1063,,211,625,224,3
"Técnicos de nivel medio y trab.asimilados (029)",355,,111,176,64,4
"Jefes y empleados de oficina (030)",562,,226,250,85,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",1319,19,347,495,365,93
"Agricult.trabaj. calif. agrop. y pesqueros (032)",656,4,138,181,218,115
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",230,8,58,73,63,28
