"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia HUALGAYOC (000)",79041,19648,24584,16664,12121,6024
"Hombres (001)",38133,9950,11557,7962,5827,2837
"Mujeres (002)",40908,9698,13027,8702,6294,3187
"PEA (003)",43401,920,16189,13379,9307,3606
"Hombres (004)",23835,414,8400,7519,5346,2156
"Mujeres (005)",19566,506,7789,5860,3961,1450
"Ocupada (006)",42533,890,15731,13140,9194,3578
"Hombres (007)",23176,395,8072,7334,5244,2131
"Mujeres (008)",19357,495,7659,5806,3950,1447
"Desocupada (009)",868,30,458,239,113,28
"Hombres (010)",659,19,328,185,102,25
"Mujeres (011)",209,11,130,54,11,3
"No PEA (012)",35640,18728,8395,3285,2814,2418
"Hombres (013)",14298,9536,3157,443,481,681
"Mujeres (014)",21342,9192,5238,2842,2333,1737
,,,,,,
"URBANA (018)",18259,3776,5886,4489,2964,1144
"Hombres (019)",9365,1938,2935,2381,1561,550
"Mujeres (020)",8894,1838,2951,2108,1403,594
"PEA (021)",8450,151,2848,3184,1844,423
"Hombres (022)",5803,95,1853,2188,1338,329
"Mujeres (023)",2647,56,995,996,506,94
"Ocupada (024)",7776,134,2502,2989,1751,400
"Hombres (025)",5289,83,1601,2042,1254,309
"Mujeres (026)",2487,51,901,947,497,91
"Desocupada (027)",674,17,346,195,93,23
"Hombres (028)",514,12,252,146,84,20
"Mujeres (029)",160,5,94,49,9,3
"No PEA (030)",9809,3625,3038,1305,1120,721
"Hombres (031)",3562,1843,1082,193,223,221
"Mujeres (032)",6247,1782,1956,1112,897,500
,,,,,,
"RURAL (036)",60782,15872,18698,12175,9157,4880
"Hombres (037)",28768,8012,8622,5581,4266,2287
"Mujeres (038)",32014,7860,10076,6594,4891,2593
"PEA (039)",34951,769,13341,10195,7463,3183
"Hombres (040)",18032,319,6547,5331,4008,1827
"Mujeres (041)",16919,450,6794,4864,3455,1356
"Ocupada (042)",34757,756,13229,10151,7443,3178
"Hombres (043)",17887,312,6471,5292,3990,1822
"Mujeres (044)",16870,444,6758,4859,3453,1356
"Desocupada (045)",194,13,112,44,20,5
"Hombres (046)",145,7,76,39,18,5
"Mujeres (047)",49,6,36,5,2,
"No PEA (048)",25831,15103,5357,1980,1694,1697
"Hombres (049)",10736,7693,2075,250,258,460
"Mujeres (050)",15095,7410,3282,1730,1436,1237
