"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia CORONGO",,,,,,,,,
"Viviendas particulares (001)",1181,12,5,3,10,1,2,5,1143
"Ocupantes presentes (002)",4998,64,24,13,34,5,3,25,4830
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",1177,12,5,3,10,1,2,5,1139
"Ocupantes presentes (005)",4980,64,24,13,34,5,3,25,4812
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",3,,,,,,,,3
"Ocupantes presentes (014)",17,,,,,,,,17
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",1,,,,,,,,1
"Ocupantes presentes (023)",1,,,,,,,,1
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",829,2,3,1,8,1,2,5,807
"Ocupantes presentes (029)",3403,6,11,5,19,5,3,25,3329
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",825,2,3,1,8,1,2,5,803
"Ocupantes presentes (032)",3385,6,11,5,19,5,3,25,3311
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",3,,,,,,,,3
"Ocupantes presentes (041)",17,,,,,,,,17
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,,,,,,,,1
"Ocupantes presentes (050)",1,,,,,,,,1
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",352,10,2,2,2,,,,336
"Ocupantes presentes (056)",1595,58,13,8,15,,,,1501
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",352,10,2,2,2,,,,336
"Ocupantes presentes (059)",1595,58,13,8,15,,,,1501
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
