"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia SANTIAGO DE CHUCO (000)",13962,98,294,799,1339,2478,5741,3213
"De 12 a 14 años (001)",18,,,,,,3,15
"De 15 a 19 años (002)",460,,,,,,268,192
"De 20 a 24 años (003)",1554,,,,,2,1048,504
"De 25 a 29 años (004)",1672,,,,,43,1230,399
"De 30 a 34 años (005)",1670,,,,,192,1148,330
"De 35 a 39 años (006)",1671,,,,8,374,1041,248
"De 40 a 44 años (007)",1329,,,,43,475,611,200
"De 45 a 49 años (008)",1134,,,4,112,516,335,167
"De 50 y más años (009)",4454,98,294,795,1176,876,57,1158
"PEA (010)",2242,4,18,82,176,478,847,637
"De 12 a 14 años (011)",1,,,,,,,1
"De 15 a 19 años (012)",39,,,,,,22,17
"De 20 a 24 años (013)",234,,,,,,119,115
"De 25 a 29 años (014)",305,,,,,9,179,117
"De 30 a 34 años (015)",330,,,,,47,184,99
"De 35 a 39 años (016)",347,,,,3,91,187,66
"De 40 a 44 años (017)",272,,,,8,106,107,51
"De 45 a 49 años (018)",230,,,2,25,115,41,47
"De 50 y más años (019)",484,4,18,80,140,110,8,124
"Ocupada (020)",2157,4,18,81,176,466,818,594
"De 12 a 14 años (021)",1,,,,,,,1
"De 15 a 19 años (022)",35,,,,,,22,13
"De 20 a 24 años (023)",210,,,,,,111,99
"De 25 a 29 años (024)",293,,,,,9,174,110
"De 30 a 34 años (025)",318,,,,,44,180,94
"De 35 a 39 años (026)",328,,,,3,89,178,58
"De 40 a 44 años (027)",267,,,,8,104,105,50
"De 45 a 49 años (028)",228,,,2,25,114,41,46
"De 50 y más años (029)",477,4,18,79,140,106,7,123
"Desocupada (030)",85,,,1,,12,29,43
"De 15 a 19 años (032)",4,,,,,,,4
"De 20 a 24 años (033)",24,,,,,,8,16
"De 25 a 29 años (034)",12,,,,,,5,7
"De 30 a 34 años (035)",12,,,,,3,4,5
"De 35 a 39 años (036)",19,,,,,2,9,8
"De 40 a 44 años (037)",5,,,,,2,2,1
"De 45 a 49 años (038)",2,,,,,1,,1
"De 50 y más años (039)",7,,,1,,4,1,1
"No PEA (040)",11720,94,276,717,1163,2000,4894,2576
"De 12 a 14 años (041)",17,,,,,,3,14
"De 15 a 19 años (042)",421,,,,,,246,175
"De 20 a 24 años (043)",1320,,,,,2,929,389
"De 25 a 29 años (044)",1367,,,,,34,1051,282
"De 30 a 34 años (045)",1340,,,,,145,964,231
"De 35 a 39 años (046)",1324,,,,5,283,854,182
"De 40 a 44 años (047)",1057,,,,35,369,504,149
"De 45 a 49 años (048)",904,,,2,87,401,294,120
