"CUADRO Nº 15: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGIÓN QUE PROFESA",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia MAYNAS (000)",124453,2693,54612,33176,10933,4191,1971,562,56,,16259
"Catolica (001)",94478,1911,40084,25637,8771,3419,1554,439,48,,12615
"Cristiana / Evangelica (002)",23359,628,11677,5755,1592,581,312,100,5,,2709
"Otra (003)",4484,86,1836,1262,433,152,85,19,2,,609
"Ninguna (004)",2132,68,1015,522,137,39,20,4,1,,326
,,,,,,,,,,,
"URBANA (006)",103192,1711,41766,29122,10145,3893,1811,514,49,,14181
"Catolica (007)",78164,1187,30330,22502,8162,3174,1435,400,42,,10932
"Cristiana / Evangelica (008)",18955,400,8910,4938,1440,535,278,92,4,,2358
"Otra (009)",4214,76,1678,1203,417,147,82,18,2,,591
"Ninguna (010)",1859,48,848,479,126,37,16,4,1,,300
,,,,,,,,,,,
"RURAL (012)",21261,982,12846,4054,788,298,160,48,7,,2078
"Catolica (013)",16314,724,9754,3135,609,245,119,39,6,,1683
"Cristiana / Evangelica (014)",4404,228,2767,817,152,46,34,8,1,,351
"Otra (015)",270,10,158,59,16,5,3,1,,,18
"Ninguna (016)",273,20,167,43,11,2,4,,,,26
