"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia SAN MIGUEL (000)",16091,138,502,1225,2191,3318,4817,3900
"De 12 a 14 años (001)",19,,,,,,4,15
"De 15 a 19 años (002)",397,,,,,,239,158
"De 20 a 24 años (003)",1436,,,,,12,840,584
"De 25 a 29 años (004)",1789,,,,,128,1074,587
"De 30 a 34 años (005)",1798,,,,2,323,1045,428
"De 35 a 39 años (006)",1922,,,,21,653,868,380
"De 40 a 44 años (007)",1515,,,2,103,639,497,274
"De 45 a 49 años (008)",1400,,,13,291,643,208,245
"De 50 y más años (009)",5815,138,502,1210,1774,920,42,1229
"PEA (010)",2042,3,19,98,236,440,601,645
"De 15 a 19 años (012)",28,,,,,,19,9
"De 20 a 24 años (013)",165,,,,,3,64,98
"De 25 a 29 años (014)",249,,,,,13,121,115
"De 30 a 34 años (015)",296,,,,2,40,151,103
"De 35 a 39 años (016)",336,,,,8,103,141,84
"De 40 a 44 años (017)",239,,,,16,101,70,52
"De 45 a 49 años (018)",230,,,3,49,89,33,56
"De 50 y más años (019)",499,3,19,95,161,91,2,128
"Ocupada (020)",1934,3,18,95,231,429,574,584
"De 15 a 19 años (022)",26,,,,,,18,8
"De 20 a 24 años (023)",141,,,,,3,59,79
"De 25 a 29 años (024)",234,,,,,13,116,105
"De 30 a 34 años (025)",279,,,,2,39,148,90
"De 35 a 39 años (026)",316,,,,8,101,130,77
"De 40 a 44 años (027)",231,,,,15,97,70,49
"De 45 a 49 años (028)",223,,,2,49,88,31,53
"De 50 y más años (029)",484,3,18,93,157,88,2,123
"Desocupada (030)",108,,1,3,5,11,27,61
"De 15 a 19 años (032)",2,,,,,,1,1
"De 20 a 24 años (033)",24,,,,,,5,19
"De 25 a 29 años (034)",15,,,,,,5,10
"De 30 a 34 años (035)",17,,,,,1,3,13
"De 35 a 39 años (036)",20,,,,,2,11,7
"De 40 a 44 años (037)",8,,,,1,4,,3
"De 45 a 49 años (038)",7,,,1,,1,2,3
"De 50 y más años (039)",15,,1,2,4,3,,5
"No PEA (040)",14049,135,483,1127,1955,2878,4216,3255
"De 12 a 14 años (041)",19,,,,,,4,15
"De 15 a 19 años (042)",369,,,,,,220,149
"De 20 a 24 años (043)",1271,,,,,9,776,486
"De 25 a 29 años (044)",1540,,,,,115,953,472
"De 30 a 34 años (045)",1502,,,,,283,894,325
"De 35 a 39 años (046)",1586,,,,13,550,727,296
"De 40 a 44 años (047)",1276,,,2,87,538,427,222
"De 45 a 49 años (048)",1170,,,10,242,554,175,189
"De 50 y más años (049)",5316,135,483,1115,1613,829,40,1101
,,,,,,,,
