"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia GENERAL SANCHEZ CERRO (000)",23781,5013,2966,994,14848
"Quechua (001)",8905,2307,495,144,5966
"Aymara (002)",470,125,54,14,281
"Asháninka (003)",5,4,,1,1
"Otra lengua nativa (004)",22,2,3,1,16
"Castellano (005)",14354,2572,2411,834,8565
"Idioma Extranjero (006)",3,,1,,2
"Es Sordomudo/a (007)",22,3,2,,17
"Hombres (009)",12697,2427,1632,736,7932
"Quechua (010)",4590,1101,310,91,3093
"Aymara (011)",258,60,37,13,152
"Asháninka (012)",2,1,,1,1
"Otra lengua nativa (013)",9,1,,1,7
"Castellano (014)",7825,1262,1284,630,4669
"Idioma Extranjero (015)",2,,1,,1
"Es Sordomudo/a (016)",11,2,,,9
"Mujeres (018)",11084,2586,1334,258,6916
"Quechua (019)",4315,1206,185,53,2873
"Aymara (020)",212,65,17,1,129
"Asháninka (021)",3,3,,,
"Otra lengua nativa (022)",13,1,3,,9
"Castellano (023)",6529,1310,1127,204,3896
"Idioma Extranjero (024)",1,,,,1
"Es Sordomudo/a (025)",11,1,2,,8
,,,,,
"URBANA (027)",10282,2188,1762,340,6008
"Quechua (028)",3699,884,289,62,2469
"Aymara (029)",129,13,29,2,85
"Asháninka (030)",1,,,,1
"Otra lengua nativa (031)",18,1,3,,14
"Castellano (032)",6426,1290,1440,276,3431
"Idioma Extranjero (033)",3,,1,,2
"Es Sordomudo/a (034)",6,,,,6
"Hombres (036)",5324,1073,891,220,3150
"Quechua (037)",1913,433,177,37,1269
"Aymara (038)",77,4,18,2,53
"Asháninka (039)",1,,,,1
"Otra lengua nativa (040)",7,1,,,6
"Castellano (041)",3320,635,695,181,1816
"Idioma Extranjero (042)",2,,1,,1
"Es Sordomudo/a (043)",4,,,,4
"Mujeres (045)",4958,1115,871,120,2858
"Quechua (046)",1786,451,112,25,1200
"Aymara (047)",52,9,11,,32
"Otra lengua nativa (049)",11,,3,,8
"Castellano (050)",3106,655,745,95,1615
"Idioma Extranjero (051)",1,,,,1
"Es Sordomudo/a (052)",2,,,,2
,,,,,
"RURAL (054)",13499,2825,1204,654,8840
"Quechua (055)",5206,1423,206,82,3497
"Aymara (056)",341,112,25,12,196
"Asháninka (057)",4,4,,1,
"Otra lengua nativa (058)",4,1,,1,2
"Castellano (059)",7928,1282,971,558,5134
"Es Sordomudo/a (061)",16,3,2,,11
"Hombres (063)",7373,1354,741,516,4782
"Quechua (064)",2677,668,133,54,1824
"Aymara (065)",181,56,19,11,99
"Asháninka (066)",1,1,,1,
"Otra lengua nativa (067)",2,,,1,1
"Castellano (068)",4505,627,589,449,2853
"Es Sordomudo/a (070)",7,2,,,5
"Mujeres (072)",6126,1471,463,138,4058
"Quechua (073)",2529,755,73,28,1673
"Aymara (074)",160,56,6,1,97
"Asháninka (075)",3,3,,,
"Otra lengua nativa (076)",2,1,,,1
"Castellano (077)",3423,655,382,109,2281
"Es Sordomudo/a (079)",9,1,2,,6
