"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia PAITA (000)",34503,6631,12443,12504,647,1672,606
"Conviviente (001)",9031,1374,3770,3385,182,229,91
"Separado(a) (002)",1318,257,524,420,22,25,70
"Casado(a) (003)",13304,2571,4268,5557,318,486,104
"Viudo(a) (004)",528,59,107,310,17,20,15
"Divorciado(a) (005)",100,30,18,44,6,1,1
"Soltero(a) (006)",10222,2340,3756,2788,102,911,325
"Hombres (008)",25822,4015,10364,9708,527,1176,32
"Conviviente (009)",7200,952,3210,2772,146,114,6
"Separado(a) (010)",482,67,219,174,11,10,1
"Casado(a) (011)",10359,1748,3742,4330,269,261,9
"Viudo(a) (012)",316,29,76,187,11,12,1
"Divorciado(a) (013)",57,19,11,21,5,1,
"Soltero(a) (014)",7408,1200,3106,2224,85,778,15
"Mujeres (016)",8681,2616,2079,2796,120,496,574
"Conviviente (017)",1831,422,560,613,36,115,85
"Separado(a) (018)",836,190,305,246,11,15,69
"Casado(a) (019)",2945,823,526,1227,49,225,95
"Viudo(a) (020)",212,30,31,123,6,8,14
"Divorciado(a) (021)",43,11,7,23,1,,1
"Soltero(a) (022)",2814,1140,650,564,17,133,310
,,,,,,,
"URBANA (024)",33020,6484,11869,11913,645,1520,589
"Conviviente (025)",8719,1334,3643,3252,182,219,89
"Separado(a) (026)",1299,255,515,414,22,24,69
"Casado(a) (027)",12631,2512,4015,5215,318,467,104
"Viudo(a) (028)",510,58,105,296,16,20,15
"Divorciado(a) (029)",98,29,18,43,6,1,1
"Soltero(a) (030)",9763,2296,3573,2693,101,789,311
"Hombres (032)",24517,3904,9844,9170,525,1042,32
"Conviviente (033)",6922,921,3092,2648,146,109,6
"Separado(a) (034)",468,66,213,168,11,9,1
"Casado(a) (035)",9752,1699,3507,4018,269,250,9
"Viudo(a) (036)",302,29,74,176,10,12,1
"Divorciado(a) (037)",56,18,11,21,5,1,
"Soltero(a) (038)",7017,1171,2947,2139,84,661,15
"Mujeres (040)",8503,2580,2025,2743,120,478,557
"Conviviente (041)",1797,413,551,604,36,110,83
"Separado(a) (042)",831,189,302,246,11,15,68
"Casado(a) (043)",2879,813,508,1197,49,217,95
"Viudo(a) (044)",208,29,31,120,6,8,14
"Divorciado(a) (045)",42,11,7,22,1,,1
"Soltero(a) (046)",2746,1125,626,554,17,128,296
,,,,,,,
"RURAL (048)",1483,147,574,591,2,152,17
"Conviviente (049)",312,40,127,133,,10,2
"Separado(a) (050)",19,2,9,6,,1,1
"Casado(a) (051)",673,59,253,342,,19,
"Viudo(a) (052)",18,1,2,14,1,,
"Divorciado(a) (053)",2,1,,1,,,
"Soltero(a) (054)",459,44,183,95,1,122,14
"Hombres (056)",1305,111,520,538,2,134,
"Conviviente (057)",278,31,118,124,,5,
"Separado(a) (058)",14,1,6,6,,1,
"Casado(a) (059)",607,49,235,312,,11,
"Viudo(a) (060)",14,,2,11,1,,
"Divorciado(a) (061)",1,1,,,,,
"Soltero(a) (062)",391,29,159,85,1,117,
"Mujeres (064)",178,36,54,53,,18,17
"Conviviente (065)",34,9,9,9,,5,2
"Separado(a) (066)",5,1,3,,,,1
"Casado(a) (067)",66,10,18,30,,8,
"Viudo(a) (068)",4,1,,3,,,
"Divorciado(a) (069)",1,,,1,,,
"Soltero(a) (070)",68,15,24,10,,5,14
