"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia OCROS",,,,,,,,,
"Viviendas particulares (001)",1279,89,83,48,256,2,24,15,762
"Ocupantes presentes (002)",4879,333,300,190,910,8,87,49,3002
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",1275,87,83,48,255,2,24,15,761
"Ocupantes presentes (005)",4865,322,300,190,909,8,87,49,3000
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",4,2,,,1,,,,1
"Ocupantes presentes (014)",14,11,,,1,,,,2
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",903,50,57,38,217,2,23,14,502
"Ocupantes presentes (029)",3488,187,216,156,815,8,85,48,1973
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",899,48,57,38,216,2,23,14,501
"Ocupantes presentes (032)",3474,176,216,156,814,8,85,48,1971
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",4,2,,,1,,,,1
"Ocupantes presentes (041)",14,11,,,1,,,,2
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",376,39,26,10,39,,1,1,260
"Ocupantes presentes (056)",1391,146,84,34,95,,2,1,1029
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",376,39,26,10,39,,1,1,260
"Ocupantes presentes (059)",1391,146,84,34,95,,2,1,1029
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
