"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia ILO (000)",61077,1035,15739,15670,14325,10821,3487
"Jefe o Jefa (001)",17687,,20,2395,6677,6397,2198
"Esposa(o) / compañera(o) (002)",10246,,18,2118,4209,3220,681
"Hijo(a) / hijastro(a) (003)",23322,700,12394,7800,2095,327,6
"Yerno / nuera (004)",952,,7,532,342,70,1
"Nieto(a) (005)",3032,259,2286,447,39,1,
"Padres / suegros (006)",712,,,,22,238,452
"Otro(a) pariente (007)",3716,62,869,1649,614,401,121
"Trabajador(a) del hogar (008)",151,,11,107,19,13,1
"Pensionistas (009)",73,,,28,31,11,3
"Otro(a) no pariente (010)",1186,14,134,594,277,143,24
"Hombres (011)",30354,520,8055,7547,6816,5483,1933
"Jefe o Jefa (012)",12687,,10,1632,4706,4696,1643
"Esposa(o) / compañera(o) (013)",635,,11,184,235,161,44
"Hijo(a) / hijastro(a) (014)",11905,339,6329,4016,1062,157,2
"Yerno / nuera (015)",499,,2,218,222,56,1
"Nieto(a) (016)",1593,139,1191,235,27,1,
"Padres / suegros (017)",241,,,,8,76,157
"Otro(a) pariente (018)",2040,37,436,933,350,217,67
"Trabajador(a) del hogar (019)",8,,2,3,1,1,1
"Pensionistas (020)",54,,,21,21,9,3
"Otro(a) no pariente (021)",692,5,74,305,184,109,15
"Mujeres (022)",30723,515,7684,8123,7509,5338,1554
"Jefe o Jefa (023)",5000,,10,763,1971,1701,555
"Esposa(o) / compañera(o) (024)",9611,,7,1934,3974,3059,637
"Hijo(a) / hijastro(a) (025)",11417,361,6065,3784,1033,170,4
"Yerno / nuera (026)",453,,5,314,120,14,
"Nieto(a) (027)",1439,120,1095,212,12,,
"Padres / suegros (028)",471,,,,14,162,295
"Otro(a) pariente (029)",1676,25,433,716,264,184,54
"Trabajador(a) del hogar (030)",143,,9,104,18,12,
"Pensionistas (031)",19,,,7,10,2,
"Otro(a) no pariente (032)",494,9,60,289,93,34,9
,,,,,,,
"URBANA (033)",60848,1034,15694,15634,14281,10751,3454
"Jefe o Jefa (034)",17588,,20,2384,6655,6359,2170
"Esposa(o) / compañera(o) (035)",10207,,18,2110,4199,3202,678
"Hijo(a) / hijastro(a) (036)",23253,699,12354,7785,2089,320,6
"Yerno / nuera (037)",948,,7,532,339,69,1
"Nieto(a) (038)",3028,259,2283,446,39,1,
"Padres / suegros (039)",710,,,,22,237,451
"Otro(a) pariente (040)",3708,62,867,1648,613,397,121
"Trabajador(a) del hogar (041)",150,,11,107,19,12,1
"Pensionistas (042)",73,,,28,31,11,3
"Otro(a) no pariente (043)",1183,14,134,594,275,143,23
"Hombres (044)",30226,519,8029,7529,6788,5445,1916
"Jefe o Jefa (045)",12622,,10,1626,4688,4669,1629
"Esposa(o) / compañera(o) (046)",629,,11,183,234,158,43
"Hijo(a) / hijastro(a) (047)",11858,338,6305,4005,1056,152,2
"Yerno / nuera (048)",497,,2,218,221,55,1
"Nieto(a) (049)",1592,139,1190,235,27,1,
"Padres / suegros (050)",240,,,,8,76,156
"Otro(a) pariente (051)",2036,37,435,933,349,215,67
"Trabajador(a) del hogar (052)",8,,2,3,1,1,1
"Pensionistas (053)",54,,,21,21,9,3
"Otro(a) no pariente (054)",690,5,74,305,183,109,14
"Mujeres (055)",30622,515,7665,8105,7493,5306,1538
"Jefe o Jefa (056)",4966,,10,758,1967,1690,541
"Esposa(o) / compañera(o) (057)",9578,,7,1927,3965,3044,635
"Hijo(a) / hijastro(a) (058)",11395,361,6049,3780,1033,168,4
"Yerno / nuera (059)",451,,5,314,118,14,
"Nieto(a) (060)",1436,120,1093,211,12,,
"Padres / suegros (061)",470,,,,14,161,295
"Otro(a) pariente (062)",1672,25,432,715,264,182,54
"Trabajador(a) del hogar (063)",142,,9,104,18,11,
"Pensionistas (064)",19,,,7,10,2,
"Otro(a) no pariente (065)",493,9,60,289,92,34,9
,,,,,,,
"RURAL (066)",229,1,45,36,44,70,33
"Jefe o Jefa (067)",99,,,11,22,38,28
"Esposa(o) / compañera(o) (068)",39,,,8,10,18,3
"Hijo(a) / hijastro(a) (069)",69,1,40,15,6,7,
"Yerno / nuera (070)",4,,,,3,1,
"Nieto(a) (071)",4,,3,1,,,
"Padres / suegros (072)",2,,,,,1,1
"Otro(a) pariente (073)",8,,2,1,1,4,
"Trabajador(a) del hogar (074)",1,,,,,1,
"Otro(a) no pariente (076)",3,,,,2,,1
"Hombres (077)",128,1,26,18,28,38,17
"Jefe o Jefa (078)",65,,,6,18,27,14
"Esposa(o) / compañera(o) (079)",6,,,1,1,3,1
"Hijo(a) / hijastro(a) (080)",47,1,24,11,6,5,
"Yerno / nuera (081)",2,,,,1,1,
"Nieto(a) (082)",1,,1,,,,
"Padres / suegros (083)",1,,,,,,1
"Otro(a) pariente (084)",4,,1,,1,2,
"Otro(a) no pariente (087)",2,,,,1,,1
"Mujeres (088)",101,,19,18,16,32,16
"Jefe o Jefa (089)",34,,,5,4,11,14
"Esposa(o) / compañera(o) (090)",33,,,7,9,15,2
"Hijo(a) / hijastro(a) (091)",22,,16,4,,2,
"Yerno / nuera (092)",2,,,,2,,
"Nieto(a) (093)",3,,2,1,,,
"Padres / suegros (094)",1,,,,,1,
"Otro(a) pariente (095)",4,,1,1,,2,
"Trabajador(a) del hogar (096)",1,,,,,1,
"Otro(a) no pariente (098)",1,,,,1,,
