"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia LA UNION (000)",5951,264,1411,2043,1584,649
"Empleado (001)",718,5,153,412,143,5
"Obrero (002)",769,21,280,254,170,44
"Trabajador independiente (003)",2795,37,509,909,889,451
"Empleador o patrono (004)",65,,9,16,26,14
"Trabajador familiar no remunerado (005)",1401,170,380,404,320,127
"Trabajador del hogar (006)",95,27,30,20,16,2
"Desocupado (008)",108,4,50,28,20,6
"Hombres (009)",3620,122,884,1191,1026,397
"Empleado (010)",369,,77,195,94,3
"Obrero (011)",617,16,233,197,141,30
"Trabajador independiente (012)",1976,16,337,646,663,314
"Empleador o patrono (013)",49,,6,13,19,11
"Trabajador familiar no remunerado (014)",514,82,191,114,92,35
"Trabajador del hogar (015)",16,6,4,2,3,1
"Desocupado (017)",79,2,36,24,14,3
"Mujeres (018)",2331,142,527,852,558,252
"Empleado (019)",349,5,76,217,49,2
"Obrero (020)",152,5,47,57,29,14
"Trabajador independiente (021)",819,21,172,263,226,137
"Empleador o patrono (022)",16,,3,3,7,3
"Trabajador familiar no remunerado (023)",887,88,189,290,228,92
"Trabajador del hogar (024)",79,21,26,18,13,1
"Desocupado (026)",29,2,14,4,6,3
,,,,,,
"URBANA (027)",2998,166,738,1076,737,281
"Empleado (028)",605,5,127,349,119,5
"Obrero (029)",418,12,149,145,88,24
"Trabajador independiente (030)",1224,32,242,389,380,181
"Empleador o patrono (031)",48,,7,14,16,11
"Trabajador familiar no remunerado (032)",586,100,160,156,116,54
"Trabajador del hogar (033)",43,16,20,3,4,
"Desocupado (035)",74,1,33,20,14,6
"Hombres (036)",1723,75,448,591,450,159
"Empleado (037)",299,,63,161,72,3
"Obrero (038)",337,10,124,114,73,16
"Trabajador independiente (039)",773,13,148,243,251,118
"Empleador o patrono (040)",37,,5,12,12,8
"Trabajador familiar no remunerado (041)",215,46,82,43,33,11
"Trabajador del hogar (042)",12,6,4,1,1,
"Desocupado (044)",50,,22,17,8,3
"Mujeres (045)",1275,91,290,485,287,122
"Empleado (046)",306,5,64,188,47,2
"Obrero (047)",81,2,25,31,15,8
"Trabajador independiente (048)",451,19,94,146,129,63
"Empleador o patrono (049)",11,,2,2,4,3
"Trabajador familiar no remunerado (050)",371,54,78,113,83,43
"Trabajador del hogar (051)",31,10,16,2,3,
"Desocupado (053)",24,1,11,3,6,3
,,,,,,
"RURAL (054)",2953,98,673,967,847,368
"Empleado (055)",113,,26,63,24,
"Obrero (056)",351,9,131,109,82,20
"Trabajador independiente (057)",1571,5,267,520,509,270
"Empleador o patrono (058)",17,,2,2,10,3
"Trabajador familiar no remunerado (059)",815,70,220,248,204,73
"Trabajador del hogar (060)",52,11,10,17,12,2
"Desocupado (062)",34,3,17,8,6,
"Hombres (063)",1897,47,436,600,576,238
"Empleado (064)",70,,14,34,22,
"Obrero (065)",280,6,109,83,68,14
"Trabajador independiente (066)",1203,3,189,403,412,196
"Empleador o patrono (067)",12,,1,1,7,3
"Trabajador familiar no remunerado (068)",299,36,109,71,59,24
"Trabajador del hogar (069)",4,,,1,2,1
"Desocupado (071)",29,2,14,7,6,
"Mujeres (072)",1056,51,237,367,271,130
"Empleado (073)",43,,12,29,2,
"Obrero (074)",71,3,22,26,14,6
"Trabajador independiente (075)",368,2,78,117,97,74
"Empleador o patrono (076)",5,,1,1,3,
"Trabajador familiar no remunerado (077)",516,34,111,177,145,49
"Trabajador del hogar (078)",48,11,10,16,10,1
"Desocupado (080)",5,1,3,1,,
