"CUADRO Nº 4: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ENERGÍA O COMBUSTIBLE QUE MÁS UTILIZAN EN EL HOGAR PARA COCINAR SUS ALIMENTOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ENERGÍA O COMBUSTIBLE QUE MÁS UTILIZA PARA COCINAR",,,,,,,"NO COCINAN"
,,ELECTRICIDAD,GAS,KEROSENE,CARBÓN,LEÑA,"BOSTA, ESTIÉRCOL",OTRO,
,,,,,,,,,
"Provincia PACASMAYO",,,,,,,,,
"Hogares (001)",24076,148,16288,313,291,6320,5,29,682
"Ocupantes presentes (002)",93464,470,64024,931,1134,25798,17,90,1000
"Casa independiente",,,,,,,,,
"Hogares (004)",23605,134,15932,304,290,6283,5,28,629
"Ocupantes presentes (005)",91935,436,62784,902,1131,25651,17,86,928
"Departamento en edificio",,,,,,,,,
"Hogares (007)",86,3,77,,,,,,6
"Ocupantes presentes (008)",278,8,261,,,,,,9
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",250,10,208,7,,,,,25
"Ocupantes presentes (011)",785,25,706,22,,,,,32
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",79,,54,2,,15,,,8
"Ocupantes presentes (014)",312,,226,7,,64,,,15
"Choza o cabaña",,,,,,,,,
"Hogares (016)",10,,,,1,9,,,
"Ocupantes presentes (017)",42,,,,3,39,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",10,,2,,,4,,1,3
"Ocupantes presentes (020)",26,,3,,,16,,4,3
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",35,1,15,,,8,,,11
"Ocupantes presentes (023)",85,1,44,,,27,,,13
"Otro tipo",,,,,,,,,
"Hogares (025)",1,,,,,1,,,
"Ocupantes presentes (026)",1,,,,,1,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",22383,145,15880,307,277,5095,4,28,647
"Ocupantes presentes (029)",86805,461,62502,916,1079,20803,13,89,942
"Casa independiente",,,,,,,,,
"Hogares (031)",21922,131,15524,298,277,5067,4,27,594
"Ocupantes presentes (032)",85318,427,61262,887,1079,20695,13,85,870
"Departamento en edificio",,,,,,,,,
"Hogares (034)",86,3,77,,,,,,6
"Ocupantes presentes (035)",278,8,261,,,,,,9
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",250,10,208,7,,,,,25
"Ocupantes presentes (038)",785,25,706,22,,,,,32
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",79,,54,2,,15,,,8
"Ocupantes presentes (041)",312,,226,7,,64,,,15
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",10,,2,,,4,,1,3
"Ocupantes presentes (047)",26,,3,,,16,,4,3
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",35,1,15,,,8,,,11
"Ocupantes presentes (050)",85,1,44,,,27,,,13
"Otro tipo",,,,,,,,,
"Hogares (052)",1,,,,,1,,,
"Ocupantes presentes (053)",1,,,,,1,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",1693,3,408,6,14,1225,1,1,35
"Ocupantes presentes (056)",6659,9,1522,15,55,4995,4,1,58
"Casa independiente",,,,,,,,,
"Hogares (058)",1683,3,408,6,13,1216,1,1,35
"Ocupantes presentes (059)",6617,9,1522,15,52,4956,4,1,58
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",10,,,,1,9,,,
"Ocupantes presentes (071)",42,,,,3,39,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
