"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia REQUENA (000)",14791,14210,60,2368,2403,2002,3186,2197,1410,584,581,59716
"De 12 a 14 años (001)",73,37,1,32,4,,,,,,36,40
"De 15 a 19 años (002)",1266,1123,16,826,242,34,5,,,,143,1432
"De 20 a 24 años (003)",2257,2080,14,791,772,377,117,9,,,177,4016
"De 25 a 29 años (004)",2099,2007,2,317,583,541,516,44,4,,92,5624
"De 30 a 34 años (005)",1834,1799,5,156,341,409,625,229,32,2,35,6551
"De 35 a 39 años (006)",1732,1710,4,74,181,241,665,393,135,17,22,7965
"De 40 a 44 años (007)",1338,1325,2,45,105,132,417,386,188,50,13,7141
"De 45 a 49 años (008)",1116,1113,2,30,60,100,269,333,239,80,3,6685
"De 50 y más años (009)",3076,3016,14,97,115,168,572,803,812,435,60,20262
"PEA (010)",5689,5489,23,816,885,764,1270,910,570,251,200,23932
"De 12 a 14 años (011)",10,5,,4,1,,,,,,5,6
"De 15 a 19 años (012)",290,264,5,199,52,8,,,,,26,327
"De 20 a 24 años (013)",670,608,5,261,193,104,40,5,,,62,1160
"De 25 a 29 años (014)",751,701,,132,214,172,167,16,,,50,1891
"De 30 a 34 años (015)",745,725,2,87,171,151,214,85,13,2,20,2494
"De 35 a 39 años (016)",767,758,2,46,95,127,277,164,43,4,9,3312
"De 40 a 44 años (017)",660,652,1,27,62,76,217,158,91,20,8,3346
"De 45 a 49 años (018)",554,553,2,14,39,63,137,150,117,31,1,3185
"De 50 y más años (019)",1242,1223,6,46,58,63,218,332,306,194,19,8211
"Ocupada (020)",5534,5345,22,777,863,743,1237,897,556,250,189,23430
"De 12 a 14 años (021)",9,5,,4,1,,,,,,4,6
