"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia HUAYTARA (000)",8638,1008,2261,3444,53,1426,70,376
"Agric., ganadería, caza y silvicultura (001)",4536,11,536,2622,30,1337,,
"Pesca (002)",1,,,1,,,,
"Explotación de minas y canteras (003)",1105,80,1009,11,5,,,
"Industrias manufactureras (004)",99,5,31,58,1,4,,
"Suministro de electricidad, gas y agua (005)",15,4,10,1,,,,
"Construcción (006)",470,18,390,55,5,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",443,17,23,358,4,41,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",32,3,21,8,,,,
"Comercio al por mayor (009)",16,1,,14,,1,,
"Comercio al por menor (010)",395,13,2,336,4,40,,
"Hoteles y restaurantes (011)",155,21,35,93,2,4,,
"Trans., almac. y comunicaciones (012)",154,29,50,74,1,,,
"Intermediación financiera (013)",3,2,1,,,,,
"Activid.inmobil., empres. y alquileres (014)",108,92,6,10,,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",271,164,107,,,,,
"Enseñanza (016)",459,415,,44,,,,
"Servicios sociales y de salud (017)",105,96,,8,,1,,
"Otras activ. serv.comun.soc y personales (018)",46,20,4,17,,5,,
"Hogares privados con servicio doméstico (019)",70,,,,,,70,
"Organiz. y organos extraterritoriales (020)",2,2,,,,,,
"Actividad economica no especificada (021)",220,32,59,92,5,32,,
"Desocupado (022)",376,,,,,,,376
"Hombres (023)",6236,617,2092,2486,33,704,6,298
"Agric., ganadería, caza y silvicultura (024)",3130,11,428,1998,19,674,,
"Pesca (025)",1,,,1,,,,
"Explotación de minas y canteras (026)",1088,71,1001,11,5,,,
"Industrias manufactureras (027)",85,3,28,50,1,3,,
"Suministro de electricidad, gas y agua (028)",15,4,10,1,,,,
"Construcción (029)",459,18,380,55,4,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",234,11,23,188,1,11,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",32,3,21,8,,,,
"Comercio al por mayor (032)",10,1,,9,,,,
"Comercio al por menor (033)",192,7,2,171,1,11,,
"Hoteles y restaurantes (034)",38,6,10,21,,1,,
"Trans., almac. y comunicaciones (035)",148,25,49,73,1,,,
"Intermediación financiera (036)",2,1,1,,,,,
"Activid.inmobil., empres. y alquileres (037)",90,75,6,9,,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",219,120,99,,,,,
"Enseñanza (039)",209,191,,18,,,,
"Servicios sociales y de salud (040)",50,42,,7,,1,,
"Otras activ. serv.comun.soc y personales (041)",31,15,3,11,,2,,
"Hogares privados con servicio doméstico (042)",6,,,,,,6,
"Organiz. y organos extraterritoriales (043)",2,2,,,,,,
"Actividad economica no especificada (044)",131,22,54,43,2,10,,
"Desocupado (045)",298,,,,,,,298
"Mujeres (046)",2402,391,169,958,20,722,64,78
"Agric., ganadería, caza y silvicultura (047)",1406,,108,624,11,663,,
"Explotación de minas y canteras (049)",17,9,8,,,,,
"Industrias manufactureras (050)",14,2,3,8,,1,,
"Construcción (052)",11,,10,,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",209,6,,170,3,30,,
"Comercio al por mayor (055)",6,,,5,,1,,
"Comercio al por menor (056)",203,6,,165,3,29,,
"Hoteles y restaurantes (057)",117,15,25,72,2,3,,
"Trans., almac. y comunicaciones (058)",6,4,1,1,,,,
"Intermediación financiera (059)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (060)",18,17,,1,,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",52,44,8,,,,,
"Enseñanza (062)",250,224,,26,,,,
"Servicios sociales y de salud (063)",55,54,,1,,,,
"Otras activ. serv.comun.soc y personales (064)",15,5,1,6,,3,,
"Hogares privados con servicio doméstico (065)",64,,,,,,64,
"Actividad economica no especificada (067)",89,10,5,49,3,22,,
"Desocupado (068)",78,,,,,,,78
,,,,,,,,
"URBANA (069)",2558,566,509,1002,20,270,44,147
"Agric., ganadería, caza y silvicultura (070)",1019,11,187,594,9,218,,
"Explotación de minas y canteras (072)",77,9,65,2,1,,,
"Industrias manufactureras (073)",37,3,12,19,,3,,
"Suministro de electricidad, gas y agua (074)",9,3,5,1,,,,
"Construcción (075)",188,6,153,27,1,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",238,13,2,194,3,26,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",6,2,1,3,,,,
"Comercio al por mayor (078)",9,1,,8,,,,
"Comercio al por menor (079)",223,10,1,183,3,26,,
"Hoteles y restaurantes (080)",72,7,8,55,1,1,,
"Trans., almac. y comunicaciones (081)",76,15,16,44,1,,,
"Activid.inmobil., empres. y alquileres (083)",40,31,2,7,,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",167,123,44,,,,,
"Enseñanza (085)",277,253,,24,,,,
"Servicios sociales y de salud (086)",74,67,,6,,1,,
"Otras activ. serv.comun.soc y personales (087)",22,9,2,6,,5,,
"Hogares privados con servicio doméstico (088)",44,,,,,,44,
"Organiz. y organos extraterritoriales (089)",2,2,,,,,,
"Actividad economica no especificada (090)",69,14,13,23,4,15,,
"Desocupado (091)",147,,,,,,,147
"Hombres (092)",1696,328,464,670,10,116,2,106
"Agric., ganadería, caza y silvicultura (093)",725,11,164,444,5,101,,
"Explotación de minas y canteras (095)",76,8,65,2,1,,,
"Industrias manufactureras (096)",30,1,11,15,,3,,
"Suministro de electricidad, gas y agua (097)",9,3,5,1,,,,
"Construcción (098)",181,6,147,27,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",113,9,2,95,1,6,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",6,2,1,3,,,,
"Comercio al por mayor (101)",5,1,,4,,,,
"Comercio al por menor (102)",102,6,1,88,1,6,,
"Hoteles y restaurantes (103)",11,,,11,,,,
"Trans., almac. y comunicaciones (104)",73,13,16,43,1,,,
"Activid.inmobil., empres. y alquileres (106)",31,23,2,6,,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",128,89,39,,,,,
"Enseñanza (108)",126,116,,10,,,,
"Servicios sociales y de salud (109)",39,33,,5,,1,,
"Otras activ. serv.comun.soc y personales (110)",12,5,2,3,,2,,
"Hogares privados con servicio doméstico (111)",2,,,,,,2,
"Organiz. y organos extraterritoriales (112)",2,2,,,,,,
"Actividad economica no especificada (113)",32,9,11,8,2,2,,
"Desocupado (114)",106,,,,,,,106
"Mujeres (115)",862,238,45,332,10,154,42,41
"Agric., ganadería, caza y silvicultura (116)",294,,23,150,4,117,,
"Explotación de minas y canteras (118)",1,1,,,,,,
"Industrias manufactureras (119)",7,2,1,4,,,,
"Construcción (121)",7,,6,,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",125,4,,99,2,20,,
"Comercio al por mayor (124)",4,,,4,,,,
