"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CONDESUYOS (000)",14699,1850,2424,3173,2692,1837,2723
"Conviviente (001)",4052,47,763,1611,979,377,275
"Separado(a) (002)",261,3,19,41,66,60,72
"Casado(a) (003)",4715,1,41,626,1328,1130,1589
"Viudo(a) (004)",689,,1,19,35,75,559
"Divorciado(a) (005)",60,,4,4,12,23,17
"Soltero(a) (006)",4922,1799,1596,872,272,172,211
"Hombres (008)",8344,887,1422,2036,1618,1060,1321
"Conviviente (009)",2348,13,322,1025,617,227,144
"Separado(a) (010)",133,2,6,22,33,30,40
"Casado(a) (011)",2721,,16,357,787,675,886
"Viudo(a) (012)",181,,,3,9,11,158
"Divorciado(a) (013)",40,,1,4,9,15,11
"Soltero(a) (014)",2921,872,1077,625,163,102,82
"Mujeres (016)",6355,963,1002,1137,1074,777,1402
"Conviviente (017)",1704,34,441,586,362,150,131
"Separado(a) (018)",128,1,13,19,33,30,32
"Casado(a) (019)",1994,1,25,269,541,455,703
"Viudo(a) (020)",508,,1,16,26,64,401
"Divorciado(a) (021)",20,,3,,3,8,6
"Soltero(a) (022)",2001,927,519,247,109,70,129
,,,,,,,
"URBANA (024)",5946,949,960,1066,1104,828,1039
"Conviviente (025)",1377,29,253,507,351,137,100
"Separado(a) (026)",113,2,6,16,30,31,28
"Casado(a) (027)",1918,,12,205,582,529,590
"Viudo(a) (028)",262,,,8,16,28,210
"Divorciado(a) (029)",25,,3,,6,9,7
"Soltero(a) (030)",2251,918,686,330,119,94,104
"Hombres (032)",3037,458,519,547,556,463,494
"Conviviente (033)",689,10,90,260,192,85,52
"Separado(a) (034)",51,1,2,4,14,16,14
"Casado(a) (035)",1013,,7,77,284,305,340
"Viudo(a) (036)",48,,,,2,1,45
"Divorciado(a) (037)",18,,1,,5,6,6
"Soltero(a) (038)",1218,447,419,206,59,50,37
"Mujeres (040)",2909,491,441,519,548,365,545
"Conviviente (041)",688,19,163,247,159,52,48
"Separado(a) (042)",62,1,4,12,16,15,14
"Casado(a) (043)",905,,5,128,298,224,250
"Viudo(a) (044)",214,,,8,14,27,165
"Divorciado(a) (045)",7,,2,,1,3,1
"Soltero(a) (046)",1033,471,267,124,60,44,67
,,,,,,,
"RURAL (048)",8753,901,1464,2107,1588,1009,1684
"Conviviente (049)",2675,18,510,1104,628,240,175
"Separado(a) (050)",148,1,13,25,36,29,44
"Casado(a) (051)",2797,1,29,421,746,601,999
"Viudo(a) (052)",427,,1,11,19,47,349
"Divorciado(a) (053)",35,,1,4,6,14,10
"Soltero(a) (054)",2671,881,910,542,153,78,107
"Hombres (056)",5307,429,903,1489,1062,597,827
"Conviviente (057)",1659,3,232,765,425,142,92
"Separado(a) (058)",82,1,4,18,19,14,26
"Casado(a) (059)",1708,,9,280,503,370,546
"Viudo(a) (060)",133,,,3,7,10,113
"Divorciado(a) (061)",22,,,4,4,9,5
"Soltero(a) (062)",1703,425,658,419,104,52,45
"Mujeres (064)",3446,472,561,618,526,412,857
"Conviviente (065)",1016,15,278,339,203,98,83
"Separado(a) (066)",66,,9,7,17,15,18
"Casado(a) (067)",1089,1,20,141,243,231,453
"Viudo(a) (068)",294,,1,8,12,37,236
"Divorciado(a) (069)",13,,1,,2,5,5
"Soltero(a) (070)",968,456,252,123,49,26,62
