"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia JAEN",,,,,,,
"Viviendas particulares (001)",42538,10210,682,1087,29405,496,658
"Ocupantes presentes (002)",182221,37190,2932,4838,132932,1722,2607
"Casa independiente",,,,,,,
"Viviendas particulares (004)",38142,7664,678,1039,27753,458,550
"Ocupantes presentes (005)",165942,29366,2923,4608,125302,1598,2145
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",869,685,,12,138,5,29
"Ocupantes presentes (008)",2816,1978,,42,652,22,122
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",1202,1057,,7,104,10,24
"Ocupantes presentes (011)",3957,3237,,38,544,21,117
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",797,636,,9,130,3,19
"Ocupantes presentes (014)",2741,2003,,57,585,9,87
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",1456,131,3,19,1262,11,30
"Ocupantes presentes (017)",6540,496,7,88,5782,50,117
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",26,11,1,1,7,4,2
"Ocupantes presentes (020)",85,32,2,5,30,9,7
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",42,24,,,9,5,4
"Ocupantes presentes (023)",124,72,,,27,13,12
"Otro tipo",,,,,,,
"Viviendas particulares (025)",4,2,,,2,,
"Ocupantes presentes (026)",16,6,,,10,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",22164,8558,313,892,11757,195,449
"Ocupantes presentes (029)",90857,30842,1257,3930,52304,690,1834
"Casa independiente",,,,,,,
"Viviendas particulares (031)",19235,6146,312,863,11369,172,373
"Ocupantes presentes (032)",81154,23521,1255,3788,50463,628,1499
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",869,685,,12,138,5,29
"Ocupantes presentes (035)",2816,1978,,42,652,22,122
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",1202,1057,,7,104,10,24
"Ocupantes presentes (038)",3957,3237,,38,544,21,117
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",797,636,,9,130,3,19
"Ocupantes presentes (041)",2741,2003,,57,585,9,87
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",26,11,1,1,7,4,2
"Ocupantes presentes (047)",85,32,2,5,30,9,7
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",32,22,,,7,1,2
"Ocupantes presentes (050)",90,67,,,20,1,2
"Otro tipo",,,,,,,
"Viviendas particulares (052)",3,1,,,2,,
"Ocupantes presentes (053)",14,4,,,10,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",20374,1652,369,195,17648,301,209
"Ocupantes presentes (056)",91364,6348,1675,908,80628,1032,773
"Casa independiente",,,,,,,
"Viviendas particulares (058)",18907,1518,366,176,16384,286,177
"Ocupantes presentes (059)",84788,5845,1668,820,74839,970,646
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",1456,131,3,19,1262,11,30
"Ocupantes presentes (071)",6540,496,7,88,5782,50,117
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",10,2,,,2,4,2
"Ocupantes presentes (077)",34,5,,,7,12,10
"Otro tipo",,,,,,,
"Viviendas particulares (079)",1,1,,,,,
"Ocupantes presentes (080)",2,2,,,,,
