"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia HUANCAVELICA (000)",45014,35605,2597,2015,4797
"Agric., ganadería, caza y silvicultura (001)",24418,23879,472,44,23
"Pesca (002)",18,16,2,,
"Explotación de minas y canteras (003)",938,177,106,254,401
"Industrias manufactureras (004)",2194,2001,114,51,28
"Suministro de electricidad, gas y agua (005)",64,5,3,38,18
"Construcción (006)",1682,1075,270,282,55
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",3919,3760,126,23,10
"Venta, mant.y rep. veh.autom y motoc. (008)",209,180,22,3,4
"Comercio al por mayor (009)",138,126,4,2,6
"Comercio al por menor (010)",3572,3454,100,18,
"Hoteles y restaurantes (011)",999,867,95,28,9
"Trans., almac. y comunicaciones (012)",1182,989,68,74,51
"Intermediación financiera (013)",77,10,21,27,19
"Activid.inmobil., empres. y alquileres (014)",811,418,146,112,135
"Admin.pub. y defensa; p. segur soc.afil (015)",2205,,,,2205
"Enseñanza (016)",3577,721,953,905,998
"Servicios sociales y de salud (017)",979,156,36,36,751
"Otras activ. serv.comun.soc y personales (018)",710,484,126,57,43
"Hogares privados con servicio doméstico (019)",439,439,,,
"Actividad economica no especificada (021)",802,608,59,84,51
"Hombres (022)",27589,21252,1819,1414,3104
"Agric., ganadería, caza y silvicultura (023)",15722,15306,360,38,18
"Pesca (024)",15,14,1,,
"Explotación de minas y canteras (025)",923,171,106,250,396
"Industrias manufactureras (026)",839,713,67,36,23
"Suministro de electricidad, gas y agua (027)",59,4,3,36,16
"Construcción (028)",1615,1062,263,241,49
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",1674,1562,85,20,7
"Venta, mant.y rep. veh.autom y motoc. (030)",187,158,22,3,4
"Comercio al por mayor (031)",80,72,3,2,3
"Comercio al por menor (032)",1407,1332,60,15,
"Hoteles y restaurantes (033)",374,284,68,18,4
"Trans., almac. y comunicaciones (034)",1112,936,60,71,45
"Intermediación financiera (035)",48,8,14,18,8
"Activid.inmobil., empres. y alquileres (036)",615,316,113,86,100
"Admin.pub. y defensa; p. segur soc.afil (037)",1563,,,,1563
"Enseñanza (038)",1859,268,543,498,550
"Servicios sociales y de salud (039)",316,42,10,6,258
"Otras activ. serv.comun.soc y personales (040)",336,187,93,29,27
