"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia HUANCA SANCOS (000)",7726,1262,1183,1322,1311,951,1697
"Católica (001)",6877,1171,1088,1177,1166,832,1443
"Cristiana/Evangélica (002)",766,79,78,117,135,109,248
"Otra (003)",26,1,3,12,2,3,5
"Ninguna (004)",57,11,14,16,8,7,1
"Hombres (006)",3699,674,605,634,614,444,728
"Católica (007)",3329,628,558,566,548,393,636
"Cristiana/Evangélica (008)",319,40,37,50,59,44,89
"Otra (009)",14,1,1,5,1,3,3
"Ninguna (010)",37,5,9,13,6,4,
"Mujeres (012)",4027,588,578,688,697,507,969
"Católica (013)",3548,543,530,611,618,439,807
"Cristiana/Evangélica (014)",447,39,41,67,76,65,159
"Otra (015)",12,,2,7,1,,2
"Ninguna (016)",20,6,5,3,2,3,1
,,,,,,,
"URBANA (018)",5197,916,765,884,892,650,1090
"Católica (019)",4602,849,704,786,787,571,905
"Cristiana/Evangélica (020)",531,57,48,76,98,72,180
"Otra (021)",22,1,2,11,1,3,4
"Ninguna (022)",42,9,11,11,6,4,1
"Hombres (024)",2482,499,395,418,419,298,453
"Católica (025)",2225,464,363,373,371,264,390
"Cristiana/Evangélica (026)",218,30,24,31,44,28,61
"Otra (027)",11,1,1,4,,3,2
"Ninguna (028)",28,4,7,10,4,3,
"Mujeres (030)",2715,417,370,466,473,352,637
"Católica (031)",2377,385,341,413,416,307,515
"Cristiana/Evangélica (032)",313,27,24,45,54,44,119
"Otra (033)",11,,1,7,1,,2
"Ninguna (034)",14,5,4,1,2,1,1
,,,,,,,
"RURAL (036)",2529,346,418,438,419,301,607
"Católica (037)",2275,322,384,391,379,261,538
"Cristiana/Evangélica (038)",235,22,30,41,37,37,68
"Otra (039)",4,,1,1,1,,1
"Ninguna (040)",15,2,3,5,2,3,
"Hombres (042)",1217,175,210,216,195,146,275
"Católica (043)",1104,164,195,193,177,129,246
"Cristiana/Evangélica (044)",101,10,13,19,15,16,28
"Otra (045)",3,,,1,1,,1
"Ninguna (046)",9,1,2,3,2,1,
"Mujeres (048)",1312,171,208,222,224,155,332
"Católica (049)",1171,158,189,198,202,132,292
"Cristiana/Evangélica (050)",134,12,17,22,22,21,40
"Otra (051)",1,,1,,,,
"Ninguna (052)",6,1,1,2,,2,
