"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia MELGAR (000)",65258,6658,1004,28983,20623,2206,2455,1390,1939
"Hombres (001)",31616,1561,494,13317,11436,1266,1400,880,1262
"Mujeres (002)",33642,5097,510,15666,9187,940,1055,510,677
"PEA (003)",25956,2680,25,9768,8503,963,1859,545,1613
"Hombres (004)",15451,796,10,5299,5978,678,1179,398,1113
"Mujeres (005)",10505,1884,15,4469,2525,285,680,147,500
"Ocupada (006)",24305,2620,24,9341,7748,866,1690,509,1507
"Hombres (007)",14281,762,9,5011,5411,597,1071,376,1044
"Mujeres (008)",10024,1858,15,4330,2337,269,619,133,463
"Desocupada (009)",1651,60,1,427,755,97,169,36,106
"Hombres (010)",1170,34,1,288,567,81,108,22,69
"Mujeres (011)",481,26,,139,188,16,61,14,37
"No PEA (012)",39302,3978,979,19215,12120,1243,596,845,326
"Hombres (013)",16165,765,484,8018,5458,588,221,482,149
"Mujeres (014)",23137,3213,495,11197,6662,655,375,363,177
,,,,,,,,,
"URBANA (018)",31337,2390,471,11397,10961,1596,1962,1053,1507
"Hombres (019)",14988,516,235,5091,5689,849,1036,647,925
"Mujeres (020)",16349,1874,236,6306,5272,747,926,406,582
"PEA (021)",11290,625,5,2835,3958,711,1472,430,1254
"Hombres (022)",6731,164,4,1454,2651,470,870,303,815
"Mujeres (023)",4559,461,1,1381,1307,241,602,127,439
"Ocupada (024)",10262,585,4,2615,3519,639,1336,397,1167
"Hombres (025)",6039,143,3,1316,2336,411,786,283,761
"Mujeres (026)",4223,442,1,1299,1183,228,550,114,406
"Desocupada (027)",1028,40,1,220,439,72,136,33,87
"Hombres (028)",692,21,1,138,315,59,84,20,54
"Mujeres (029)",336,19,,82,124,13,52,13,33
"No PEA (030)",20047,1765,466,8562,7003,885,490,623,253
"Hombres (031)",8257,352,231,3637,3038,379,166,344,110
"Mujeres (032)",11790,1413,235,4925,3965,506,324,279,143
,,,,,,,,,
"RURAL (036)",33921,4268,533,17586,9662,610,493,337,432
"Hombres (037)",16628,1045,259,8226,5747,417,364,233,337
"Mujeres (038)",17293,3223,274,9360,3915,193,129,104,95
"PEA (039)",14666,2055,20,6933,4545,252,387,115,359
"Hombres (040)",8720,632,6,3845,3327,208,309,95,298
"Mujeres (041)",5946,1423,14,3088,1218,44,78,20,61
"Ocupada (042)",14043,2035,20,6726,4229,227,354,112,340
"Hombres (043)",8242,619,6,3695,3075,186,285,93,283
"Mujeres (044)",5801,1416,14,3031,1154,41,69,19,57
"Desocupada (045)",623,20,,207,316,25,33,3,19
"Hombres (046)",478,13,,150,252,22,24,2,15
"Mujeres (047)",145,7,,57,64,3,9,1,4
"No PEA (048)",19255,2213,513,10653,5117,358,106,222,73
"Hombres (049)",7908,413,253,4381,2420,209,55,138,39
"Mujeres (050)",11347,1800,260,6272,2697,149,51,84,34
