"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia URUBAMBA (000)",56685,900,17448,15224,10927,8248,3938
"Hombres (001)",28869,480,8837,7893,5540,4259,1860
"Mujeres (002)",27816,420,8611,7331,5387,3989,2078
"Viviendas particulares (003)",53426,894,17246,13674,10231,7622,3759
"Hombres (004)",26848,476,8741,6917,5072,3892,1750
"Mujeres (005)",26578,418,8505,6757,5159,3730,2009
"Viviendas colectivas (006)",1284,3,120,384,290,376,111
"Hombres (007)",733,2,56,233,179,195,68
"Mujeres (008)",551,1,64,151,111,181,43
"Otro tipo (009)",1975,3,82,1166,406,250,68
"Hombres (010)",1288,2,40,743,289,172,42
"Mujeres (011)",687,1,42,423,117,78,26
,,,,,,,
"URBANA (012)",27731,377,7541,8315,5599,4058,1841
"Hombres (013)",14071,200,3788,4263,2832,2101,887
"Mujeres (014)",13660,177,3753,4052,2767,1957,954
"Viviendas particulares (015)",24553,372,7341,6797,4928,3450,1665
"Hombres (016)",12123,197,3692,3316,2387,1751,780
"Mujeres (017)",12430,175,3649,3481,2541,1699,885
"Viviendas colectivas (018)",1203,2,118,352,265,358,108
"Hombres (019)",660,1,56,204,156,178,65
"Mujeres (020)",543,1,62,148,109,180,43
"Otro tipo (021)",1975,3,82,1166,406,250,68
"Hombres (022)",1288,2,40,743,289,172,42
"Mujeres (023)",687,1,42,423,117,78,26
,,,,,,,
"RURAL (024)",28954,523,9907,6909,5328,4190,2097
"Hombres (025)",14798,280,5049,3630,2708,2158,973
"Mujeres (026)",14156,243,4858,3279,2620,2032,1124
"Viviendas particulares (027)",28873,522,9905,6877,5303,4172,2094
"Hombres (028)",14725,279,5049,3601,2685,2141,970
"Mujeres (029)",14148,243,4856,3276,2618,2031,1124
"Viviendas colectivas (030)",81,1,2,32,25,18,3
"Hombres (031)",73,1,,29,23,17,3
"Mujeres (032)",8,,2,3,2,1,
